,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
2852,5,21,0,20,0,-1.0,1
2853,6,26,1,13,2,-1.0,0
2854,4,21,0,7,4,-1.0,0
2855,A,17,0,14,2,-1.0,0
2856,9,19,0,19,3,1.0,1
2857,Q,26,1,19,1,-1.0,0
2858,K,20,0,16,3,-1.0,0
2859,Q,22,1,20,1,-1.0,0
2860,7,26,1,14,2,-1.0,0
2861,5,25,1,18,1,-1.0,0
2862,4,18,0,18,1,-1.0,0
2863,9,19,0,14,1,-1.0,0
2864,8,18,0,20,1,-1.0,0
2865,2,18,0,15,1,-1.0,0
2866,3,17,0,9,2,-1.0,0
2867,5,25,1,15,3,-1.0,0
2868,Q,17,0,21,0,1.0,0
2869,K,20,0,21,0,1.0,0
2870,3,18,0,19,2,1.0,1
2871,3,18,0,17,1,-1.0,0
2872,Q,20,0,20,1,-1.0,0
2873,2,20,0,17,1,1.0,1
2874,5,21,0,20,1,-1.0,0
2875,9,23,1,11,4,-1.0,0
2876,9,23,1,14,2,1.0,1
2877,Q,18,0,15,2,-1.0,0
2878,2,19,0,11,1,1.0,1
2879,2,17,0,8,2,1.0,1
2880,A,21,0,18,0,-1.0,1
2881,8,20,0,14,2,1.0,1
2882,A,18,0,12,0,-1.0,1
2883,10,20,0,15,1,-1.0,0
2884,Q,21,0,18,2,-1.0,0
2885,4,18,0,20,1,-1.0,0
2886,10,18,0,13,2,-1.0,0
2887,5,21,0,21,0,0.0,0
2888,10,17,0,20,1,-1.0,0
2889,8,19,0,15,2,-1.0,0
2890,4,25,1,9,4,-1.0,0
2891,4,25,1,13,1,-1.0,0
2892,6,20,0,8,3,-1.0,0
2893,2,21,0,10,2,-1.0,0
2894,J,20,0,13,3,-1.0,0
2895,2,23,1,14,1,-1.0,0
2896,8,18,0,13,2,-1.0,0
2897,10,20,0,11,1,1.0,1
2898,4,17,0,5,4,-1.0,0
2899,9,24,1,12,3,-1.0,0
2900,3,23,1,12,3,-1.0,0
2901,5,22,1,7,1,1.0,1
2902,7,19,0,8,2,-1.0,0
2903,9,18,0,14,1,-1.0,0
2904,10,20,0,12,0,-1.0,1
2905,J,18,0,16,2,-1.0,0
2906,Q,17,0,18,3,-1.0,0
2907,2,25,1,11,4,-1.0,0
2908,5,21,0,20,0,-1.0,1
2909,Q,21,0,12,0,-1.0,1
2910,K,20,0,20,1,-1.0,0
2911,5,25,1,10,2,-1.0,0
2912,5,21,0,17,2,-1.0,0
2913,K,23,1,13,2,-1.0,0
2914,3,17,0,12,2,-1.0,0
2915,10,20,0,20,1,-1.0,0
2916,J,20,0,15,2,-1.0,0
2917,2,22,1,14,3,-1.0,0
2918,6,18,0,11,1,1.0,1
2919,4,21,0,12,2,-1.0,0
2920,5,18,0,20,1,-1.0,0
2921,4,17,0,20,1,-1.0,0
2922,3,22,1,13,2,-1.0,0
2923,2,22,1,20,1,-1.0,0
2924,8,26,1,19,4,-1.0,0
2925,2,19,0,16,1,-1.0,0
2926,10,20,0,12,0,-1.0,1
2927,Q,25,1,13,2,-1.0,0
2928,5,19,0,11,3,-1.0,0
2929,J,24,1,19,1,1.0,1
2930,10,19,0,14,1,1.0,1
2931,9,19,0,20,1,-1.0,0
2932,8,18,0,18,1,-1.0,0
2933,3,25,1,9,2,-1.0,0
2934,4,22,1,20,4,-1.0,0
2935,5,18,0,20,0,1.0,0
2936,6,17,0,12,2,-1.0,0
2937,6,18,0,7,2,1.0,1
2938,6,19,0,15,2,-1.0,0
2939,A,21,0,16,0,-1.0,1
2940,Q,22,1,13,1,-1.0,0
2941,A,21,0,11,0,-1.0,1
2942,Q,17,0,16,1,-1.0,0
2943,6,23,1,13,1,1.0,1
2944,Q,20,0,14,0,-1.0,1
2945,2,20,0,7,2,-1.0,0
2946,3,19,0,17,1,-1.0,0
2947,7,17,0,9,1,1.0,1
2948,Q,17,0,16,2,-1.0,0
2949,2,17,0,17,1,-1.0,0
2950,J,24,1,8,2,-1.0,0
2951,10,19,0,19,1,-1.0,0
2952,4,19,0,11,3,-1.0,0
2953,Q,22,1,10,3,-1.0,0
2954,K,19,0,15,1,-1.0,0
2955,5,23,1,12,1,-1.0,0
2956,J,26,1,10,2,-1.0,0
2957,K,18,0,11,1,1.0,1
2958,3,26,1,11,2,-1.0,0
2959,8,18,0,13,1,1.0,1
2960,10,20,0,16,1,-1.0,0
2961,5,21,0,13,4,-1.0,0
2962,2,25,1,8,3,-1.0,0
2963,8,18,0,20,1,-1.0,0
2964,8,21,0,16,1,-1.0,0
2965,3,17,0,14,4,1.0,1
2966,3,21,0,14,1,-1.0,0
2967,7,20,0,19,1,1.0,1
2968,9,21,0,6,2,0.0,1
2969,Q,17,0,4,2,-1.0,0
2970,2,22,1,13,2,-1.0,0
2971,3,20,0,20,1,-1.0,0
2972,Q,25,1,20,1,-1.0,0
2973,8,22,1,20,1,-1.0,0
2974,J,23,1,17,3,-1.0,0
2975,Q,24,1,11,1,1.0,1
2976,10,21,0,15,0,-1.0,1
2977,Q,21,0,20,0,-1.0,1
2978,A,19,0,19,1,-1.0,0
2979,K,20,0,15,1,-1.0,0
2980,A,21,0,18,0,-1.0,1
2981,9,19,0,15,3,-1.0,0
2982,7,23,1,17,2,-1.0,0
2983,5,23,1,12,2,-1.0,0
2984,5,25,1,14,1,-1.0,0
2985,A,20,0,16,1,-1.0,0
2986,8,18,0,21,0,1.0,0
2987,Q,21,0,13,0,-1.0,1
2988,2,22,1,15,1,-1.0,0
2989,6,19,0,5,2,1.0,1
2990,K,22,1,10,2,-1.0,0
2991,A,20,0,16,1,-1.0,0
2992,9,19,0,14,1,-1.0,0
2993,A,20,0,20,1,-1.0,0
2994,K,19,0,9,2,1.0,1
2995,3,21,0,19,1,-1.0,0
2996,10,25,1,14,4,-1.0,0
2997,2,19,0,20,1,-1.0,0
2998,9,25,1,9,2,-1.0,0
2999,K,20,0,13,0,-1.0,1
3000,4,22,1,14,1,-1.0,0
3001,3,17,0,14,1,1.0,1
3002,J,20,0,13,0,-1.0,1
3003,10,19,0,10,2,-1.0,0
3004,K,17,0,14,3,-1.0,0
3005,4,20,0,19,1,-1.0,0
3006,9,19,0,17,2,-1.0,0
3007,4,24,1,6,2,-1.0,0
3008,K,22,1,10,4,1.0,1
3009,6,21,0,9,2,-1.0,0
3010,2,21,0,12,1,-1.0,0
3011,10,17,0,10,2,-1.0,0
3012,3,24,1,11,3,-1.0,0
3013,K,17,0,19,1,-1.0,0
3014,4,24,1,17,2,-1.0,0
3015,3,23,1,17,1,-1.0,0
3016,3,25,1,18,1,-1.0,0
3017,J,20,0,21,0,1.0,0
3018,8,18,0,21,0,1.0,0
3019,7,21,0,16,2,-1.0,0
3020,4,22,1,8,3,-1.0,0
3021,8,17,0,20,1,-1.0,0
3022,7,24,1,14,4,-1.0,0
3023,3,22,1,21,0,1.0,0
3024,7,18,0,13,2,1.0,1
3025,10,24,1,16,1,1.0,1
3026,J,19,0,9,2,-1.0,0
3027,2,24,1,20,2,-1.0,0
3028,Q,20,0,13,2,-1.0,0
3029,K,20,0,10,2,-1.0,0
3030,9,21,0,21,0,0.0,0
3031,10,20,0,13,0,-1.0,1
3032,5,18,0,17,4,-1.0,0
3033,4,22,1,21,0,1.0,0
3034,5,20,0,15,2,-1.0,0
3035,A,20,0,13,2,-1.0,0
3036,K,20,0,9,1,-1.0,0
3037,Q,19,0,19,1,1.0,1
3038,2,23,1,12,1,-1.0,0
3039,8,18,0,16,1,-1.0,0
3040,K,21,0,10,2,-1.0,0
3041,2,26,1,12,2,-1.0,0
3042,6,23,1,7,4,-1.0,0
3043,10,18,0,13,3,-1.0,0
3044,4,20,0,20,1,-1.0,0
3045,8,18,0,12,0,-1.0,1
3046,J,19,0,16,1,-1.0,0
3047,2,20,0,16,1,-1.0,0
3048,9,19,0,20,1,-1.0,0
3049,7,17,0,19,2,-1.0,0
3050,J,20,0,18,1,-1.0,0
3051,6,26,1,13,2,-1.0,0
3052,8,21,0,19,2,-1.0,0
3053,K,18,0,15,1,1.0,1
3054,J,19,0,10,1,-1.0,0
3055,J,20,0,18,1,1.0,1
3056,9,21,0,20,1,0.0,1
3057,2,22,1,15,3,-1.0,0
3058,6,18,0,16,1,-1.0,0
3059,9,19,0,6,2,-1.0,0
3060,8,19,0,7,3,-1.0,0
3061,9,23,1,18,1,-1.0,0
3062,A,21,0,20,0,-1.0,1
3063,K,24,1,21,0,1.0,0
3064,5,18,0,15,1,-1.0,0
3065,Q,20,0,15,1,-1.0,0
3066,7,17,0,7,2,-1.0,0
3067,A,18,0,12,0,-1.0,1
3068,3,21,0,15,1,0.0,1
3069,8,18,0,15,1,1.0,1
3070,5,21,0,18,1,-1.0,0
3071,A,19,0,12,0,-1.0,1
3072,4,22,1,20,2,-1.0,0
3073,9,23,1,14,1,1.0,1
3074,Q,17,0,21,0,1.0,0
3075,6,26,1,11,1,1.0,1
3076,Q,20,0,10,2,-1.0,0
3077,A,21,0,19,0,-1.0,1
3078,6,17,0,17,1,-1.0,0
3079,3,20,0,9,3,-1.0,0
3080,9,17,0,21,0,1.0,0
3081,J,17,0,7,2,-1.0,0
3082,8,23,1,10,2,-1.0,0
3083,K,19,0,15,4,-1.0,0
3084,J,19,0,16,1,-1.0,0
3085,J,18,0,4,3,-1.0,0
3086,4,19,0,19,1,-1.0,0
3087,5,17,0,20,1,-1.0,0
3088,A,17,0,13,2,-1.0,0
3089,10,20,0,10,2,-1.0,0
3090,9,19,0,14,1,-1.0,0
3091,A,19,0,6,2,1.0,1
3092,5,25,1,20,1,-1.0,0
3093,10,17,0,12,1,-1.0,0
3094,6,21,0,16,1,-1.0,0
3095,K,21,0,13,0,-1.0,1
3096,A,18,0,20,1,-1.0,0
3097,4,17,0,20,0,1.0,0
3098,7,17,0,20,1,-1.0,0
3099,5,22,1,13,2,1.0,1
3100,9,20,0,16,2,-1.0,0
3101,9,18,0,21,0,1.0,0
3102,3,18,0,20,0,1.0,0
3103,2,19,0,12,1,-1.0,0
3104,K,20,0,20,1,1.0,1
3105,J,17,0,5,2,-1.0,0
3106,2,22,1,7,2,-1.0,0
3107,10,23,1,13,1,1.0,1
3108,6,24,1,20,1,-1.0,0
3109,A,19,0,16,2,-1.0,0
3110,4,20,0,8,2,-1.0,0
3111,A,23,1,16,3,1.0,1
3112,8,20,0,21,0,1.0,0
3113,A,17,0,20,1,-1.0,0
3114,K,18,0,16,1,-1.0,0
3115,8,18,0,19,1,-1.0,0
3116,8,17,0,13,1,-1.0,0
3117,2,24,1,14,1,-1.0,0
3118,3,19,0,16,1,-1.0,0
3119,8,18,0,11,2,-1.0,0
3120,5,17,0,14,1,-1.0,0
3121,J,20,0,7,2,-1.0,0
3122,6,26,1,12,2,-1.0,0
3123,K,18,0,21,0,1.0,0
3124,7,18,0,16,1,-1.0,0
3125,2,22,1,10,2,-1.0,0
3126,K,21,0,16,0,-1.0,1
3127,A,20,0,6,2,-1.0,0
3128,7,23,1,13,2,-1.0,0
3129,A,21,0,21,0,0.0,0
3130,K,21,0,13,2,-1.0,0
3131,J,21,0,6,0,-1.0,1
3132,J,21,0,10,0,-1.0,1
3133,7,20,0,11,1,1.0,1
3134,3,26,1,20,1,-1.0,0
3135,J,26,1,10,2,-1.0,0
3136,5,18,0,11,3,-1.0,0
3137,9,20,0,18,1,-1.0,0
3138,A,21,0,15,0,-1.0,1
3139,J,18,0,16,1,-1.0,0
3140,9,26,1,15,1,-1.0,0
3141,Q,26,1,16,2,-1.0,0
3142,A,18,0,17,1,-1.0,0
3143,4,24,1,9,2,1.0,1
3144,8,22,1,19,1,-1.0,0
3145,K,18,0,13,1,-1.0,0
3146,8,18,0,15,1,-1.0,0
3147,5,21,0,19,1,-1.0,0
3148,J,22,1,14,1,-1.0,0
3149,6,26,1,11,1,1.0,1
3150,A,17,0,14,1,-1.0,0
3151,9,18,0,15,1,-1.0,0
3152,4,19,0,12,2,-1.0,0
3153,7,23,1,7,2,-1.0,0
3154,Q,22,1,20,1,-1.0,0
3155,6,17,0,8,2,-1.0,0
3156,2,17,0,15,2,-1.0,0
3157,3,18,0,19,1,-1.0,0
3158,A,21,0,20,0,-1.0,1
3159,9,18,0,17,2,-1.0,0
3160,K,19,0,18,1,-1.0,0
3161,3,21,0,19,1,-1.0,0
3162,9,23,1,13,3,1.0,1
3163,Q,19,0,12,1,-1.0,0
3164,Q,21,0,17,0,-1.0,1
3165,5,17,0,13,2,-1.0,0
3166,A,19,0,14,2,-1.0,0
3167,J,20,0,13,0,-1.0,1
3168,8,19,0,11,2,-1.0,0
3169,4,20,0,20,1,-1.0,0
3170,9,22,1,14,2,-1.0,0
3171,J,24,1,13,1,1.0,1
3172,Q,19,0,18,1,-1.0,0
3173,4,23,1,6,3,-1.0,0
3174,J,17,0,14,1,-1.0,0
3175,7,17,0,8,1,1.0,1
3176,K,23,1,15,1,-1.0,0
3177,7,21,0,20,1,-1.0,0
3178,2,22,1,19,1,-1.0,0
3179,6,23,1,20,0,1.0,0
3180,J,22,1,12,2,-1.0,0
3181,Q,26,1,13,2,-1.0,0
3182,7,17,0,21,0,1.0,0
3183,K,20,0,10,2,-1.0,0
3184,10,20,0,21,0,1.0,0
3185,2,21,0,15,2,-1.0,0
3186,3,20,0,13,1,1.0,1
3187,9,19,0,19,1,-1.0,0
3188,4,19,0,15,1,-1.0,0
3189,K,18,0,21,0,1.0,0
3190,3,23,1,14,1,-1.0,0
3191,6,18,0,10,1,1.0,1
3192,A,26,1,18,3,-1.0,0
3193,6,17,0,14,3,-1.0,0
3194,2,24,1,20,0,1.0,0
3195,10,17,0,17,1,-1.0,0
3196,J,17,0,17,1,-1.0,0
3197,2,22,1,15,2,-1.0,0
3198,3,23,1,12,1,-1.0,0
3199,K,26,1,17,2,1.0,1
3200,3,17,0,21,0,1.0,0
3201,5,18,0,19,1,-1.0,0
3202,Q,17,0,20,2,-1.0,0
3203,K,20,0,18,1,-1.0,0
3204,Q,17,0,20,1,-1.0,0
3205,K,18,0,11,1,1.0,1
3206,5,22,1,15,2,-1.0,0
3207,A,20,0,4,2,-1.0,0
3208,K,21,0,12,0,-1.0,1
3209,2,24,1,13,2,-1.0,0
3210,4,24,1,17,1,-1.0,0
3211,4,20,0,15,3,1.0,1
3212,A,21,0,19,0,-1.0,1
3213,4,23,1,14,3,-1.0,0
3214,J,20,0,7,2,-1.0,0
3215,K,20,0,21,0,1.0,0
3216,Q,20,0,4,1,-1.0,0
3217,7,23,1,8,3,-1.0,0
3218,J,20,0,15,1,-1.0,0
3219,8,20,0,12,2,-1.0,0
3220,J,19,0,11,2,-1.0,0
3221,J,19,0,12,0,-1.0,1
3222,7,26,1,14,3,-1.0,0
3223,4,17,0,6,1,1.0,1
3224,4,21,0,16,1,0.0,1
3225,4,23,1,9,2,-1.0,0
3226,6,23,1,8,2,-1.0,0
3227,A,17,0,16,2,-1.0,0
3228,3,17,0,11,1,1.0,1
3229,8,24,1,16,1,-1.0,0
3230,5,22,1,14,2,-1.0,0
3231,8,25,1,20,2,-1.0,0
3232,9,21,0,12,2,-1.0,0
3233,7,24,1,18,1,-1.0,0
3234,6,23,1,17,1,-1.0,0
3235,A,19,0,20,2,-1.0,0
3236,5,17,0,7,2,1.0,1
3237,8,18,0,13,1,-1.0,0
3238,2,19,0,17,1,-1.0,0
3239,10,18,0,13,2,-1.0,0
3240,2,22,1,6,3,-1.0,0
3241,A,17,0,13,3,-1.0,0
3242,J,19,0,12,3,-1.0,0
3243,4,24,1,5,2,-1.0,0
3244,J,18,0,20,2,1.0,1
3245,J,21,0,8,0,-1.0,1
3246,4,24,1,20,1,-1.0,0
3247,A,24,1,16,1,-1.0,0
3248,6,23,1,13,1,-1.0,0
3249,A,25,1,17,1,-1.0,0
3250,4,21,0,12,1,0.0,1
3251,8,18,0,16,1,-1.0,0
3252,8,23,1,14,1,-1.0,0
3253,8,18,0,20,3,-1.0,0
3254,7,17,0,12,2,-1.0,0
3255,9,19,0,18,1,-1.0,0
3256,6,19,0,21,0,1.0,0
3257,K,18,0,19,1,-1.0,0
3258,K,25,1,17,2,-1.0,0
3259,10,21,0,12,0,-1.0,1
3260,K,21,0,20,0,-1.0,1
3261,2,20,0,13,3,-1.0,0
3262,J,21,0,18,2,-1.0,0
3263,9,17,0,20,1,-1.0,0
3264,8,18,0,10,3,1.0,1
3265,2,23,1,19,2,-1.0,0
3266,Q,18,0,18,1,-1.0,0
3267,6,20,0,19,1,1.0,1
3268,K,20,0,14,0,-1.0,1
3269,7,19,0,15,3,-1.0,0
3270,2,17,0,20,1,-1.0,0
3271,A,21,0,15,0,-1.0,1
3272,10,17,0,16,1,-1.0,0
3273,J,20,0,19,2,-1.0,0
3274,A,18,0,8,3,-1.0,0
3275,2,20,0,13,1,-1.0,0
3276,10,24,1,12,2,-1.0,0
3277,4,25,1,18,1,-1.0,0
3278,10,19,0,21,0,1.0,0
3279,8,17,0,17,1,-1.0,0
3280,3,25,1,16,1,-1.0,0
3281,10,20,0,20,1,-1.0,0
3282,6,18,0,18,1,-1.0,0
3283,4,22,1,21,0,1.0,0
3284,4,21,0,18,2,-1.0,0
3285,J,19,0,20,1,-1.0,0
3286,10,24,1,20,2,-1.0,0
3287,10,20,0,14,0,-1.0,1
3288,A,19,0,17,2,-1.0,0
3289,2,17,0,13,3,-1.0,0
3290,4,19,0,7,2,-1.0,0
3291,9,21,0,12,1,-1.0,0
3292,9,19,0,19,1,1.0,1
3293,4,17,0,19,1,-1.0,0
3294,7,21,0,13,2,-1.0,0
3295,9,17,0,19,2,-1.0,0
3296,7,17,0,12,3,-1.0,0
3297,9,21,0,15,2,-1.0,0
3298,9,19,0,9,2,-1.0,0
3299,K,21,0,20,0,-1.0,1
3300,2,21,0,12,1,-1.0,0
3301,K,21,0,13,0,-1.0,1
3302,2,25,1,17,3,-1.0,0
3303,8,18,0,20,1,-1.0,0
3304,6,19,0,21,0,1.0,0
3305,K,18,0,10,2,-1.0,0
3306,4,23,1,9,2,1.0,1
3307,8,18,0,13,2,-1.0,0
3308,9,19,0,10,1,1.0,1
3309,2,18,0,5,2,-1.0,0
3310,6,21,0,19,1,-1.0,0
3311,6,21,0,15,1,-1.0,0
3312,3,20,0,15,1,-1.0,0
3313,4,24,1,14,2,1.0,1
3314,K,21,0,12,4,-1.0,0
3315,7,17,0,16,4,1.0,1
3316,3,22,1,13,2,-1.0,0
3317,Q,20,0,13,0,-1.0,1
3318,7,22,1,18,1,1.0,1
3319,4,19,0,18,1,-1.0,0
3320,4,20,0,13,4,-1.0,0
3321,7,17,0,14,1,-1.0,0
3322,10,20,0,18,1,-1.0,0
3323,Q,17,0,8,2,-1.0,0
3324,K,20,0,13,0,-1.0,1
3325,5,20,0,21,0,1.0,0
3326,J,26,1,11,2,-1.0,0
3327,2,20,0,20,1,-1.0,0
3328,10,19,0,20,1,-1.0,0
3329,3,19,0,13,2,1.0,1
3330,9,17,0,9,2,-1.0,0
3331,Q,18,0,21,0,1.0,0
3332,J,19,0,20,1,-1.0,0
3333,3,17,0,17,2,-1.0,0
3334,3,22,1,10,2,-1.0,0
3335,7,18,0,20,1,-1.0,0
3336,10,18,0,7,2,-1.0,0
3337,7,26,1,12,3,-1.0,0
3338,7,21,0,15,2,-1.0,0
3339,7,17,0,18,1,-1.0,0
3340,4,24,1,18,1,-1.0,0
3341,3,24,1,12,2,-1.0,0
3342,J,23,1,13,1,-1.0,0
3343,6,20,0,11,2,-1.0,0
3344,A,23,1,12,1,-1.0,0
3345,4,19,0,4,2,-1.0,0
3346,5,17,0,16,2,-1.0,0
3347,4,26,1,17,2,-1.0,0
3348,A,21,0,14,0,-1.0,1
3349,A,21,0,13,0,-1.0,1
3350,7,22,1,13,1,-1.0,0
3351,2,21,0,17,1,-1.0,0
3352,3,19,0,12,3,-1.0,0
3353,3,22,1,11,1,1.0,1
3354,8,26,1,12,1,-1.0,0
3355,6,23,1,11,4,-1.0,0
3356,7,21,0,18,1,-1.0,0
3357,2,22,1,19,1,-1.0,0
3358,3,22,1,16,1,-1.0,0
3359,J,20,0,11,2,1.0,1
3360,4,23,1,13,1,-1.0,0
3361,J,22,1,12,1,1.0,1
3362,6,17,0,18,2,-1.0,0
3363,10,21,0,14,0,-1.0,1
3364,6,23,1,20,1,1.0,1
3365,4,23,1,14,2,-1.0,0
3366,A,24,1,13,1,-1.0,0
3367,K,19,0,19,2,-1.0,0
3368,7,20,0,21,0,1.0,0
3369,6,26,1,15,1,-1.0,0
3370,Q,17,0,15,2,-1.0,0
3371,6,21,0,14,1,-1.0,0
3372,9,19,0,10,2,-1.0,0
3373,Q,21,0,19,1,-1.0,0
3374,2,22,1,17,1,1.0,1
3375,3,18,0,13,3,-1.0,0
3376,4,25,1,20,0,1.0,0
3377,8,23,1,16,3,-1.0,0
3378,K,21,0,19,0,-1.0,1
3379,2,18,0,12,2,-1.0,0
3380,8,19,0,20,1,-1.0,0
3381,A,17,0,14,2,-1.0,0
3382,3,23,1,21,0,1.0,0
3383,10,20,0,19,2,-1.0,0
3384,9,18,0,17,1,-1.0,0
3385,A,21,0,9,0,-1.0,1
3386,6,17,0,19,1,-1.0,0
3387,3,24,1,20,0,1.0,0
3388,4,22,1,13,4,-1.0,0
3389,J,19,0,14,1,-1.0,0
3390,A,18,0,13,3,-1.0,0
3391,K,20,0,14,0,-1.0,1
3392,8,21,0,20,1,-1.0,0
3393,2,22,1,7,3,-1.0,0
3394,2,20,0,17,1,-1.0,0
3395,Q,22,1,11,2,-1.0,0
3396,4,23,1,16,2,-1.0,0
3397,5,23,1,19,2,-1.0,0
3398,9,22,1,8,2,-1.0,0
3399,J,18,0,12,0,-1.0,1
3400,A,21,0,16,0,-1.0,1
3401,J,21,0,17,0,-1.0,1
3402,8,19,0,10,3,1.0,1
3403,4,20,0,8,2,-1.0,0
3404,K,17,0,8,2,-1.0,0
3405,9,19,0,14,3,-1.0,0
3406,K,17,0,15,1,-1.0,0
3407,4,21,0,12,1,-1.0,0
3408,4,25,1,13,1,-1.0,0
3409,7,24,1,5,3,-1.0,0
3410,A,21,0,6,0,-1.0,1
3411,8,21,0,14,2,-1.0,0
3412,7,19,0,12,1,1.0,1
3413,J,20,0,15,1,-1.0,0
3414,9,20,0,18,1,-1.0,0
3415,K,20,0,16,1,-1.0,0
3416,8,23,1,13,3,-1.0,0
3417,10,20,0,13,0,-1.0,1
3418,6,25,1,13,2,1.0,1
3419,7,20,0,20,1,-1.0,0
3420,4,22,1,14,1,-1.0,0
3421,9,19,0,13,2,-1.0,0
3422,J,19,0,14,2,-1.0,0
3423,Q,22,1,12,1,1.0,1
3424,8,21,0,12,2,-1.0,0
3425,2,20,0,11,2,-1.0,0
3426,3,18,0,16,1,-1.0,0
3427,5,24,1,18,1,1.0,1
3428,7,17,0,12,1,-1.0,0
3429,7,18,0,9,2,-1.0,0
3430,2,24,1,8,2,-1.0,0
3431,J,20,0,15,1,1.0,1
3432,2,18,0,12,1,-1.0,0
3433,7,18,0,20,1,-1.0,0
3434,3,21,0,14,3,-1.0,0
3435,Q,17,0,6,3,-1.0,0
3436,2,19,0,12,1,-1.0,0
3437,J,25,1,13,2,-1.0,0
3438,3,24,1,12,1,-1.0,0
3439,3,23,1,8,2,-1.0,0
3440,10,19,0,18,2,1.0,1
3441,A,20,0,12,3,-1.0,0
3442,8,18,0,20,1,-1.0,0
3443,A,18,0,16,1,-1.0,0
3444,A,17,0,9,3,-1.0,0
3445,2,23,1,12,2,-1.0,0
3446,10,21,0,16,0,-1.0,1
3447,10,21,0,12,0,-1.0,1
3448,10,20,0,20,1,-1.0,0
3449,10,22,1,8,2,-1.0,0
3450,7,19,0,19,1,-1.0,0
3451,K,21,0,10,3,-1.0,0
3452,10,17,0,12,2,-1.0,0
3453,4,24,1,10,2,-1.0,0
3454,2,24,1,20,1,-1.0,0
3455,7,17,0,15,4,1.0,1
3456,8,22,1,20,1,-1.0,0
3457,4,21,0,21,0,0.0,0
3458,Q,20,0,21,0,1.0,0
3459,J,18,0,13,2,-1.0,0
3460,A,21,0,13,0,-1.0,1
3461,7,18,0,12,0,-1.0,1
3462,Q,20,0,21,0,1.0,0
3463,6,22,1,13,3,-1.0,0
3464,9,18,0,15,2,-1.0,0
3465,6,19,0,11,2,-1.0,0
3466,5,23,1,11,1,1.0,1
3467,J,17,0,21,0,1.0,0
3468,6,20,0,11,2,-1.0,0
3469,K,22,1,19,1,-1.0,0
3470,9,18,0,20,1,-1.0,0
3471,5,18,0,18,1,-1.0,0
3472,10,20,0,14,0,-1.0,1
3473,9,19,0,19,1,-1.0,0
3474,3,17,0,13,2,-1.0,0
3475,9,19,0,12,0,-1.0,1
3476,8,21,0,14,1,0.0,1
3477,A,21,0,13,0,-1.0,1
3478,Q,20,0,7,3,-1.0,0
3479,2,17,0,20,1,-1.0,0
3480,3,17,0,9,3,-1.0,0
3481,9,23,1,14,1,-1.0,0
3482,9,23,1,19,1,-1.0,0
3483,K,21,0,14,0,-1.0,1
3484,3,20,0,21,0,1.0,0
3485,7,25,1,14,3,1.0,1
3486,3,20,0,12,3,-1.0,0
3487,A,20,0,18,2,-1.0,0
3488,4,22,1,20,1,-1.0,0
3489,K,20,0,12,0,-1.0,1
3490,3,26,1,14,1,-1.0,0
3491,3,25,1,14,2,-1.0,0
3492,10,25,1,4,3,-1.0,0
3493,4,21,0,9,3,-1.0,0
3494,6,17,0,20,1,-1.0,0
3495,9,18,0,14,2,-1.0,0
3496,9,22,1,15,1,-1.0,0
3497,5,26,1,20,0,1.0,0
3498,2,26,1,19,1,1.0,1
3499,J,19,0,15,1,1.0,1
3500,4,19,0,18,1,-1.0,0
3501,9,20,0,15,1,-1.0,0
3502,2,18,0,20,0,1.0,0
3503,7,22,1,13,3,-1.0,0
3504,A,18,0,14,2,-1.0,0
3505,4,18,0,20,1,1.0,1
3506,9,17,0,16,1,-1.0,0
3507,A,17,0,9,3,-1.0,0
3508,2,24,1,20,1,1.0,1
3509,K,20,0,15,1,-1.0,0
3510,5,25,1,21,0,1.0,0
3511,A,20,0,18,1,-1.0,0
3512,Q,19,0,15,2,-1.0,0
3513,K,22,1,17,1,1.0,1
3514,9,17,0,15,2,-1.0,0
3515,3,17,0,18,1,-1.0,0
3516,7,26,1,14,2,-1.0,0
3517,3,18,0,11,1,1.0,1
3518,4,19,0,19,1,-1.0,0
3519,A,18,0,12,0,-1.0,1
3520,6,17,0,14,1,-1.0,0
3521,4,17,0,8,2,-1.0,0
3522,2,21,0,6,2,-1.0,0
3523,8,18,0,18,2,-1.0,0
3524,K,20,0,8,1,-1.0,0
3525,5,17,0,17,1,-1.0,0
3526,3,19,0,17,1,-1.0,0
3527,Q,20,0,19,1,-1.0,0
3528,K,21,0,19,0,-1.0,1
3529,7,22,1,13,3,-1.0,0
3530,9,18,0,10,2,1.0,1
3531,8,19,0,21,0,1.0,0
3532,Q,21,0,16,0,-1.0,1
3533,6,17,0,13,2,-1.0,0
3534,Q,23,1,13,2,-1.0,0
3535,9,17,0,14,1,-1.0,0
3536,8,18,0,15,1,-1.0,0
3537,Q,21,0,14,0,-1.0,1
3538,10,20,0,20,1,-1.0,0
3539,3,19,0,20,0,1.0,0
3540,10,21,0,9,0,-1.0,1
3541,J,20,0,6,2,-1.0,0
3542,J,26,1,17,1,-1.0,0
3543,5,24,1,18,2,-1.0,0
3544,7,23,1,21,0,1.0,0
3545,10,21,0,18,1,0.0,1
3546,6,21,0,19,1,-1.0,0
3547,4,20,0,21,0,1.0,0
3548,9,19,0,20,1,-1.0,0
3549,J,21,0,13,2,-1.0,0
3550,7,17,0,14,2,-1.0,0
3551,10,20,0,9,2,1.0,1
3552,4,23,1,17,1,-1.0,0
3553,5,22,1,18,1,-1.0,0
