,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome,,Epoc Number,20,30,40,50,200
62218,3,25,1,13,2,-1,0,,,,,,,
62219,8,19,0,13,1,1,1,,,,,,,
62220,9,26,1,6,3,-1,0,,,,,,,
62221,3,24,1,17,1,-1,0,,,,,,,
62222,9,19,0,12,0,-1,1,,,,,,,
62223,10,20,0,19,0,-1,1,,,,,,,
62224,8,18,0,16,0,-1,1,,,,,,,
62225,K,19,0,14,0,-1,1,,,,,,,
62226,9,17,0,20,2,-1,0,,,,,,,
62227,10,19,0,14,0,-1,1,,,,,,,
62228,10,18,0,18,2,-1,0,,,,,,,
62229,7,18,0,13,0,-1,1,,,,,,,
62230,6,23,1,7,1,1,1,,,,,,,
62231,5,21,0,13,0,-1,1,,,,,,,
62232,K,19,0,19,1,-1,0,,,,,,,
62233,6,19,0,20,0,1,0,,,,,,,
62234,4,23,1,19,1,-1,0,,,,,,,
62235,8,18,0,11,2,-1,0,,,,,,,
62236,9,17,0,11,1,1,1,,,,,,,
62237,2,19,0,18,0,-1,1,,,,,,,
62238,6,25,1,12,0,1,0,,,,,,,
62239,3,24,1,12,2,-1,0,,,,,,,
62240,A,18,0,15,0,-1,1,,,,,,,
62241,J,17,0,21,0,1,0,,,,,,,
62242,J,22,1,11,2,-1,0,,,,,,,
62243,A,19,0,20,1,-1,0,,,,,,,
62244,K,22,1,4,3,-1,0,,,,,,,
62245,3,17,0,14,2,-1,0,,,,,,,
62246,5,24,1,9,3,-1,0,,,,,,,
62247,A,25,1,16,1,-1,0,,,,,,,
62248,6,20,0,8,2,-1,0,,,,,,,
62249,4,23,1,12,2,-1,0,,,,,,,
62250,7,20,0,20,1,-1,0,,,,,,,
62251,3,21,0,17,1,-1,0,,,,,,,
62252,K,17,0,17,1,-1,0,,,,,,,
62253,A,17,0,13,0,-1,1,,,,,,,
62254,8,25,1,20,1,1,1,,,,,,,
62255,K,19,0,16,0,-1,1,,,,,,,
62256,J,19,0,7,1,-1,0,,,,,,,
62257,8,23,1,20,1,-1,0,,,,,,,
62258,Q,21,0,13,0,-1,1,,,,,,,
62259,2,24,1,12,1,-1,0,,,,,,,
62260,5,25,1,17,1,-1,0,,,,,,,
62261,J,18,0,21,0,1,0,,,,,,,
62262,4,19,0,12,1,-1,0,,,,,,,
62263,4,21,0,16,1,-1,0,,,,,,,
62264,A,18,0,5,1,-1,0,,,,,,,
62265,3,17,0,13,1,1,1,,,,,,,
62266,6,26,1,17,1,-1,0,,,,,,,
62267,K,22,1,20,1,-1,0,,,,,,,
62268,8,25,1,10,2,-1,0,,,,,,,
62269,2,20,0,15,1,-1,0,,,,,,,
62270,4,19,0,14,1,-1,0,,,,,,,
62271,10,21,0,10,0,-1,1,,,,,,,
62272,10,20,0,14,0,-1,1,,,,,,,
62273,7,17,0,17,2,-1,0,,,,,,,
62274,5,24,1,15,1,-1,0,,,,,,,
62275,10,19,0,15,0,-1,1,,,,,,,
62276,2,20,0,19,1,-1,0,,,,,,,
62277,K,20,0,11,1,1,1,,,,,,,
62278,Q,19,0,14,0,-1,1,,,,,,,
62279,A,21,0,14,0,-1,1,,,,,,,
62280,7,23,1,12,0,1,0,,,,,,,
62281,10,23,1,15,3,1,1,,,,,,,
62282,9,19,0,10,1,-1,0,,,,,,,
62283,Q,21,0,10,3,-1,0,,,,,,,
62284,8,18,0,19,1,-1,0,,,,,,,
62285,J,18,0,15,3,-1,0,,,,,,,
62286,2,21,0,10,1,-1,0,,,,,,,
62287,7,17,0,17,1,-1,0,,,,,,,
62288,6,26,1,13,0,1,0,,,,,,,
62289,9,18,0,8,1,1,1,,,,,,,
62290,3,17,0,12,3,1,1,,,,,,,
62291,2,21,0,21,0,0,0,,,,,,,
62292,Q,20,0,18,0,-1,1,,,,,,,
62293,K,21,0,16,0,-1,1,,,,,,,
62294,7,20,0,8,2,-1,0,,,,,,,
62295,9,24,1,21,0,1,0,,,,,,,
62296,4,17,0,18,0,1,0,,,,,,,
62297,Q,18,0,11,1,1,1,,,,,,,
62298,A,17,0,7,1,-1,0,,,,,,,
62299,2,20,0,9,3,-1,0,,,,,,,
62300,8,17,0,18,1,-1,0,,,,,,,
62301,K,19,0,13,0,-1,1,,,,,,,
62302,2,17,0,13,2,1,1,,,,,,,
62303,7,17,0,18,1,1,1,,,,,,,
62304,J,19,0,13,0,-1,1,,,,,,,
62305,8,18,0,14,3,-1,0,,,,,,,
62306,5,17,0,21,0,1,0,,,,,,,
62307,9,19,0,13,1,-1,0,,,,,,,
62308,8,17,0,12,0,-1,1,,,,,,,
62309,2,23,1,16,1,-1,0,,,,,,,
62310,2,18,0,10,2,-1,0,,,,,,,
62311,4,24,1,17,1,-1,0,,,,,,,
62312,6,26,1,7,2,-1,0,,,,,,,
62313,7,18,0,14,3,1,1,,,,,,,
62314,Q,17,0,16,2,-1,0,,,,,,,
62315,K,20,0,7,1,-1,0,,,,,,,
62316,K,22,1,12,0,1,0,,,,,,,
62317,7,24,1,10,1,1,1,,,,,,,
62318,4,23,1,17,1,-1,0,,,,,,,
62319,Q,18,0,12,0,-1,1,,,,,,,
62320,4,20,0,16,2,-1,0,,,,,,,
62321,K,22,1,20,1,-1,0,,,,,,,
62322,5,17,0,8,2,-1,0,,,,,,,
62323,9,19,0,17,0,-1,1,,,,,,,
62324,A,17,0,5,1,1,1,,,,,,,
62325,4,18,0,17,0,-1,1,,,,,,,
62326,J,18,0,8,1,-1,0,,,,,,,
62327,3,19,0,11,1,1,1,,,,,,,
62328,7,22,1,20,1,-1,0,,,,,,,
62329,K,17,0,11,3,-1,0,,,,,,,
62330,2,19,0,16,1,-1,0,,,,,,,
62331,A,19,0,9,3,-1,0,,,,,,,
62332,2,25,1,17,0,1,0,,,,,,,
62333,2,20,0,11,2,-1,0,,,,,,,
62334,A,21,0,9,0,-1,1,,,,,,,
62335,K,20,0,19,0,-1,1,,,,,,,
62336,8,21,0,19,1,-1,0,,,,,,,
62337,5,24,1,14,1,1,1,,,,,,,
62338,4,17,0,12,0,-1,1,,,,,,,
62339,6,26,1,13,1,-1,0,,,,,,,
62340,7,17,0,15,0,-1,1,,,,,,,
62341,Q,21,0,16,0,-1,1,,,,,,,
62342,6,23,1,19,1,-1,0,,,,,,,
62343,7,17,0,13,0,-1,1,,,,,,,
62344,10,21,0,18,0,-1,1,,,,,,,
62345,4,17,0,21,0,1,0,,,,,,,
62346,5,24,1,21,0,1,0,,,,,,,
62347,K,20,0,18,1,-1,0,,,,,,,
62348,2,22,1,12,2,-1,0,,,,,,,
62349,A,19,0,10,2,-1,0,,,,,,,
62350,7,21,0,14,2,-1,0,,,,,,,
62351,8,22,1,12,0,1,0,,,,,,,
62352,3,24,1,9,3,-1,0,,,,,,,
62353,10,25,1,16,2,-1,0,,,,,,,
62354,K,21,0,13,0,-1,1,,,,,,,
62355,8,21,0,5,2,-1,0,,,,,,,
62356,4,17,0,15,1,-1,0,,,,,,,
62357,10,18,0,17,1,-1,0,,,,,,,
62358,7,21,0,18,1,-1,0,,,,,,,
62359,2,23,1,20,0,1,0,,,,,,,
62360,10,24,1,12,0,1,0,,,,,,,
62361,9,22,1,17,2,-1,0,,,,,,,
62362,4,17,0,15,1,1,1,,,,,,,
62363,6,19,0,12,0,-1,1,,,,,,,
62364,2,18,0,13,1,-1,0,,,,,,,
62365,10,20,0,18,0,-1,1,,,,,,,
62366,Q,18,0,20,1,-1,0,,,,,,,
62367,9,26,1,16,2,-1,0,,,,,,,
62368,8,18,0,20,2,-1,0,,,,,,,
62369,9,17,0,12,3,-1,0,,,,,,,
62370,K,21,0,12,0,-1,1,,,,,,,
62371,K,18,0,13,0,-1,1,,,,,,,
62372,J,17,0,20,1,-1,0,,,,,,,
62373,7,17,0,10,2,-1,0,,,,,,,
62374,7,18,0,16,0,-1,1,,,,,,,
62375,4,20,0,12,1,1,1,,,,,,,
62376,7,20,0,11,3,-1,0,,,,,,,
62377,J,25,1,18,1,1,1,,,,,,,
62378,10,18,0,11,1,1,1,,,,,,,
62379,4,19,0,18,1,1,1,,,,,,,
62380,10,23,1,16,1,1,1,,,,,,,
62381,10,19,0,14,1,-1,0,,,,,,,
62382,K,24,1,21,0,1,0,,,,,,,
62383,4,18,0,12,1,-1,0,,,,,,,
62384,2,26,1,11,1,1,1,,,,,,,
62385,4,19,0,15,1,-1,0,,,,,,,
62386,K,20,0,12,0,-1,1,,,,,,,
62387,4,17,0,12,1,1,1,,,,,,,
62388,9,19,0,14,0,-1,1,,,,,,,
62389,4,20,0,17,1,-1,0,,,,,,,
62390,3,24,1,21,0,1,0,,,,,,,
62391,9,17,0,12,0,-1,1,,,,,,,
62392,10,20,0,20,1,-1,0,,,,,,,
62393,3,17,0,8,3,-1,0,,,,,,,
62394,5,17,0,13,1,-1,0,,,,,,,
62395,3,19,0,14,1,-1,0,,,,,,,
62396,10,20,0,14,0,-1,1,,,,,,,
62397,4,24,1,20,1,1,1,,,,,,,
62398,Q,19,0,17,2,-1,0,,,,,,,
62399,K,20,0,18,0,-1,1,,,,,,,
62400,10,17,0,19,3,-1,0,,,,,,,
62401,2,19,0,18,0,-1,1,,,,,,,
62402,2,20,0,15,1,-1,0,,,,,,,
62403,6,17,0,18,1,-1,0,,,,,,,
62404,Q,17,0,13,0,-1,1,,,,,,,
62405,6,17,0,12,4,1,1,,,,,,,
62406,9,18,0,20,1,-1,0,,,,,,,
62407,K,24,1,15,2,-1,0,,,,,,,
62408,9,19,0,21,0,1,0,,,,,,,
62409,9,19,0,20,1,-1,0,,,,,,,
62410,4,23,1,17,1,1,1,,,,,,,
62411,4,19,0,19,3,-1,0,,,,,,,
62412,6,22,1,20,1,-1,0,,,,,,,
62413,A,21,0,18,0,-1,1,,,,,,,
62414,2,21,0,14,1,-1,0,,,,,,,
62415,K,18,0,16,0,-1,1,,,,,,,
62416,10,22,1,18,1,-1,0,,,,,,,
62417,4,20,0,18,1,1,1,,,,,,,
62418,7,18,0,14,0,-1,1,,,,,,,
62419,J,17,0,15,0,-1,1,,,,,,,
62420,4,21,0,17,1,-1,0,,,,,,,
62421,K,21,0,13,2,-1,0,,,,,,,
62422,4,22,1,9,3,-1,0,,,,,,,
62423,7,19,0,15,1,-1,0,,,,,,,
62424,8,17,0,16,1,-1,0,,,,,,,
62425,3,21,0,20,0,-1,1,,,,,,,
62426,4,21,0,9,3,-1,0,,,,,,,
62427,4,17,0,21,0,1,0,,,,,,,
62428,7,17,0,10,1,-1,0,,,,,,,
62429,A,21,0,10,0,-1,1,,,,,,,
62430,3,21,0,11,2,-1,0,,,,,,,
62431,6,20,0,19,1,-1,0,,,,,,,
62432,4,19,0,9,2,-1,0,,,,,,,
62433,8,25,1,15,1,-1,0,,,,,,,
62434,3,19,0,18,2,-1,0,,,,,,,
62435,8,22,1,9,3,-1,0,,,,,,,
62436,10,20,0,17,0,-1,1,,,,,,,
62437,4,24,1,8,3,-1,0,,,,,,,
62438,2,19,0,17,2,-1,0,,,,,,,
62439,10,18,0,13,1,-1,0,,,,,,,
62440,4,19,0,21,0,1,0,,,,,,,
62441,9,19,0,20,1,-1,0,,,,,,,
62442,7,26,1,4,2,-1,0,,,,,,,
62443,3,23,1,12,2,-1,0,,,,,,,
62444,9,17,0,19,1,-1,0,,,,,,,
62445,7,17,0,18,1,-1,0,,,,,,,
62446,2,18,0,16,1,-1,0,,,,,,,
62447,A,21,0,19,0,-1,1,,,,,,,
62448,J,24,1,16,1,-1,0,,,,,,,
62449,7,17,0,16,2,-1,0,,,,,,,
62450,Q,26,1,19,2,-1,0,,,,,,,
62451,2,21,0,9,1,-1,0,,,,,,,
62452,6,21,0,13,3,-1,0,,,,,,,
62453,10,22,1,16,2,-1,0,,,,,,,
62454,7,21,0,16,1,-1,0,,,,,,,
62455,3,24,1,13,2,-1,0,,,,,,,
62456,A,21,0,10,0,-1,1,,,,,,,
62457,7,17,0,10,2,-1,0,,,,,,,
62458,3,25,1,17,0,1,0,,,,,,,
62459,Q,20,0,18,2,-1,0,,,,,,,
62460,6,19,0,19,1,1,1,,,,,,,
62461,2,19,0,17,1,-1,0,,,,,,,
62462,A,18,0,15,0,-1,1,,,,,,,
62463,2,20,0,14,2,1,1,,,,,,,
62464,2,22,1,20,0,1,0,,,,,,,
62465,4,22,1,15,2,1,1,,,,,,,
62466,9,21,0,13,1,-1,0,,,,,,,
62467,5,17,0,13,1,-1,0,,,,,,,
62468,K,17,0,12,0,-1,1,,,,,,,
62469,8,24,1,15,1,1,1,,,,,,,
62470,K,18,0,8,2,-1,0,,,,,,,
62471,3,21,0,8,4,-1,0,,,,,,,
62472,9,17,0,19,1,-1,0,,,,,,,
62473,A,21,0,10,0,-1,1,,,,,,,
62474,3,17,0,10,1,1,1,,,,,,,
62475,10,20,0,20,1,1,1,,,,,,,
62476,J,18,0,19,1,-1,0,,,,,,,
62477,8,18,0,16,0,-1,1,,,,,,,
62478,2,19,0,9,1,0,1,,,,,,,
62479,Q,20,0,18,0,-1,1,,,,,,,
62480,9,19,0,8,2,-1,0,,,,,,,
62481,5,17,0,14,2,-1,0,,,,,,,
62482,Q,17,0,20,1,1,1,,,,,,,
62483,A,21,0,12,0,-1,1,,,,,,,
62484,5,19,0,17,0,-1,1,,,,,,,
62485,A,21,0,18,0,-1,1,,,,,,,
62486,4,22,1,12,1,-1,0,,,,,,,
62487,J,22,1,12,2,1,1,,,,,,,
62488,3,17,0,14,1,-1,0,,,,,,,
62489,K,20,0,19,0,-1,1,,,,,,,
62490,Q,18,0,18,1,-1,0,,,,,,,
62491,4,18,0,14,2,-1,0,,,,,,,
62492,8,25,1,16,1,-1,0,,,,,,,
62493,Q,17,0,5,1,-1,0,,,,,,,
62494,7,17,0,13,0,-1,1,,,,,,,
62495,A,21,0,16,1,-1,0,,,,,,,
62496,2,17,0,15,1,-1,0,,,,,,,
62497,2,22,1,17,1,-1,0,,,,,,,
62498,A,20,0,13,2,-1,0,,,,,,,
62499,10,20,0,16,0,-1,1,,,,,,,
62500,Q,17,0,13,0,-1,1,,,,,,,
62501,10,20,0,20,1,-1,0,,,,,,,
62502,2,19,0,14,2,1,1,,,,,,,
62503,5,23,1,15,1,-1,0,,,,,,,
62504,J,18,0,18,1,-1,0,,,,,,,
62505,J,21,0,20,0,-1,1,,,,,,,
62506,K,25,1,4,1,1,1,,,,,,,
62507,8,19,0,12,2,-1,0,,,,,,,
62508,A,19,0,16,0,-1,1,,,,,,,
62509,4,20,0,13,0,-1,1,,,,,,,
62510,5,25,1,11,2,-1,0,,,,,,,
62511,5,25,1,8,4,-1,0,,,,,,,
62512,5,18,0,21,0,1,0,,,,,,,
62513,8,25,1,16,1,-1,0,,,,,,,
62514,6,17,0,10,2,-1,0,,,,,,,
62515,2,25,1,11,1,1,1,,,,,,,
62516,7,18,0,14,0,-1,1,,,,,,,
62517,6,21,0,11,2,0,1,,,,,,,
62518,9,20,0,21,0,1,0,,,,,,,
62519,2,17,0,21,0,1,0,,,,,,,
62520,Q,17,0,12,0,-1,1,,,,,,,
62521,4,20,0,16,2,-1,0,,,,,,,
62522,3,23,1,19,1,-1,0,,,,,,,
62523,6,21,0,12,1,0,1,,,,,,,
62524,6,18,0,18,1,-1,0,,,,,,,
62525,A,18,0,21,0,1,0,,,,,,,
62526,7,21,0,13,0,-1,1,,,,,,,
62527,K,20,0,21,0,1,0,,,,,,,
62528,10,24,1,18,2,1,1,,,,,,,
62529,Q,26,1,13,0,1,0,,,,,,,
62530,2,18,0,12,1,1,1,,,,,,,
62531,9,22,1,20,1,-1,0,,,,,,,
62532,2,22,1,11,2,-1,0,,,,,,,
62533,6,26,1,6,2,-1,0,,,,,,,
62534,8,23,1,14,1,-1,0,,,,,,,
62535,7,17,0,13,0,-1,1,,,,,,,
62536,Q,20,0,17,0,-1,1,,,,,,,
62537,10,17,0,12,0,-1,1,,,,,,,
62538,5,20,0,5,2,1,1,,,,,,,
62539,9,24,1,19,1,1,1,,,,,,,
62540,9,18,0,17,1,-1,0,,,,,,,
62541,5,23,1,18,1,1,1,,,,,,,
62542,2,20,0,14,1,-1,0,,,,,,,
62543,A,26,1,20,1,-1,0,,,,,,,
62544,6,19,0,13,1,1,1,,,,,,,
62545,A,20,0,15,4,-1,0,,,,,,,
62546,10,20,0,7,1,-1,0,,,,,,,
62547,10,19,0,12,0,-1,1,,,,,,,
62548,8,26,1,19,1,-1,0,,,,,,,
62549,3,18,0,11,1,1,1,,,,,,,
62550,K,20,0,14,0,-1,1,,,,,,,
62551,9,18,0,14,3,-1,0,,,,,,,
62552,5,26,1,17,2,-1,0,,,,,,,
62553,J,19,0,18,2,-1,0,,,,,,,
62554,6,19,0,17,1,1,1,,,,,,,
62555,K,21,0,12,3,-1,0,,,,,,,
62556,3,22,1,7,2,1,1,,,,,,,
62557,10,26,1,12,0,1,0,,,,,,,
62558,6,18,0,18,2,-1,0,,,,,,,
62559,9,20,0,15,0,-1,1,,,,,,,
62560,4,18,0,12,2,-1,0,,,,,,,
62561,2,20,0,14,2,-1,0,,,,,,,
62562,8,18,0,13,0,-1,1,,,,,,,
62563,7,17,0,11,3,-1,0,,,,,,,
62564,7,25,1,8,2,-1,0,,,,,,,
62565,Q,17,0,9,4,-1,0,,,,,,,
62566,9,19,0,12,0,-1,1,,,,,,,
62567,8,17,0,13,2,-1,0,,,,,,,
62568,J,21,0,14,1,-1,0,,,,,,,
62569,Q,18,0,19,1,-1,0,,,,,,,
62570,K,20,0,14,0,-1,1,,,,,,,
62571,8,18,0,12,2,-1,0,,,,,,,
62572,6,26,1,7,2,-1,0,,,,,,,
62573,5,24,1,16,1,1,1,,,,,,,
62574,3,18,0,14,1,-1,0,,,,,,,
62575,8,18,0,12,0,-1,1,,,,,,,
62576,5,17,0,13,1,1,1,,,,,,,
62577,K,17,0,19,1,-1,0,,,,,,,
62578,K,20,0,16,0,-1,1,,,,,,,
62579,10,20,0,21,0,1,0,,,,,,,
62580,A,22,1,17,3,-1,0,,,,,,,
62581,K,18,0,17,1,-1,0,,,,,,,
62582,9,25,1,14,1,-1,0,,,,,,,
62583,10,20,0,14,0,-1,1,,,,,,,
62584,J,17,0,17,2,1,1,,,,,,,
62585,6,17,0,21,0,1,0,,,,,,,
62586,8,23,1,17,1,1,1,,,,,,,
62587,2,18,0,16,1,-1,0,,,,,,,
62588,K,23,1,17,2,-1,0,,,,,,,
62589,4,20,0,12,2,-1,0,,,,,,,
62590,5,24,1,16,1,-1,0,,,,,,,
62591,5,19,0,16,1,-1,0,,,,,,,
62592,J,21,0,16,0,-1,1,,,,,,,
62593,J,19,0,13,0,-1,1,,,,,,,
62594,9,17,0,16,2,-1,0,,,,,,,
62595,6,25,1,6,1,1,1,,,,,,,
62596,2,25,1,13,1,1,1,,,,,,,
62597,A,19,0,16,0,-1,1,,,,,,,
62598,5,19,0,19,1,-1,0,,,,,,,
62599,J,19,0,10,2,-1,0,,,,,,,
62600,10,20,0,12,0,-1,1,,,,,,,
62601,7,18,0,20,1,-1,0,,,,,,,
62602,6,19,0,18,1,-1,0,,,,,,,
62603,A,17,0,13,0,-1,1,,,,,,,
62604,Q,20,0,16,0,-1,1,,,,,,,
62605,K,20,0,13,0,-1,1,,,,,,,
62606,5,20,0,20,1,-1,0,,,,,,,
62607,3,19,0,14,1,1,1,,,,,,,
62608,5,17,0,5,1,1,1,,,,,,,
62609,4,18,0,21,0,1,0,,,,,,,
62610,7,19,0,15,1,-1,0,,,,,,,
62611,9,19,0,15,0,-1,1,,,,,,,
62612,5,25,1,18,1,-1,0,,,,,,,
62613,A,21,0,17,0,-1,1,,,,,,,
62614,J,21,0,10,0,-1,1,,,,,,,
62615,5,26,1,13,1,-1,0,,,,,,,
62616,Q,20,0,19,1,-1,0,,,,,,,
62617,4,18,0,15,1,0,1,,,,,,,
62618,A,18,0,18,1,-1,0,,,,,,,
62619,Q,21,0,15,0,-1,1,,,,,,,
62620,5,17,0,12,1,1,1,,,,,,,
62621,Q,18,0,11,2,-1,0,,,,,,,
62622,K,20,0,9,1,-1,0,,,,,,,
62623,6,22,1,20,1,-1,0,,,,,,,
62624,3,19,0,13,1,-1,0,,,,,,,
62625,10,23,1,21,0,1,0,,,,,,,
62626,A,17,0,5,2,-1,0,,,,,,,
62627,J,20,0,14,0,-1,1,,,,,,,
62628,J,23,1,15,1,-1,0,,,,,,,
62629,K,19,0,17,0,-1,1,,,,,,,
62630,J,20,0,13,3,-1,0,,,,,,,
62631,7,22,1,13,1,-1,0,,,,,,,
62632,4,18,0,13,2,-1,0,,,,,,,
62633,2,20,0,13,1,-1,0,,,,,,,
62634,10,20,0,15,1,-1,0,,,,,,,
62635,9,17,0,16,2,-1,0,,,,,,,
62636,9,17,0,13,0,-1,1,,,,,,,
62637,2,18,0,20,1,-1,0,,,,,,,
62638,Q,26,1,9,2,-1,0,,,,,,,
62639,3,23,1,10,2,-1,0,,,,,,,
62640,K,21,0,21,0,0,0,,,,,,,
62641,Q,20,0,20,1,-1,0,,,,,,,
62642,4,22,1,14,2,1,1,,,,,,,
62643,6,24,1,14,2,-1,0,,,,,,,
62644,J,20,0,15,0,-1,1,,,,,,,
62645,9,19,0,16,0,-1,1,,,,,,,
62646,A,21,0,19,0,-1,1,,,,,,,
62647,K,20,0,11,1,1,1,,,,,,,
62648,5,24,1,18,1,-1,0,,,,,,,
62649,8,18,0,13,0,-1,1,,,,,,,
62650,K,18,0,14,0,-1,1,,,,,,,
62651,6,20,0,15,2,-1,0,,,,,,,
62652,Q,18,0,14,0,-1,1,,,,,,,
62653,9,19,0,16,0,-1,1,,,,,,,
62654,7,22,1,17,1,-1,0,,,,,,,
62655,K,17,0,20,1,-1,0,,,,,,,
62656,9,18,0,8,2,-1,0,,,,,,,
62657,J,24,1,12,0,1,0,,,,,,,
62658,8,18,0,16,0,-1,1,,,,,,,
62659,6,26,1,19,2,-1,0,,,,,,,
62660,8,18,0,18,1,-1,0,,,,,,,
62661,2,23,1,20,1,-1,0,,,,,,,
62662,3,21,0,13,1,0,1,,,,,,,
62663,3,18,0,16,0,-1,1,,,,,,,
62664,A,19,0,16,2,-1,0,,,,,,,
62665,7,22,1,13,2,-1,0,,,,,,,
62666,3,19,0,14,1,1,1,,,,,,,
62667,J,25,1,16,1,1,1,,,,,,,
62668,Q,20,0,16,0,-1,1,,,,,,,
62669,9,23,1,16,3,-1,0,,,,,,,
62670,10,20,0,11,1,1,1,,,,,,,
62671,10,17,0,13,0,-1,1,,,,,,,
62672,K,22,1,19,1,-1,0,,,,,,,
62673,4,22,1,8,1,1,1,,,,,,,
62674,10,23,1,20,1,-1,0,,,,,,,
62675,7,17,0,18,1,-1,0,,,,,,,
62676,4,21,0,15,2,-1,0,,,,,,,
62677,7,25,1,16,1,-1,0,,,,,,,
62678,J,23,1,10,2,-1,0,,,,,,,
62679,A,19,0,19,2,-1,0,,,,,,,
62680,10,19,0,19,1,-1,0,,,,,,,
62681,9,26,1,12,0,1,0,,,,,,,
62682,A,18,0,16,3,-1,0,,,,,,,
62683,9,20,0,12,0,-1,1,,,,,,,
62684,6,17,0,17,1,-1,0,,,,,,,
62685,2,23,1,15,1,-1,0,,,,,,,
62686,8,18,0,10,2,-1,0,,,,,,,
62687,8,18,0,17,1,-1,0,,,,,,,
62688,7,18,0,12,0,-1,1,,,,,,,
62689,4,24,1,20,1,-1,0,,,,,,,
62690,9,19,0,14,0,-1,1,,,,,,,
62691,J,18,0,19,1,-1,0,,,,,,,
62692,7,17,0,15,0,-1,1,,,,,,,
62693,9,20,0,20,1,-1,0,,,,,,,
62694,9,26,1,11,1,1,1,,,,,,,
62695,J,19,0,14,0,-1,1,,,,,,,
62696,5,25,1,16,1,1,1,,,,,,,
62697,7,17,0,16,1,-1,0,,,,,,,
62698,9,25,1,8,3,-1,0,,,,,,,
62699,4,24,1,8,3,-1,0,,,,,,,
62700,2,23,1,11,2,-1,0,,,,,,,
62701,5,20,0,21,0,1,0,,,,,,,
62702,Q,25,1,17,1,-1,0,,,,,,,
62703,2,18,0,17,0,-1,1,,,,,,,
62704,K,17,0,13,1,-1,0,,,,,,,
62705,7,17,0,18,1,-1,0,,,,,,,
62706,10,20,0,9,1,-1,0,,,,,,,
62707,A,18,0,11,2,-1,0,,,,,,,
62708,Q,17,0,6,1,-1,0,,,,,,,
62709,5,20,0,11,2,-1,0,,,,,,,
62710,7,17,0,8,3,-1,0,,,,,,,
62711,A,18,0,11,2,-1,0,,,,,,,
62712,Q,17,0,20,1,-1,0,,,,,,,
62713,7,18,0,19,2,-1,0,,,,,,,
62714,5,18,0,13,3,-1,0,,,,,,,
62715,Q,20,0,17,0,-1,1,,,,,,,
62716,K,18,0,6,2,-1,0,,,,,,,
62717,Q,21,0,14,0,-1,1,,,,,,,
62718,9,20,0,14,1,-1,0,,,,,,,
62719,2,17,0,15,1,-1,0,,,,,,,
62720,J,20,0,10,2,1,1,,,,,,,
62721,7,17,0,20,1,-1,0,,,,,,,
62722,6,25,1,19,1,-1,0,,,,,,,
62723,10,17,0,17,1,-1,0,,,,,,,
62724,K,20,0,11,1,-1,0,,,,,,,
62725,9,19,0,10,1,-1,0,,,,,,,
62726,6,17,0,20,1,-1,0,,,,,,,
62727,J,24,1,14,0,1,0,,,,,,,
62728,3,24,1,13,2,-1,0,,,,,,,
62729,8,19,0,11,1,-1,0,,,,,,,
62730,10,20,0,18,1,-1,0,,,,,,,
62731,10,20,0,18,0,-1,1,,,,,,,
62732,2,20,0,19,0,-1,1,,,,,,,
62733,Q,19,0,17,1,-1,0,,,,,,,
62734,K,20,0,20,1,-1,0,,,,,,,
62735,8,18,0,15,0,-1,1,,,,,,,
62736,A,20,0,11,1,1,1,,,,,,,
62737,7,18,0,11,2,-1,0,,,,,,,
62738,8,18,0,13,0,-1,1,,,,,,,
62739,9,22,1,19,1,-1,0,,,,,,,
62740,K,22,1,11,2,-1,0,,,,,,,
62741,4,18,0,11,1,1,1,,,,,,,
62742,9,24,1,16,2,-1,0,,,,,,,
62743,5,18,0,19,1,-1,0,,,,,,,
62744,8,18,0,15,0,-1,1,,,,,,,
62745,9,19,0,13,0,-1,1,,,,,,,
62746,10,20,0,8,2,-1,0,,,,,,,
62747,8,18,0,12,0,-1,1,,,,,,,
62748,A,21,0,18,0,-1,1,,,,,,,
62749,9,18,0,13,2,1,1,,,,,,,
62750,J,19,0,12,0,-1,1,,,,,,,
62751,J,24,1,14,0,1,0,,,,,,,
62752,Q,23,1,17,1,1,1,,,,,,,
62753,9,18,0,16,2,-1,0,,,,,,,
62754,J,25,1,12,0,1,0,,,,,,,
62755,9,19,0,16,0,-1,1,,,,,,,
62756,A,18,0,15,0,-1,1,,,,,,,
62757,J,17,0,19,1,-1,0,,,,,,,
62758,4,17,0,8,2,-1,0,,,,,,,
62759,8,22,1,21,0,1,0,,,,,,,
62760,7,17,0,8,1,-1,0,,,,,,,
62761,5,20,0,9,3,-1,0,,,,,,,
62762,2,24,1,20,0,1,0,,,,,,,
62763,6,22,1,20,1,-1,0,,,,,,,
62764,A,19,0,17,1,-1,0,,,,,,,
62765,Q,25,1,19,1,-1,0,,,,,,,
62766,J,20,0,19,0,-1,1,,,,,,,
62767,J,18,0,12,0,-1,1,,,,,,,
62768,2,21,0,15,1,-1,0,,,,,,,
62769,A,20,0,12,0,-1,1,,,,,,,
62770,7,25,1,19,1,-1,0,,,,,,,
62771,3,17,0,20,0,1,0,,,,,,,
62772,4,20,0,13,1,1,1,,,,,,,
62773,6,17,0,12,0,-1,1,,,,,,,
62774,7,17,0,15,0,-1,1,,,,,,,
62775,3,21,0,13,1,-1,0,,,,,,,
62776,8,26,1,19,1,-1,0,,,,,,,
62777,10,25,1,19,1,-1,0,,,,,,,
62778,8,18,0,19,1,1,1,,,,,,,
