,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome,,Epoc Number,20,30,40,50,200
61656,Q,25,1,13,0,1,0,,,,,,,
61657,8,25,1,13,1,-1,0,,,,,,,
61658,2,22,1,16,0,1,0,,,,,,,
61659,J,19,0,20,1,-1,0,,,,,,,
61660,10,20,0,12,0,-1,1,,,,,,,
61661,4,23,1,8,2,-1,0,,,,,,,
61662,A,21,0,11,0,-1,1,,,,,,,
61663,6,25,1,20,1,-1,0,,,,,,,
61664,5,25,1,13,0,1,0,,,,,,,
61665,4,24,1,7,2,1,1,,,,,,,
61666,4,17,0,12,2,-1,0,,,,,,,
61667,10,18,0,18,1,-1,0,,,,,,,
61668,9,19,0,12,0,-1,1,,,,,,,
61669,A,21,0,16,0,-1,1,,,,,,,
61670,5,26,1,13,0,1,0,,,,,,,
61671,Q,20,0,12,0,-1,1,,,,,,,
61672,10,19,0,21,0,1,0,,,,,,,
61673,9,19,0,16,0,-1,1,,,,,,,
61674,2,24,1,18,1,-1,0,,,,,,,
61675,3,19,0,20,0,1,0,,,,,,,
61676,4,26,1,21,0,1,0,,,,,,,
61677,5,23,1,19,1,-1,0,,,,,,,
61678,J,21,0,17,0,-1,1,,,,,,,
61679,K,20,0,18,0,-1,1,,,,,,,
61680,5,24,1,19,1,-1,0,,,,,,,
61681,2,22,1,14,3,-1,0,,,,,,,
61682,6,21,0,20,0,-1,1,,,,,,,
61683,10,18,0,20,1,-1,0,,,,,,,
61684,J,19,0,21,0,1,0,,,,,,,
61685,4,18,0,16,1,1,1,,,,,,,
61686,J,22,1,13,1,1,1,,,,,,,
61687,J,20,0,17,0,-1,1,,,,,,,
61688,4,18,0,13,3,-1,0,,,,,,,
61689,3,21,0,17,0,-1,1,,,,,,,
61690,8,19,0,14,2,-1,0,,,,,,,
61691,8,17,0,13,0,-1,1,,,,,,,
61692,4,18,0,13,3,-1,0,,,,,,,
61693,K,19,0,12,0,-1,1,,,,,,,
61694,J,21,0,10,0,-1,1,,,,,,,
61695,10,24,1,16,2,1,1,,,,,,,
61696,9,25,1,9,2,-1,0,,,,,,,
61697,2,20,0,8,2,-1,0,,,,,,,
61698,Q,21,0,12,0,-1,1,,,,,,,
61699,3,20,0,13,1,-1,0,,,,,,,
61700,A,21,0,15,0,-1,1,,,,,,,
61701,J,24,1,20,1,-1,0,,,,,,,
61702,J,25,1,15,1,-1,0,,,,,,,
61703,3,18,0,21,0,1,0,,,,,,,
61704,6,23,1,16,2,-1,0,,,,,,,
61705,9,23,1,12,1,-1,0,,,,,,,
61706,8,17,0,7,2,-1,0,,,,,,,
61707,6,20,0,19,2,-1,0,,,,,,,
61708,9,23,1,6,2,-1,0,,,,,,,
61709,4,26,1,13,2,1,1,,,,,,,
61710,3,21,0,12,2,-1,0,,,,,,,
61711,K,23,1,17,1,-1,0,,,,,,,
61712,2,24,1,14,1,1,1,,,,,,,
61713,2,22,1,13,1,-1,0,,,,,,,
61714,3,18,0,13,1,1,1,,,,,,,
61715,4,22,1,17,1,-1,0,,,,,,,
61716,3,22,1,15,1,-1,0,,,,,,,
61717,6,18,0,14,1,-1,0,,,,,,,
61718,K,17,0,15,1,1,1,,,,,,,
61719,7,23,1,17,1,-1,0,,,,,,,
61720,7,17,0,17,1,-1,0,,,,,,,
61721,10,26,1,17,1,-1,0,,,,,,,
61722,8,24,1,15,2,-1,0,,,,,,,
61723,9,17,0,14,2,-1,0,,,,,,,
61724,6,24,1,12,0,1,0,,,,,,,
61725,10,20,0,8,1,-1,0,,,,,,,
61726,10,20,0,11,1,-1,0,,,,,,,
61727,4,21,0,8,2,-1,0,,,,,,,
61728,3,18,0,20,1,1,1,,,,,,,
61729,6,17,0,19,1,1,1,,,,,,,
61730,7,19,0,13,2,1,1,,,,,,,
61731,5,22,1,11,1,1,1,,,,,,,
61732,2,19,0,14,4,1,1,,,,,,,
61733,A,19,0,17,0,-1,1,,,,,,,
61734,6,23,1,11,1,1,1,,,,,,,
61735,9,20,0,13,0,-1,1,,,,,,,
61736,9,19,0,16,0,-1,1,,,,,,,
61737,10,17,0,4,2,-1,0,,,,,,,
61738,7,17,0,13,0,-1,1,,,,,,,
61739,9,17,0,9,2,-1,0,,,,,,,
61740,Q,20,0,6,1,-1,0,,,,,,,
61741,Q,19,0,13,0,-1,1,,,,,,,
61742,8,22,1,21,0,1,0,,,,,,,
61743,A,20,0,13,3,-1,0,,,,,,,
61744,K,20,0,16,0,-1,1,,,,,,,
61745,J,17,0,14,1,-1,0,,,,,,,
61746,K,20,0,8,2,-1,0,,,,,,,
61747,K,19,0,14,2,-1,0,,,,,,,
61748,10,17,0,14,0,-1,1,,,,,,,
61749,8,20,0,15,2,-1,0,,,,,,,
61750,9,22,1,18,1,-1,0,,,,,,,
61751,7,21,0,9,2,0,1,,,,,,,
61752,A,17,0,7,4,0,1,,,,,,,
61753,5,18,0,16,3,1,1,,,,,,,
61754,9,17,0,17,1,1,1,,,,,,,
61755,4,18,0,20,1,-1,0,,,,,,,
61756,6,21,0,10,1,-1,0,,,,,,,
61757,2,17,0,20,0,1,0,,,,,,,
61758,3,24,1,8,2,-1,0,,,,,,,
61759,5,21,0,11,2,-1,0,,,,,,,
61760,A,17,0,13,0,-1,1,,,,,,,
61761,3,19,0,9,3,-1,0,,,,,,,
61762,4,18,0,13,1,-1,0,,,,,,,
61763,6,26,1,12,0,1,0,,,,,,,
61764,A,18,0,8,1,-1,0,,,,,,,
61765,8,17,0,20,1,-1,0,,,,,,,
61766,2,19,0,12,1,-1,0,,,,,,,
61767,Q,20,0,20,1,-1,0,,,,,,,
61768,8,17,0,20,1,-1,0,,,,,,,
61769,J,17,0,13,0,-1,1,,,,,,,
61770,2,17,0,11,1,1,1,,,,,,,
61771,5,18,0,10,2,-1,0,,,,,,,
61772,J,20,0,17,0,-1,1,,,,,,,
61773,Q,20,0,11,1,-1,0,,,,,,,
61774,7,23,1,12,0,1,0,,,,,,,
61775,3,21,0,14,1,-1,0,,,,,,,
61776,2,19,0,13,1,-1,0,,,,,,,
61777,3,24,1,14,2,1,1,,,,,,,
61778,10,20,0,16,0,-1,1,,,,,,,
61779,10,17,0,18,2,-1,0,,,,,,,
61780,A,21,0,15,0,-1,1,,,,,,,
61781,7,17,0,17,1,-1,0,,,,,,,
61782,3,23,1,21,0,1,0,,,,,,,
61783,J,17,0,11,1,1,1,,,,,,,
61784,6,24,1,20,1,-1,0,,,,,,,
61785,5,20,0,15,1,1,1,,,,,,,
61786,8,22,1,20,1,-1,0,,,,,,,
61787,K,21,0,17,1,-1,0,,,,,,,
61788,K,21,0,15,0,-1,1,,,,,,,
61789,K,20,0,15,0,-1,1,,,,,,,
61790,K,20,0,17,0,-1,1,,,,,,,
61791,4,22,1,13,2,1,1,,,,,,,
61792,10,18,0,9,1,1,1,,,,,,,
61793,A,18,0,19,1,1,1,,,,,,,
61794,K,25,1,16,1,-1,0,,,,,,,
61795,2,20,0,21,0,1,0,,,,,,,
61796,5,17,0,20,1,-1,0,,,,,,,
61797,Q,20,0,9,1,-1,0,,,,,,,
61798,3,21,0,20,0,-1,1,,,,,,,
61799,10,23,1,19,3,-1,0,,,,,,,
61800,3,23,1,16,1,-1,0,,,,,,,
61801,8,21,0,11,1,0,1,,,,,,,
61802,K,17,0,21,0,1,0,,,,,,,
61803,J,23,1,11,2,-1,0,,,,,,,
61804,J,17,0,13,0,-1,1,,,,,,,
61805,4,20,0,13,1,1,1,,,,,,,
61806,7,22,1,20,1,-1,0,,,,,,,
61807,4,23,1,17,1,1,1,,,,,,,
61808,10,18,0,11,1,1,1,,,,,,,
61809,4,18,0,17,1,-1,0,,,,,,,
61810,6,25,1,19,1,1,1,,,,,,,
61811,J,25,1,12,0,1,0,,,,,,,
61812,J,20,0,13,0,-1,1,,,,,,,
61813,4,20,0,19,1,-1,0,,,,,,,
61814,Q,20,0,19,0,-1,1,,,,,,,
61815,J,22,1,16,1,-1,0,,,,,,,
61816,K,21,0,13,2,0,1,,,,,,,
61817,A,21,0,13,0,-1,1,,,,,,,
61818,7,17,0,19,2,1,1,,,,,,,
61819,K,20,0,13,0,-1,1,,,,,,,
61820,10,20,0,11,1,1,1,,,,,,,
61821,8,19,0,17,0,-1,1,,,,,,,
61822,8,26,1,10,2,-1,0,,,,,,,
61823,3,23,1,13,1,-1,0,,,,,,,
61824,5,22,1,13,1,-1,0,,,,,,,
61825,J,20,0,19,0,-1,1,,,,,,,
61826,J,19,0,17,1,-1,0,,,,,,,
61827,9,23,1,19,1,-1,0,,,,,,,
61828,3,26,1,12,3,-1,0,,,,,,,
61829,10,17,0,6,2,1,1,,,,,,,
61830,8,18,0,15,0,-1,1,,,,,,,
61831,7,22,1,21,0,1,0,,,,,,,
61832,10,20,0,18,0,-1,1,,,,,,,
61833,10,20,0,11,1,-1,0,,,,,,,
61834,6,17,0,15,1,-1,0,,,,,,,
61835,7,18,0,12,0,-1,1,,,,,,,
61836,6,17,0,14,1,-1,0,,,,,,,
61837,K,25,1,20,1,-1,0,,,,,,,
61838,K,20,0,15,0,-1,1,,,,,,,
61839,J,18,0,19,2,-1,0,,,,,,,
61840,9,19,0,15,0,-1,1,,,,,,,
61841,Q,21,0,12,4,-1,0,,,,,,,
61842,K,20,0,19,0,-1,1,,,,,,,
61843,J,23,1,8,2,-1,0,,,,,,,
61844,A,20,0,9,1,-1,0,,,,,,,
61845,Q,23,1,15,1,-1,0,,,,,,,
61846,3,26,1,20,1,-1,0,,,,,,,
61847,6,17,0,11,1,-1,0,,,,,,,
61848,10,17,0,15,0,-1,1,,,,,,,
61849,Q,20,0,21,0,1,0,,,,,,,
61850,10,17,0,10,2,-1,0,,,,,,,
61851,10,17,0,10,2,-1,0,,,,,,,
61852,Q,21,0,12,0,-1,1,,,,,,,
61853,5,25,1,14,2,-1,0,,,,,,,
61854,7,17,0,14,0,-1,1,,,,,,,
61855,5,19,0,21,0,1,0,,,,,,,
61856,4,21,0,14,1,-1,0,,,,,,,
61857,3,21,0,16,1,-1,0,,,,,,,
61858,Q,20,0,21,0,1,0,,,,,,,
61859,10,17,0,15,0,-1,1,,,,,,,
61860,9,18,0,12,2,-1,0,,,,,,,
61861,K,20,0,20,1,-1,0,,,,,,,
61862,9,26,1,12,1,-1,0,,,,,,,
61863,A,20,0,18,1,-1,0,,,,,,,
61864,5,26,1,6,2,-1,0,,,,,,,
61865,J,17,0,19,2,-1,0,,,,,,,
61866,6,23,1,20,1,-1,0,,,,,,,
61867,9,20,0,14,1,-1,0,,,,,,,
61868,2,22,1,14,1,-1,0,,,,,,,
61869,4,19,0,15,3,-1,0,,,,,,,
61870,2,22,1,18,3,-1,0,,,,,,,
61871,2,25,1,20,0,1,0,,,,,,,
61872,7,25,1,16,1,1,1,,,,,,,
61873,8,18,0,11,1,-1,0,,,,,,,
61874,A,19,0,12,0,-1,1,,,,,,,
61875,Q,22,1,12,1,-1,0,,,,,,,
61876,6,20,0,10,3,-1,0,,,,,,,
61877,5,19,0,14,1,-1,0,,,,,,,
61878,4,18,0,11,2,-1,0,,,,,,,
61879,A,25,1,9,2,-1,0,,,,,,,
61880,3,19,0,19,0,0,0,,,,,,,
61881,8,24,1,4,2,-1,0,,,,,,,
61882,2,19,0,9,2,-1,0,,,,,,,
61883,2,18,0,20,0,1,0,,,,,,,
61884,3,20,0,16,1,-1,0,,,,,,,
61885,5,23,1,14,0,1,0,,,,,,,
61886,8,21,0,17,1,0,1,,,,,,,
61887,K,21,0,10,0,-1,1,,,,,,,
61888,4,20,0,12,3,-1,0,,,,,,,
61889,7,22,1,15,1,-1,0,,,,,,,
61890,9,21,0,12,2,-1,0,,,,,,,
61891,9,19,0,11,2,-1,0,,,,,,,
61892,7,17,0,10,1,-1,0,,,,,,,
61893,K,20,0,19,0,-1,1,,,,,,,
61894,K,19,0,8,2,-1,0,,,,,,,
61895,10,22,1,14,2,-1,0,,,,,,,
61896,K,20,0,15,0,-1,1,,,,,,,
61897,3,21,0,9,3,-1,0,,,,,,,
61898,10,22,1,14,1,1,1,,,,,,,
61899,9,21,0,13,0,-1,1,,,,,,,
61900,6,25,1,12,0,1,0,,,,,,,
61901,J,20,0,20,1,-1,0,,,,,,,
61902,8,18,0,16,0,-1,1,,,,,,,
61903,8,17,0,20,1,-1,0,,,,,,,
61904,4,24,1,17,2,-1,0,,,,,,,
61905,4,21,0,12,0,-1,1,,,,,,,
61906,6,21,0,11,3,-1,0,,,,,,,
61907,5,23,1,19,1,-1,0,,,,,,,
61908,2,18,0,14,3,-1,0,,,,,,,
61909,6,20,0,20,1,-1,0,,,,,,,
61910,K,20,0,12,0,-1,1,,,,,,,
61911,K,26,1,10,2,-1,0,,,,,,,
61912,3,19,0,15,1,-1,0,,,,,,,
61913,9,18,0,11,1,-1,0,,,,,,,
61914,5,18,0,19,1,-1,0,,,,,,,
61915,4,24,1,15,2,-1,0,,,,,,,
61916,A,19,0,21,0,1,0,,,,,,,
61917,A,21,0,14,0,-1,1,,,,,,,
61918,4,17,0,16,1,-1,0,,,,,,,
61919,8,19,0,21,0,1,0,,,,,,,
61920,5,20,0,17,1,-1,0,,,,,,,
61921,4,19,0,12,1,-1,0,,,,,,,
61922,10,19,0,20,1,-1,0,,,,,,,
61923,10,21,0,20,0,-1,1,,,,,,,
61924,8,20,0,20,1,-1,0,,,,,,,
61925,6,26,1,18,1,-1,0,,,,,,,
61926,4,24,1,15,1,-1,0,,,,,,,
61927,3,23,1,12,2,-1,0,,,,,,,
61928,7,25,1,13,0,1,0,,,,,,,
61929,K,23,1,13,0,1,0,,,,,,,
61930,9,22,1,21,0,1,0,,,,,,,
61931,2,22,1,16,0,1,0,,,,,,,
61932,9,21,0,9,2,-1,0,,,,,,,
61933,9,19,0,12,0,-1,1,,,,,,,
61934,10,21,0,18,0,-1,1,,,,,,,
61935,3,18,0,8,3,-1,0,,,,,,,
61936,5,23,1,20,1,-1,0,,,,,,,
61937,7,17,0,14,0,-1,1,,,,,,,
61938,4,19,0,14,1,-1,0,,,,,,,
61939,4,21,0,6,4,-1,0,,,,,,,
61940,5,20,0,15,1,-1,0,,,,,,,
61941,9,19,0,12,0,-1,1,,,,,,,
61942,10,19,0,17,2,-1,0,,,,,,,
61943,10,20,0,15,0,-1,1,,,,,,,
61944,4,17,0,9,1,1,1,,,,,,,
61945,J,18,0,19,1,1,1,,,,,,,
61946,J,20,0,20,1,-1,0,,,,,,,
61947,9,19,0,18,1,-1,0,,,,,,,
61948,4,20,0,19,1,-1,0,,,,,,,
61949,3,22,1,18,1,1,1,,,,,,,
61950,6,22,1,9,1,1,1,,,,,,,
61951,Q,20,0,6,1,-1,0,,,,,,,
61952,2,18,0,20,1,-1,0,,,,,,,
61953,9,25,1,5,1,1,1,,,,,,,
61954,10,24,1,13,3,1,1,,,,,,,
61955,8,18,0,20,1,-1,0,,,,,,,
61956,A,21,0,20,0,-1,1,,,,,,,
61957,5,25,1,14,3,-1,0,,,,,,,
61958,10,20,0,13,1,-1,0,,,,,,,
61959,10,20,0,12,0,-1,1,,,,,,,
61960,9,19,0,9,1,-1,0,,,,,,,
61961,Q,17,0,13,0,-1,1,,,,,,,
61962,10,22,1,12,0,1,0,,,,,,,
61963,Q,17,0,11,1,1,1,,,,,,,
61964,8,17,0,18,1,-1,0,,,,,,,
61965,9,19,0,15,0,-1,1,,,,,,,
61966,3,23,1,18,0,1,0,,,,,,,
61967,10,17,0,21,0,1,0,,,,,,,
61968,5,25,1,19,1,-1,0,,,,,,,
61969,3,17,0,12,1,1,1,,,,,,,
61970,A,21,0,9,0,-1,1,,,,,,,
61971,5,25,1,18,3,1,1,,,,,,,
61972,A,21,0,17,1,0,1,,,,,,,
61973,9,17,0,12,1,-1,0,,,,,,,
61974,J,22,1,12,1,1,1,,,,,,,
61975,7,25,1,16,2,-1,0,,,,,,,
61976,6,22,1,12,1,-1,0,,,,,,,
61977,K,25,1,16,1,-1,0,,,,,,,
61978,7,17,0,18,1,-1,0,,,,,,,
61979,2,18,0,10,2,-1,0,,,,,,,
61980,K,18,0,12,0,-1,1,,,,,,,
61981,2,23,1,13,1,-1,0,,,,,,,
61982,8,17,0,16,1,-1,0,,,,,,,
61983,4,18,0,11,2,-1,0,,,,,,,
61984,7,18,0,12,0,-1,1,,,,,,,
61985,K,17,0,7,2,-1,0,,,,,,,
61986,J,20,0,19,0,-1,1,,,,,,,
61987,A,18,0,17,2,-1,0,,,,,,,
61988,7,18,0,6,1,-1,0,,,,,,,
61989,5,19,0,13,0,-1,1,,,,,,,
61990,J,17,0,19,1,-1,0,,,,,,,
61991,Q,22,1,11,3,-1,0,,,,,,,
61992,J,23,1,16,1,-1,0,,,,,,,
61993,J,21,0,14,0,-1,1,,,,,,,
61994,7,17,0,19,1,-1,0,,,,,,,
61995,K,19,0,12,0,-1,1,,,,,,,
61996,5,23,1,9,2,-1,0,,,,,,,
61997,Q,25,1,7,3,-1,0,,,,,,,
61998,4,18,0,6,2,-1,0,,,,,,,
61999,7,26,1,19,1,-1,0,,,,,,,
62000,5,23,1,16,3,1,1,,,,,,,
62001,K,24,1,18,1,-1,0,,,,,,,
62002,2,21,0,19,1,-1,0,,,,,,,
62003,5,18,0,20,1,-1,0,,,,,,,
62004,10,20,0,21,0,1,0,,,,,,,
62005,Q,23,1,18,1,1,1,,,,,,,
62006,8,17,0,12,0,-1,1,,,,,,,
62007,3,23,1,10,2,-1,0,,,,,,,
62008,2,17,0,21,0,1,0,,,,,,,
62009,4,19,0,19,1,-1,0,,,,,,,
62010,7,18,0,17,2,-1,0,,,,,,,
62011,7,25,1,13,0,1,0,,,,,,,
62012,J,21,0,18,0,-1,1,,,,,,,
62013,7,17,0,20,1,-1,0,,,,,,,
62014,10,22,1,10,2,-1,0,,,,,,,
62015,8,18,0,20,2,-1,0,,,,,,,
62016,7,18,0,13,0,-1,1,,,,,,,
62017,Q,18,0,17,1,-1,0,,,,,,,
62018,9,25,1,12,3,-1,0,,,,,,,
62019,8,26,1,17,1,-1,0,,,,,,,
62020,3,23,1,12,4,1,1,,,,,,,
62021,8,18,0,13,0,-1,1,,,,,,,
62022,9,19,0,14,0,-1,1,,,,,,,
62023,6,25,1,11,1,1,1,,,,,,,
62024,10,26,1,18,1,-1,0,,,,,,,
62025,9,21,0,17,2,0,1,,,,,,,
62026,6,19,0,13,2,-1,0,,,,,,,
62027,9,17,0,20,1,-1,0,,,,,,,
62028,5,26,1,11,2,1,1,,,,,,,
62029,2,21,0,17,1,-1,0,,,,,,,
62030,7,17,0,9,4,-1,0,,,,,,,
62031,6,19,0,15,1,1,1,,,,,,,
62032,8,18,0,17,3,-1,0,,,,,,,
62033,Q,20,0,13,0,-1,1,,,,,,,
62034,2,18,0,12,1,0,1,,,,,,,
62035,3,22,1,8,2,-1,0,,,,,,,
62036,10,21,0,8,0,-1,1,,,,,,,
62037,J,19,0,14,0,-1,1,,,,,,,
62038,K,21,0,17,0,-1,1,,,,,,,
62039,8,22,1,14,3,-1,0,,,,,,,
62040,K,21,0,10,0,-1,1,,,,,,,
62041,4,18,0,20,0,1,0,,,,,,,
62042,2,22,1,20,0,1,0,,,,,,,
62043,10,19,0,20,1,-1,0,,,,,,,
62044,7,17,0,11,2,-1,0,,,,,,,
62045,5,18,0,20,0,1,0,,,,,,,
62046,6,19,0,6,4,-1,0,,,,,,,
62047,6,17,0,20,0,1,0,,,,,,,
62048,9,18,0,11,1,1,1,,,,,,,
62049,J,18,0,12,0,-1,1,,,,,,,
62050,2,22,1,19,1,1,1,,,,,,,
62051,10,20,0,19,0,-1,1,,,,,,,
62052,2,17,0,11,1,1,1,,,,,,,
62053,Q,20,0,13,0,-1,1,,,,,,,
62054,7,18,0,7,2,-1,0,,,,,,,
62055,3,22,1,11,1,1,1,,,,,,,
62056,5,19,0,20,1,-1,0,,,,,,,
62057,Q,25,1,16,1,-1,0,,,,,,,
62058,8,19,0,14,3,-1,0,,,,,,,
62059,J,17,0,16,1,-1,0,,,,,,,
62060,5,22,1,15,2,-1,0,,,,,,,
62061,6,26,1,21,0,1,0,,,,,,,
62062,10,19,0,17,0,-1,1,,,,,,,
62063,K,20,0,17,0,-1,1,,,,,,,
62064,7,17,0,17,1,1,1,,,,,,,
62065,4,19,0,13,1,1,1,,,,,,,
62066,3,19,0,11,2,-1,0,,,,,,,
62067,6,22,1,12,0,1,0,,,,,,,
62068,10,17,0,12,0,-1,1,,,,,,,
62069,A,21,0,21,0,0,0,,,,,,,
62070,6,26,1,13,0,1,0,,,,,,,
62071,J,21,0,18,0,-1,1,,,,,,,
62072,10,23,1,18,1,1,1,,,,,,,
62073,A,21,0,20,0,-1,1,,,,,,,
62074,4,25,1,18,0,1,0,,,,,,,
62075,10,25,1,18,2,-1,0,,,,,,,
62076,5,21,0,15,1,-1,0,,,,,,,
62077,3,19,0,14,1,-1,0,,,,,,,
62078,7,26,1,11,1,1,1,,,,,,,
62079,3,26,1,12,4,-1,0,,,,,,,
62080,5,18,0,12,2,-1,0,,,,,,,
62081,9,20,0,15,0,-1,1,,,,,,,
62082,3,18,0,12,4,-1,0,,,,,,,
62083,4,20,0,14,3,-1,0,,,,,,,
62084,4,22,1,12,2,1,1,,,,,,,
62085,Q,18,0,11,2,-1,0,,,,,,,
62086,9,19,0,11,1,-1,0,,,,,,,
62087,7,24,1,18,1,-1,0,,,,,,,
62088,8,25,1,20,1,-1,0,,,,,,,
62089,A,21,0,12,0,-1,1,,,,,,,
62090,8,24,1,12,0,1,0,,,,,,,
62091,7,18,0,17,1,-1,0,,,,,,,
62092,A,18,0,11,1,1,1,,,,,,,
62093,2,17,0,15,1,-1,0,,,,,,,
62094,4,23,1,19,1,-1,0,,,,,,,
62095,3,22,1,18,1,-1,0,,,,,,,
62096,2,21,0,15,1,-1,0,,,,,,,
62097,3,21,0,20,1,-1,0,,,,,,,
62098,9,24,1,8,1,1,1,,,,,,,
62099,5,21,0,14,0,-1,1,,,,,,,
62100,7,17,0,16,1,-1,0,,,,,,,
62101,8,18,0,21,0,1,0,,,,,,,
62102,4,21,0,20,3,-1,0,,,,,,,
62103,10,20,0,17,1,-1,0,,,,,,,
62104,2,22,1,4,4,1,1,,,,,,,
62105,K,23,1,8,2,-1,0,,,,,,,
62106,4,23,1,19,1,-1,0,,,,,,,
62107,5,17,0,17,0,0,0,,,,,,,
62108,6,18,0,19,0,1,0,,,,,,,
62109,2,17,0,13,2,-1,0,,,,,,,
62110,J,20,0,14,0,-1,1,,,,,,,
62111,3,17,0,18,0,1,0,,,,,,,
62112,5,21,0,20,1,-1,0,,,,,,,
62113,7,19,0,20,0,1,0,,,,,,,
62114,J,20,0,20,1,1,1,,,,,,,
62115,6,17,0,13,2,-1,0,,,,,,,
62116,J,19,0,12,0,-1,1,,,,,,,
62117,5,22,1,13,2,-1,0,,,,,,,
62118,4,19,0,19,1,-1,0,,,,,,,
62119,K,20,0,16,0,-1,1,,,,,,,
62120,4,22,1,14,3,-1,0,,,,,,,
62121,7,21,0,19,1,-1,0,,,,,,,
62122,K,20,0,20,2,-1,0,,,,,,,
62123,10,19,0,13,0,-1,1,,,,,,,
62124,8,19,0,14,0,-1,1,,,,,,,
62125,8,18,0,9,1,-1,0,,,,,,,
62126,3,20,0,19,1,-1,0,,,,,,,
62127,5,18,0,15,2,-1,0,,,,,,,
62128,6,17,0,16,1,-1,0,,,,,,,
62129,4,22,1,14,3,-1,0,,,,,,,
62130,A,20,0,14,0,-1,1,,,,,,,
62131,7,20,0,10,4,1,1,,,,,,,
62132,10,18,0,17,1,-1,0,,,,,,,
62133,Q,22,1,15,3,-1,0,,,,,,,
62134,2,18,0,12,2,-1,0,,,,,,,
62135,5,17,0,21,0,1,0,,,,,,,
62136,6,26,1,19,2,-1,0,,,,,,,
62137,9,19,0,7,1,-1,0,,,,,,,
62138,10,17,0,12,0,-1,1,,,,,,,
62139,10,17,0,16,1,-1,0,,,,,,,
62140,A,21,0,13,0,-1,1,,,,,,,
62141,2,22,1,15,1,-1,0,,,,,,,
62142,8,17,0,13,0,-1,1,,,,,,,
62143,7,17,0,7,2,1,1,,,,,,,
62144,3,20,0,15,1,-1,0,,,,,,,
62145,5,19,0,10,2,-1,0,,,,,,,
62146,3,20,0,21,0,1,0,,,,,,,
62147,10,24,1,11,2,-1,0,,,,,,,
62148,9,20,0,6,1,-1,0,,,,,,,
62149,7,17,0,20,1,-1,0,,,,,,,
62150,J,24,1,15,1,1,1,,,,,,,
62151,5,20,0,13,2,-1,0,,,,,,,
62152,4,18,0,16,2,-1,0,,,,,,,
62153,6,22,1,12,0,1,0,,,,,,,
62154,10,22,1,11,3,-1,0,,,,,,,
62155,9,19,0,10,1,-1,0,,,,,,,
62156,K,20,0,21,0,1,0,,,,,,,
62157,6,17,0,20,1,-1,0,,,,,,,
62158,7,17,0,19,2,-1,0,,,,,,,
62159,10,22,1,15,2,-1,0,,,,,,,
62160,8,18,0,14,0,-1,1,,,,,,,
62161,8,19,0,20,1,-1,0,,,,,,,
62162,7,17,0,15,0,-1,1,,,,,,,
62163,9,26,1,14,0,1,0,,,,,,,
62164,3,18,0,20,1,-1,0,,,,,,,
62165,A,20,0,12,0,-1,1,,,,,,,
62166,6,23,1,5,4,-1,0,,,,,,,
62167,A,21,0,17,0,-1,1,,,,,,,
62168,3,17,0,15,1,-1,0,,,,,,,
62169,5,17,0,16,2,-1,0,,,,,,,
62170,5,23,1,18,1,-1,0,,,,,,,
62171,8,19,0,20,2,-1,0,,,,,,,
62172,Q,19,0,13,0,-1,1,,,,,,,
62173,5,18,0,16,2,-1,0,,,,,,,
62174,8,18,0,12,0,-1,1,,,,,,,
62175,8,24,1,15,1,-1,0,,,,,,,
62176,5,24,1,15,3,-1,0,,,,,,,
62177,10,18,0,20,1,-1,0,,,,,,,
62178,6,22,1,16,2,-1,0,,,,,,,
62179,2,21,0,11,2,-1,0,,,,,,,
62180,8,24,1,17,1,1,1,,,,,,,
62181,3,23,1,20,1,1,1,,,,,,,
62182,9,19,0,12,0,-1,1,,,,,,,
62183,4,26,1,13,2,-1,0,,,,,,,
62184,7,17,0,12,2,-1,0,,,,,,,
62185,Q,25,1,18,1,1,1,,,,,,,
62186,8,22,1,17,4,-1,0,,,,,,,
62187,J,25,1,18,1,-1,0,,,,,,,
62188,J,20,0,17,0,-1,1,,,,,,,
62189,2,17,0,21,0,1,0,,,,,,,
62190,6,17,0,21,0,1,0,,,,,,,
62191,3,21,0,14,2,-1,0,,,,,,,
62192,3,18,0,13,2,-1,0,,,,,,,
62193,5,18,0,18,1,-1,0,,,,,,,
62194,5,26,1,8,3,-1,0,,,,,,,
62195,A,23,1,11,1,1,1,,,,,,,
62196,J,21,0,12,0,-1,1,,,,,,,
62197,9,20,0,19,0,-1,1,,,,,,,
62198,4,24,1,9,2,-1,0,,,,,,,
62199,5,18,0,5,4,-1,0,,,,,,,
62200,2,22,1,14,2,-1,0,,,,,,,
62201,K,21,0,21,0,0,0,,,,,,,
62202,2,23,1,20,1,-1,0,,,,,,,
62203,5,25,1,16,1,-1,0,,,,,,,
62204,3,24,1,19,1,-1,0,,,,,,,
62205,6,22,1,14,2,1,1,,,,,,,
62206,8,18,0,13,0,-1,1,,,,,,,
62207,3,23,1,6,3,-1,0,,,,,,,
62208,K,24,1,15,1,-1,0,,,,,,,
62209,4,20,0,21,0,1,0,,,,,,,
62210,Q,19,0,19,1,-1,0,,,,,,,
62211,9,19,0,19,1,-1,0,,,,,,,
62212,K,19,0,8,1,-1,0,,,,,,,
62213,A,22,1,7,1,1,1,,,,,,,
62214,2,17,0,13,1,-1,0,,,,,,,
62215,8,19,0,13,0,-1,1,,,,,,,
62216,6,26,1,8,2,-1,0,,,,,,,
62217,10,17,0,9,3,1,1,,,,,,,
