,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome,#Change these outputs in the simulator to get to the correct data.
60597,Q,20,0,19,0,-1,1,
60598,9,19,0,12,0,-1,1,
60599,3,22,1,13,0,1,0,
60600,5,17,0,11,1,-1,0,
60601,Q,21,0,17,0,-1,1,
60602,Q,20,0,14,0,-1,1,
60603,6,18,0,6,1,-1,0,
60604,8,25,1,21,0,1,0,
60605,7,18,0,19,0,1,0,
60606,K,21,0,17,0,-1,1,
60607,7,20,0,18,0,-1,1,
60608,5,19,0,5,1,0,1,
60609,9,19,0,20,0,1,0,
60610,A,17,0,13,0,-1,1,
60611,8,22,1,19,0,1,0,
60612,2,20,0,14,0,-1,1,
60613,7,20,0,20,0,0,0,
60614,10,22,1,20,0,1,0,
60615,9,19,0,14,0,-1,1,
60616,3,19,0,7,1,-1,0,
60617,5,19,0,16,0,-1,1,
60618,K,20,0,15,0,-1,1,
60619,8,25,1,21,0,1,0,
60620,A,17,0,9,1,1,1,
60621,3,22,1,13,0,1,0,
60622,6,18,0,19,0,1,0,
60623,9,18,0,15,0,-1,1,
60624,A,20,0,15,0,-1,1,
60625,5,22,1,16,0,1,0,
60626,A,21,0,13,0,-1,1,
60627,K,19,0,16,0,-1,1,
60628,J,20,0,20,0,0,0,
60629,6,26,1,18,0,1,0,
60630,10,18,0,6,1,-1,0,
60631,2,18,0,21,0,1,0,
60632,5,24,1,7,1,1,1,
60633,2,19,0,19,0,0,0,
60634,K,18,0,12,0,-1,1,
60635,3,23,1,17,0,1,0,
60636,J,21,0,20,0,-1,1,
60637,Q,21,0,20,0,-1,1,
60638,4,17,0,19,0,1,0,
60639,9,17,0,20,0,1,0,
60640,9,20,0,6,1,-1,0,
60641,9,19,0,11,1,-1,0,
60642,7,17,0,17,0,0,0,
60643,7,17,0,15,0,-1,1,
60644,K,21,0,14,0,-1,1,
60645,6,24,1,10,1,1,1,
60646,10,21,0,10,1,-1,0,
60647,K,20,0,18,0,-1,1,
60648,4,19,0,21,0,1,0,
60649,A,21,0,14,0,-1,1,
60650,3,17,0,8,1,-1,0,
60651,A,21,0,19,0,-1,1,
60652,10,20,0,12,0,-1,1,
60653,K,24,1,14,0,1,0,
60654,5,20,0,11,1,1,1,
60655,J,19,0,18,0,-1,1,
60656,Q,24,1,15,0,1,0,
60657,4,21,0,13,0,-1,1,
60658,5,25,1,16,0,1,0,
60659,7,17,0,14,0,-1,1,
60660,6,26,1,12,0,1,0,
60661,8,17,0,18,0,1,0,
60662,9,19,0,10,1,-1,0,
60663,7,17,0,14,0,-1,1,
60664,10,18,0,14,0,-1,1,
60665,10,20,0,20,0,0,0,
60666,3,19,0,14,0,-1,1,
60667,8,17,0,20,0,1,0,
60668,6,21,0,11,1,0,1,
60669,2,22,1,15,0,1,0,
60670,J,19,0,13,0,-1,1,
60671,4,22,1,15,0,1,0,
60672,3,23,1,14,0,1,0,
60673,2,17,0,12,0,-1,1,
60674,3,23,1,11,1,1,1,
60675,8,18,0,11,1,1,1,
60676,6,20,0,5,1,-1,0,
60677,6,20,0,9,1,-1,0,
60678,3,21,0,16,0,-1,1,
60679,4,17,0,18,0,1,0,
60680,9,19,0,18,0,-1,1,
60681,3,21,0,15,0,-1,1,
60682,5,17,0,16,0,-1,1,
60683,3,19,0,15,0,-1,1,
60684,5,19,0,16,0,-1,1,
60685,6,25,1,16,0,1,0,
60686,3,18,0,15,0,-1,1,
60687,2,18,0,16,0,-1,1,
60688,7,23,1,21,0,1,0,
60689,A,21,0,13,0,-1,1,
60690,7,20,0,18,0,-1,1,
60691,7,24,1,12,0,1,0,
60692,9,19,0,6,1,-1,0,
60693,K,23,1,18,0,1,0,
60694,Q,20,0,20,0,0,0,
60695,J,20,0,21,0,1,0,
60696,J,20,0,20,0,0,0,
60697,6,25,1,17,0,1,0,
60698,8,18,0,20,0,1,0,
60699,8,25,1,17,0,1,0,
60700,9,20,0,17,0,-1,1,
60701,10,23,1,13,0,1,0,
60702,5,25,1,14,0,1,0,
60703,10,20,0,21,0,1,0,
60704,2,17,0,17,0,0,0,
60705,K,23,1,11,1,1,1,
60706,6,22,1,21,0,1,0,
60707,Q,20,0,12,0,-1,1,
60708,5,24,1,13,0,1,0,
60709,5,23,1,13,0,1,0,
60710,K,20,0,20,0,0,0,
60711,9,19,0,14,0,-1,1,
60712,J,17,0,20,0,1,0,
60713,7,17,0,21,0,1,0,
60714,9,18,0,13,0,-1,1,
60715,5,18,0,11,1,0,1,
60716,K,20,0,7,1,-1,0,
60717,A,23,1,12,0,1,0,
60718,A,20,0,19,0,-1,1,
60719,5,26,1,12,0,1,0,
60720,10,18,0,17,0,-1,1,
60721,7,17,0,15,0,-1,1,
60722,5,23,1,12,0,1,0,
60723,Q,17,0,16,0,-1,1,
60724,A,21,0,20,0,-1,1,
60725,2,17,0,19,0,1,0,
60726,7,19,0,13,0,-1,1,
60727,10,20,0,14,0,-1,1,
60728,A,21,0,12,0,-1,1,
60729,4,18,0,11,1,1,1,
60730,5,26,1,11,1,1,1,
60731,4,24,1,10,1,1,1,
60732,3,24,1,19,0,1,0,
60733,9,25,1,9,1,1,1,
60734,Q,20,0,8,1,-1,0,
60735,A,20,0,11,1,1,1,
60736,10,20,0,12,0,-1,1,
60737,10,19,0,18,0,-1,1,
60738,Q,20,0,20,0,0,0,
60739,8,18,0,16,0,-1,1,
60740,A,19,0,10,1,-1,0,
60741,7,20,0,15,0,-1,1,
60742,2,21,0,14,0,-1,1,
60743,2,19,0,14,0,-1,1,
60744,Q,21,0,20,0,-1,1,
60745,6,18,0,16,0,-1,1,
60746,6,26,1,15,0,1,0,
60747,7,18,0,7,1,0,1,
60748,J,17,0,20,0,1,0,
60749,9,18,0,17,0,-1,1,
60750,10,20,0,6,1,-1,0,
60751,7,19,0,21,0,1,0,
60752,3,17,0,10,1,1,1,
60753,10,20,0,14,0,-1,1,
60754,2,23,1,10,1,1,1,
60755,J,20,0,11,1,1,1,
60756,10,21,0,13,0,-1,1,
60757,8,19,0,16,0,-1,1,
60758,10,21,0,13,0,-1,1,
60759,2,20,0,9,1,-1,0,
60760,9,19,0,13,0,-1,1,
60761,6,21,0,19,0,-1,1,
60762,4,22,1,19,0,1,0,
60763,10,17,0,13,0,-1,1,
60764,Q,17,0,18,0,1,0,
60765,9,26,1,7,1,1,1,
60766,J,20,0,19,0,-1,1,
60767,Q,25,1,20,0,1,0,
60768,10,18,0,13,0,-1,1,
60769,9,17,0,14,0,-1,1,
60770,A,19,0,11,1,-1,0,
60771,3,19,0,19,0,0,0,
60772,9,17,0,15,0,-1,1,
60773,A,19,0,13,0,-1,1,
60774,J,22,1,13,0,1,0,
60775,2,19,0,19,0,0,0,
60776,J,20,0,14,0,-1,1,
60777,7,25,1,16,0,1,0,
60778,K,17,0,21,0,1,0,
60779,5,25,1,18,0,1,0,
60780,5,18,0,18,0,0,0,
60781,3,23,1,14,0,1,0,
60782,6,18,0,14,0,-1,1,
60783,A,20,0,19,0,-1,1,
60784,4,23,1,6,1,1,1,
60785,A,20,0,16,0,-1,1,
60786,3,17,0,17,0,0,0,
60787,2,25,1,15,0,1,0,
60788,9,19,0,14,0,-1,1,
60789,10,21,0,16,0,-1,1,
60790,K,17,0,15,0,-1,1,
60791,9,20,0,15,0,-1,1,
60792,7,17,0,18,0,1,0,
60793,7,17,0,19,0,1,0,
60794,Q,20,0,18,0,-1,1,
60795,3,18,0,20,0,1,0,
60796,3,25,1,18,0,1,0,
60797,A,18,0,20,0,1,0,
60798,5,22,1,16,0,1,0,
60799,7,21,0,10,1,0,1,
60800,10,17,0,13,0,-1,1,
60801,5,19,0,13,0,-1,1,
60802,K,20,0,12,0,-1,1,
60803,6,17,0,8,1,1,1,
60804,9,24,1,13,0,1,0,
60805,10,21,0,17,0,-1,1,
60806,Q,20,0,16,0,-1,1,
60807,4,23,1,12,0,1,0,
60808,8,18,0,18,0,0,0,
60809,4,21,0,14,0,-1,1,
60810,J,20,0,12,0,-1,1,
60811,3,24,1,19,0,1,0,
60812,A,18,0,16,0,-1,1,
60813,10,20,0,17,0,-1,1,
60814,3,23,1,18,0,1,0,
60815,3,17,0,10,1,1,1,
60816,7,22,1,15,0,1,0,
60817,J,20,0,17,0,-1,1,
60818,10,20,0,15,0,-1,1,
60819,J,24,1,12,0,1,0,
60820,3,26,1,16,0,1,0,
60821,K,20,0,10,1,-1,0,
60822,3,26,1,15,0,1,0,
60823,J,19,0,8,1,-1,0,
60824,K,20,0,13,0,-1,1,
60825,J,21,0,15,0,-1,1,
60826,10,25,1,18,0,1,0,
60827,4,24,1,16,0,1,0,
60828,7,17,0,10,1,-1,0,
60829,6,17,0,13,0,-1,1,
60830,7,19,0,13,0,-1,1,
60831,K,20,0,17,0,-1,1,
60832,10,24,1,17,0,1,0,
60833,J,19,0,20,0,1,0,
60834,A,17,0,13,0,-1,1,
60835,J,26,1,13,0,1,0,
60836,7,18,0,10,1,-1,0,
60837,8,26,1,11,1,1,1,
60838,3,26,1,13,0,1,0,
60839,A,19,0,12,0,-1,1,
60840,7,22,1,16,0,1,0,
60841,A,17,0,8,1,1,1,
60842,A,21,0,13,0,-1,1,
60843,2,17,0,10,1,-1,0,
60844,6,20,0,20,0,0,0,
60845,Q,23,1,13,0,1,0,
60846,5,20,0,16,0,-1,1,
60847,3,18,0,20,0,1,0,
60848,4,18,0,9,1,1,1,
60849,Q,20,0,7,1,-1,0,
60850,2,19,0,13,0,-1,1,
60851,K,20,0,10,1,0,1,
60852,Q,17,0,18,0,1,0,
60853,J,20,0,18,0,-1,1,
60854,A,18,0,20,0,1,0,
60855,A,19,0,15,0,-1,1,
60856,2,18,0,18,0,0,0,
60857,A,19,0,19,0,0,0,
60858,4,20,0,15,0,-1,1,
60859,A,19,0,16,0,-1,1,
60860,J,20,0,13,0,-1,1,
60861,2,19,0,13,0,-1,1,
60862,3,23,1,12,0,1,0,
60863,3,17,0,18,0,1,0,
60864,10,20,0,16,0,-1,1,
60865,6,17,0,7,1,-1,0,
60866,Q,24,1,16,0,1,0,
60867,8,25,1,14,0,1,0,
60868,Q,18,0,15,0,-1,1,
60869,J,21,0,13,0,-1,1,
60870,2,23,1,20,0,1,0,
60871,3,18,0,18,0,0,0,
60872,10,20,0,15,0,-1,1,
60873,6,26,1,17,0,1,0,
60874,5,22,1,10,1,1,1,
60875,8,17,0,8,2,-1,0,
60876,5,26,1,13,0,1,0,
60877,9,19,0,13,0,-1,1,
60878,2,19,0,13,0,-1,1,
60879,7,20,0,20,0,0,0,
60880,6,24,1,20,0,1,0,
60881,2,17,0,6,1,-1,0,
60882,8,20,0,19,0,-1,1,
60883,6,22,1,13,0,1,0,
60884,6,17,0,17,0,0,0,
60885,J,17,0,13,0,-1,1,
60886,9,17,0,14,0,-1,1,
60887,10,20,0,20,0,0,0,
60888,3,23,1,10,1,1,1,
60889,8,18,0,17,0,-1,1,
60890,8,19,0,13,0,-1,1,
60891,A,21,0,16,0,-1,1,
60892,10,20,0,14,0,-1,1,
60893,10,17,0,9,2,1,1,
60894,9,22,1,10,1,1,1,
60895,A,20,0,13,0,-1,1,
60896,2,17,0,19,0,1,0,
60897,K,24,1,19,0,1,0,
60898,6,22,1,19,0,1,0,
60899,J,18,0,20,0,1,0,
60900,A,18,0,18,0,0,0,
60901,Q,20,0,8,1,1,1,
60902,J,17,0,15,0,-1,1,
60903,K,23,1,18,0,1,0,
60904,5,21,0,10,1,-1,0,
60905,8,17,0,10,1,0,1,
60906,A,21,0,12,0,-1,1,
60907,6,18,0,11,1,1,1,
60908,A,18,0,20,0,1,0,
60909,Q,21,0,8,1,-1,0,
60910,2,22,1,13,0,1,0,
60911,6,23,1,16,0,1,0,
60912,A,22,1,13,0,1,0,
60913,Q,19,0,15,0,-1,1,
60914,7,18,0,7,1,1,1,
60915,4,22,1,20,0,1,0,
60916,6,20,0,20,0,0,0,
60917,5,25,1,14,0,1,0,
60918,4,17,0,14,0,-1,1,
60919,6,20,0,13,0,-1,1,
60920,K,21,0,20,0,-1,1,
60921,8,18,0,15,0,-1,1,
60922,8,18,0,17,0,-1,1,
60923,A,23,1,13,0,1,0,
60924,3,20,0,12,0,-1,1,
60925,J,17,0,12,0,-1,1,
60926,5,24,1,16,0,1,0,
60927,7,21,0,18,0,-1,1,
60928,10,20,0,12,0,-1,1,
60929,5,23,1,17,0,1,0,
60930,K,20,0,12,0,-1,1,
60931,9,23,1,20,0,1,0,
60932,4,24,1,16,0,1,0,
60933,7,17,0,19,0,1,0,
60934,6,26,1,9,1,1,1,
60935,2,17,0,18,0,1,0,
60936,9,22,1,10,1,1,1,
60937,7,18,0,20,0,1,0,
60938,A,18,0,15,0,-1,1,
60939,10,20,0,13,0,-1,1,
60940,4,19,0,10,1,-1,0,
60941,3,20,0,12,0,-1,1,
60942,6,23,1,20,0,1,0,
60943,A,17,0,20,0,1,0,
60944,9,18,0,19,0,1,0,
60945,A,21,0,12,0,-1,1,
60946,K,17,0,11,1,1,1,
60947,K,18,0,12,0,-1,1,
60948,5,20,0,16,0,-1,1,
60949,A,19,0,20,0,1,0,
60950,A,21,0,18,0,-1,1,
60951,J,22,1,16,0,1,0,
60952,5,21,0,11,1,-1,0,
60953,2,22,1,12,0,1,0,
60954,K,17,0,18,0,1,0,
60955,9,18,0,16,0,-1,1,
60956,K,25,1,15,0,1,0,
60957,A,17,0,20,0,1,0,
60958,7,21,0,8,1,-1,0,
60959,J,17,0,12,0,-1,1,
60960,3,22,1,13,0,1,0,
60961,Q,20,0,12,0,-1,1,
60962,9,22,1,12,0,1,0,
60963,10,23,1,21,0,1,0,
60964,8,17,0,14,0,-1,1,
60965,6,20,0,18,0,-1,1,
60966,K,20,0,14,0,-1,1,
60967,10,20,0,17,0,-1,1,
60968,2,20,0,13,0,-1,1,
60969,Q,20,0,19,0,-1,1,
60970,4,18,0,17,0,-1,1,
60971,7,21,0,10,1,-1,0,
60972,3,20,0,11,1,1,1,
60973,J,20,0,17,0,-1,1,
60974,J,21,0,20,0,-1,1,
60975,5,20,0,15,0,-1,1,
60976,A,21,0,12,0,-1,1,
60977,2,21,0,20,0,-1,1,
60978,J,26,1,14,0,1,0,
60979,K,25,1,19,0,1,0,
60980,9,19,0,16,0,-1,1,
60981,A,17,0,19,0,1,0,
60982,3,26,1,18,0,1,0,
60983,J,20,0,18,0,-1,1,
60984,2,24,1,20,0,1,0,
60985,Q,20,0,15,0,-1,1,
60986,8,18,0,16,0,-1,1,
60987,9,20,0,19,0,-1,1,
60988,9,18,0,8,1,-1,0,
60989,8,18,0,14,0,-1,1,
60990,10,20,0,15,0,-1,1,
60991,K,24,1,16,0,1,0,
60992,5,19,0,14,0,-1,1,
60993,K,20,0,19,0,-1,1,
60994,4,21,0,13,0,-1,1,
60995,Q,18,0,15,0,-1,1,
60996,9,19,0,14,0,-1,1,
60997,9,18,0,15,0,-1,1,
60998,5,21,0,19,0,-1,1,
60999,8,17,0,20,0,1,0,
61000,J,20,0,19,0,-1,1,
61001,6,17,0,12,0,-1,1,
61002,2,20,0,18,0,-1,1,
61003,5,17,0,14,0,-1,1,
61004,3,23,1,10,1,1,1,
61005,J,21,0,21,0,0,0,
61006,9,19,0,14,0,-1,1,
61007,4,21,0,13,0,-1,1,
61008,K,23,1,20,0,1,0,
61009,6,25,1,18,0,1,0,
61010,J,20,0,13,0,-1,1,
61011,5,22,1,20,0,1,0,
61012,2,17,0,13,0,-1,1,
61013,4,18,0,18,0,0,0,
61014,5,17,0,13,0,-1,1,
61015,4,24,1,18,0,1,0,
61016,2,17,0,12,0,-1,1,
61017,J,23,1,14,0,1,0,
61018,8,26,1,14,0,1,0,
61019,4,18,0,10,1,1,1,
61020,4,17,0,18,0,1,0,
61021,2,18,0,8,1,-1,0,
61022,9,19,0,8,1,-1,0,
61023,8,19,0,12,0,-1,1,
61024,A,26,1,12,0,1,0,
61025,5,21,0,12,0,-1,1,
61026,J,23,1,16,0,1,0,
61027,8,23,1,21,0,1,0,
61028,7,21,0,16,0,-1,1,
61029,5,25,1,16,0,1,0,
61030,Q,20,0,8,1,-1,0,
61031,Q,19,0,12,0,-1,1,
61032,6,26,1,17,0,1,0,
61033,A,21,0,12,0,-1,1,
61034,A,17,0,17,0,0,0,
61035,6,17,0,17,0,0,0,
61036,A,21,0,20,0,-1,1,
61037,J,20,0,20,0,0,0,
61038,7,21,0,19,0,-1,1,
61039,5,21,0,17,0,-1,1,
61040,8,21,0,12,0,-1,1,
61041,7,17,0,9,1,1,1,
61042,K,20,0,13,0,-1,1,
61043,K,20,0,6,1,0,1,
61044,6,24,1,15,0,1,0,
61045,2,19,0,13,0,-1,1,
61046,4,17,0,8,1,1,1,
61047,10,18,0,15,0,-1,1,
61048,7,17,0,18,0,1,0,
61049,K,20,0,12,0,-1,1,
61050,9,25,1,16,0,1,0,
61051,2,20,0,14,0,-1,1,
61052,6,22,1,20,0,1,0,
61053,6,25,1,13,0,1,0,
61054,6,23,1,8,1,1,1,
61055,J,18,0,14,0,-1,1,
61056,A,18,0,18,0,0,0,
61057,7,20,0,14,0,-1,1,
61058,Q,19,0,14,0,-1,1,
61059,5,21,0,16,0,-1,1,
61060,A,20,0,13,0,-1,1,
61061,7,17,0,17,0,0,0,
61062,4,24,1,13,0,1,0,
61063,K,20,0,12,0,-1,1,
61064,2,18,0,17,0,-1,1,
61065,8,26,1,15,0,1,0,
61066,2,18,0,15,0,-1,1,
61067,8,18,0,15,0,-1,1,
61068,10,17,0,16,0,-1,1,
61069,5,21,0,17,0,-1,1,
61070,4,23,1,17,0,1,0,
61071,5,18,0,15,0,-1,1,
61072,K,20,0,8,1,-1,0,
61073,J,21,0,4,1,-1,0,
61074,A,17,0,19,0,1,0,
61075,5,25,1,13,0,1,0,
61076,J,18,0,21,0,1,0,
61077,5,18,0,16,0,-1,1,
61078,4,22,1,17,0,1,0,
61079,Q,20,0,21,0,1,0,
61080,J,24,1,18,0,1,0,
61081,6,20,0,10,1,-1,0,
61082,4,17,0,15,0,-1,1,
61083,8,18,0,13,0,-1,1,
61084,10,20,0,13,0,-1,1,
61085,2,20,0,12,0,-1,1,
61086,8,20,0,17,0,-1,1,
61087,6,22,1,7,1,1,1,
61088,3,21,0,9,1,-1,0,
61089,2,22,1,13,0,1,0,
61090,10,20,0,13,0,-1,1,
61091,K,22,1,19,0,1,0,
61092,K,20,0,4,1,1,1,
61093,2,18,0,19,0,1,0,
61094,Q,18,0,20,0,1,0,
61095,8,18,0,17,0,-1,1,
61096,A,21,0,8,0,-1,1,
61097,8,18,0,12,0,-1,1,
61098,J,20,0,12,0,-1,1,
61099,4,18,0,16,0,-1,1,
61100,2,22,1,11,1,1,1,
61101,6,18,0,14,0,-1,1,
61102,9,21,0,12,0,-1,1,
61103,4,18,0,17,0,-1,1,
61104,9,23,1,14,0,1,0,
61105,10,20,0,7,1,-1,0,
61106,6,20,0,20,0,0,0,
61107,8,19,0,11,1,1,1,
61108,10,20,0,14,0,-1,1,
61109,10,20,0,12,0,-1,1,
61110,K,21,0,16,0,-1,1,
61111,J,17,0,11,1,1,1,
61112,J,19,0,12,0,-1,1,
61113,2,21,0,8,1,-1,0,
61114,10,19,0,8,1,0,1,
61115,K,20,0,17,0,-1,1,
61116,3,17,0,13,0,-1,1,
61117,3,22,1,17,0,1,0,
61118,9,19,0,9,1,-1,0,
61119,3,22,1,8,1,1,1,
61120,K,20,0,13,0,-1,1,
61121,6,17,0,13,0,-1,1,
61122,2,18,0,13,0,-1,1,
61123,4,19,0,15,0,-1,1,
61124,K,26,1,16,0,1,0,
61125,10,21,0,20,0,-1,1,
61126,8,18,0,19,0,1,0,
61127,A,21,0,13,0,-1,1,
61128,4,18,0,21,0,1,0,
61129,2,21,0,9,1,-1,0,
61130,Q,17,0,21,0,1,0,
61131,K,24,1,11,1,1,1,
61132,7,17,0,20,0,1,0,
61133,8,25,1,13,0,1,0,
61134,8,20,0,12,0,-1,1,
61135,K,20,0,12,0,-1,1,
61136,7,26,1,18,0,1,0,
61137,J,20,0,12,0,-1,1,
61138,Q,21,0,16,0,-1,1,
61139,5,25,1,16,0,1,0,
61140,5,22,1,13,0,1,0,
61141,4,24,1,12,0,1,0,
61142,8,18,0,16,0,-1,1,
61143,10,21,0,14,0,-1,1,
61144,10,19,0,9,1,0,1,
61145,7,23,1,11,1,1,1,
61146,8,22,1,21,0,1,0,
61147,4,19,0,20,0,1,0,
61148,9,17,0,15,0,-1,1,
61149,7,17,0,18,0,1,0,
61150,9,18,0,8,1,-1,0,
61151,7,19,0,15,0,-1,1,
61152,9,18,0,7,1,0,1,
61153,J,20,0,10,1,0,1,
61154,A,21,0,12,0,-1,1,
61155,2,18,0,21,0,1,0,
61156,8,18,0,15,0,-1,1,
61157,8,18,0,18,0,0,0,
61158,9,25,1,19,0,1,0,
61159,10,19,0,20,0,1,0,
61160,K,20,0,9,1,-1,0,
61161,J,24,1,12,0,1,0,
61162,10,17,0,16,0,-1,1,
61163,7,17,0,8,1,-1,0,
61164,3,22,1,13,0,1,0,
61165,2,23,1,21,0,1,0,
61166,K,18,0,16,0,-1,1,
61167,9,24,1,18,0,1,0,
61168,6,26,1,9,1,1,1,
61169,10,25,1,19,0,1,0,
61170,10,20,0,14,0,-1,1,
61171,5,17,0,16,0,-1,1,
61172,5,21,0,8,1,-1,0,
61173,J,19,0,10,1,-1,0,
61174,J,17,0,10,1,1,1,
61175,7,23,1,19,0,1,0,
61176,Q,19,0,13,0,-1,1,
61177,6,18,0,15,0,-1,1,
61178,7,17,0,17,0,0,0,
61179,7,17,0,20,0,1,0,
61180,K,18,0,14,0,-1,1,
61181,9,18,0,12,0,-1,1,
61182,7,25,1,9,1,1,1,
61183,5,25,1,9,1,1,1,
61184,A,17,0,12,0,-1,1,
61185,2,17,0,17,0,0,0,
61186,2,21,0,13,0,-1,1,
61187,5,25,1,8,1,1,1,
61188,A,20,0,13,1,1,1,
61189,8,18,0,12,0,-1,1,
61190,3,20,0,21,0,1,0,
61191,7,18,0,14,0,-1,1,
61192,J,20,0,21,0,1,0,
61193,5,17,0,14,0,-1,1,
61194,6,21,0,18,0,-1,1,
61195,2,22,1,16,0,1,0,
61196,K,20,0,15,0,-1,1,
61197,J,23,1,10,1,1,1,
61198,3,25,1,12,0,1,0,
61199,6,26,1,20,0,1,0,
61200,9,19,0,14,0,-1,1,
61201,5,22,1,20,0,1,0,
61202,5,20,0,13,0,-1,1,
61203,J,20,0,13,0,-1,1,
61204,Q,21,0,14,0,-1,1,
61205,2,19,0,12,1,1,1,
61206,K,18,0,9,1,1,1,
61207,2,19,0,20,0,1,0,
61208,9,19,0,17,0,-1,1,
61209,4,21,0,13,0,-1,1,
61210,2,23,1,12,0,1,0,
61211,9,22,1,21,0,1,0,
61212,3,24,1,9,1,1,1,
61213,A,18,0,9,1,1,1,
61214,10,22,1,16,0,1,0,
61215,Q,20,0,17,0,-1,1,
61216,Q,20,0,20,0,0,0,
61217,4,21,0,18,0,-1,1,
61218,8,17,0,18,0,1,0,
61219,K,17,0,7,1,0,1,
61220,A,21,0,14,0,-1,1,
61221,7,19,0,11,1,-1,0,
61222,6,25,1,11,1,1,1,
61223,3,17,0,12,0,-1,1,
61224,A,21,0,9,0,-1,1,
61225,3,17,0,21,0,1,0,
61226,A,19,0,10,1,1,1,
61227,7,26,1,7,1,1,1,
61228,J,19,0,20,0,1,0,
61229,7,17,0,19,0,1,0,
61230,7,19,0,15,0,-1,1,
61231,6,24,1,12,0,1,0,
61232,10,20,0,16,0,-1,1,
61233,2,18,0,16,0,-1,1,
61234,10,17,0,6,1,-1,0,
61235,A,21,0,19,0,-1,1,
61236,3,18,0,15,0,-1,1,
61237,10,21,0,17,0,-1,1,
61238,10,18,0,17,0,-1,1,
61239,5,19,0,21,0,1,0,
61240,3,23,1,16,0,1,0,
61241,6,25,1,13,0,1,0,
61242,2,17,0,11,1,0,1,
61243,10,18,0,10,1,1,1,
61244,Q,19,0,6,1,-1,0,
61245,J,18,0,13,0,-1,1,
61246,3,23,1,19,0,1,0,
61247,5,20,0,7,1,-1,0,
61248,A,18,0,10,1,-1,0,
61249,9,19,0,8,1,-1,0,
61250,A,26,1,21,0,1,0,
61251,3,25,1,18,0,1,0,
61252,3,22,1,18,0,1,0,
61253,5,17,0,18,0,1,0,
61254,9,20,0,12,0,-1,1,
61255,J,20,0,14,0,-1,1,
61256,9,18,0,15,0,-1,1,
61257,K,18,0,15,0,-1,1,
61258,5,21,0,14,0,-1,1,
61259,7,19,0,14,0,-1,1,
61260,K,20,0,12,0,-1,1,
61261,3,18,0,19,0,1,0,
61262,5,23,1,8,1,1,1,
61263,K,26,1,14,0,1,0,
61264,5,23,1,16,0,1,0,
61265,K,20,0,18,0,-1,1,
61266,10,19,0,20,0,1,0,
61267,9,17,0,17,0,0,0,
61268,5,21,0,13,0,-1,1,
61269,10,22,1,16,0,1,0,
61270,10,25,1,14,0,1,0,
61271,4,20,0,18,0,-1,1,
61272,10,19,0,12,0,-1,1,
61273,8,18,0,17,0,-1,1,
61274,4,26,1,20,0,1,0,
61275,6,18,0,13,0,-1,1,
61276,K,22,1,14,0,1,0,
61277,J,26,1,7,1,1,1,
61278,10,26,1,15,0,1,0,
61279,3,18,0,14,0,-1,1,
61280,2,20,0,18,0,-1,1,
61281,7,18,0,14,0,-1,1,
61282,2,22,1,10,1,1,1,
61283,A,18,0,13,0,-1,1,
61284,Q,22,1,20,0,1,0,
61285,10,20,0,21,0,1,0,
61286,10,21,0,20,0,-1,1,
61287,Q,20,0,15,0,-1,1,
61288,8,18,0,18,0,0,0,
61289,3,18,0,14,0,-1,1,
61290,9,26,1,6,1,1,1,
61291,2,20,0,14,0,-1,1,
61292,5,22,1,17,0,1,0,
61293,2,24,1,11,1,1,1,
61294,7,26,1,15,0,1,0,
61295,2,21,0,11,1,-1,0,
61296,K,20,0,6,1,1,1,
61297,J,20,0,15,0,-1,1,
61298,6,22,1,13,0,1,0,
61299,K,25,1,19,0,1,0,
61300,4,19,0,19,0,0,0,
61301,7,18,0,9,1,-1,0,
61302,J,21,0,13,0,-1,1,
61303,A,21,0,15,0,-1,1,
61304,K,19,0,11,1,1,1,
61305,7,20,0,16,0,-1,1,
61306,K,22,1,13,0,1,0,
61307,J,18,0,14,0,-1,1,
61308,Q,20,0,19,0,-1,1,
61309,6,18,0,19,0,1,0,
61310,9,19,0,12,0,-1,1,
61311,K,18,0,16,0,-1,1,
61312,8,22,1,11,1,1,1,
61313,4,17,0,21,0,1,0,
61314,A,17,0,15,0,-1,1,
61315,K,18,0,17,0,-1,1,
61316,9,19,0,17,0,-1,1,
61317,6,23,1,20,0,1,0,
61318,4,22,1,15,0,1,0,
61319,4,18,0,16,0,-1,1,
61320,8,22,1,15,0,1,0,
61321,A,18,0,18,0,0,0,
61322,2,19,0,15,0,-1,1,
61323,K,19,0,17,0,-1,1,
61324,4,19,0,12,0,-1,1,
61325,5,25,1,13,0,1,0,
61326,9,18,0,13,0,-1,1,
61327,8,18,0,20,0,1,0,
61328,3,22,1,7,1,1,1,
61329,2,25,1,14,0,1,0,
61330,Q,20,0,15,0,-1,1,
61331,2,21,0,20,0,-1,1,
61332,A,18,0,16,0,-1,1,
61333,K,18,0,15,0,-1,1,
61334,A,25,1,16,0,1,0,
61335,3,18,0,16,0,-1,1,
61336,7,17,0,13,0,-1,1,
61337,A,23,1,10,1,1,1,
61338,J,20,0,19,0,-1,1,
61339,Q,17,0,15,0,-1,1,
61340,7,18,0,18,0,0,0,
61341,3,21,0,12,0,-1,1,
61342,J,24,1,16,0,1,0,
61343,J,20,0,10,1,-1,0,
61344,K,20,0,12,0,-1,1,
61345,Q,20,0,6,1,-1,0,
61346,9,19,0,12,0,-1,1,
