,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome,#Change these outputs in the simulator to get to the correct data.
61347,5,21,0,19,0,-1,1,
61348,6,21,0,15,0,-1,1,
61349,10,22,1,20,0,1,0,
61350,6,22,1,6,1,1,1,
61351,8,25,1,5,1,1,1,
61352,9,19,0,20,0,1,0,
61353,K,25,1,18,0,1,0,
61354,6,17,0,11,1,-1,0,
61355,6,20,0,14,0,-1,1,
61356,5,25,1,19,0,1,0,
61357,7,18,0,13,0,-1,1,
61358,4,21,0,12,0,-1,1,
61359,5,19,0,15,0,-1,1,
61360,A,21,0,20,0,-1,1,
61361,10,20,0,8,1,-1,0,
61362,9,21,0,21,0,0,0,
61363,2,24,1,19,0,1,0,
61364,6,26,1,8,1,1,1,
61365,2,24,1,13,0,1,0,
61366,3,19,0,18,0,-1,1,
61367,6,21,0,15,0,-1,1,
61368,Q,20,0,16,0,-1,1,
61369,7,17,0,12,0,-1,1,
61370,Q,17,0,15,0,-1,1,
61371,8,18,0,17,0,-1,1,
61372,K,19,0,12,0,-1,1,
61373,5,18,0,20,0,1,0,
61374,Q,18,0,17,0,-1,1,
61375,7,17,0,14,0,-1,1,
61376,K,20,0,14,0,-1,1,
61377,6,20,0,21,0,1,0,
61378,Q,26,1,19,0,1,0,
61379,3,23,1,20,0,1,0,
61380,10,20,0,11,1,1,1,
61381,4,19,0,4,1,0,1,
61382,4,19,0,13,0,-1,1,
61383,5,20,0,7,1,-1,0,
61384,8,25,1,15,0,1,0,
61385,6,20,0,19,0,-1,1,
61386,K,21,0,10,0,-1,1,
61387,A,19,0,13,0,-1,1,
61388,8,19,0,17,0,-1,1,
61389,7,19,0,5,1,1,1,
61390,9,20,0,12,0,-1,1,
61391,A,19,0,11,1,-1,0,
61392,5,20,0,19,0,-1,1,
61393,A,20,0,20,0,0,0,
61394,2,25,1,14,0,1,0,
61395,8,19,0,16,0,-1,1,
61396,K,20,0,10,1,0,1,
61397,J,18,0,14,0,-1,1,
61398,6,17,0,19,0,1,0,
61399,8,18,0,9,1,1,1,
61400,Q,19,0,4,1,-1,0,
61401,6,17,0,21,0,1,0,
61402,J,17,0,16,0,-1,1,
61403,3,18,0,15,0,-1,1,
61404,4,21,0,13,0,-1,1,
61405,6,18,0,11,1,0,1,
61406,10,19,0,12,0,-1,1,
61407,6,20,0,13,0,-1,1,
61408,8,18,0,19,0,1,0,
61409,7,23,1,12,0,1,0,
61410,2,19,0,16,0,-1,1,
61411,K,19,0,6,1,1,1,
61412,9,17,0,17,0,0,0,
61413,3,20,0,10,1,-1,0,
61414,10,17,0,16,0,-1,1,
61415,9,19,0,13,0,-1,1,
61416,A,18,0,15,0,-1,1,
61417,10,20,0,19,0,-1,1,
61418,9,19,0,13,0,-1,1,
61419,5,17,0,17,0,0,0,
61420,7,21,0,19,0,-1,1,
61421,7,17,0,9,1,-1,0,
61422,10,21,0,19,0,-1,1,
61423,5,20,0,14,0,-1,1,
61424,6,19,0,10,1,1,1,
61425,3,19,0,16,0,-1,1,
61426,4,18,0,16,0,-1,1,
61427,10,21,0,15,0,-1,1,
61428,8,18,0,9,1,0,1,
61429,3,18,0,15,0,-1,1,
61430,6,21,0,17,0,-1,1,
61431,J,20,0,16,0,-1,1,
61432,5,17,0,19,0,1,0,
61433,3,24,1,20,0,1,0,
61434,K,22,1,20,0,1,0,
61435,10,23,1,19,0,1,0,
61436,A,22,1,16,0,1,0,
61437,A,21,0,20,0,-1,1,
61438,6,24,1,14,0,1,0,
61439,J,20,0,13,0,-1,1,
61440,5,19,0,20,0,1,0,
61441,Q,17,0,15,0,-1,1,
61442,2,20,0,5,1,-1,0,
61443,J,20,0,20,0,0,0,
61444,2,23,1,18,0,1,0,
61445,10,21,0,13,0,-1,1,
61446,8,24,1,13,0,1,0,
61447,7,18,0,9,1,1,1,
61448,5,24,1,17,0,1,0,
61449,7,23,1,16,0,1,0,
61450,6,21,0,11,1,0,1,
61451,10,18,0,12,0,-1,1,
61452,2,21,0,21,0,0,0,
61453,9,17,0,12,0,-1,1,
61454,A,22,1,12,0,1,0,
61455,3,23,1,13,0,1,0,
61456,J,19,0,21,0,1,0,
61457,10,20,0,15,0,-1,1,
61458,Q,20,0,20,0,0,0,
61459,4,19,0,13,0,-1,1,
61460,8,19,0,17,0,-1,1,
61461,5,25,1,10,1,1,1,
61462,J,25,1,11,1,1,1,
61463,10,20,0,11,1,-1,0,
61464,7,23,1,13,0,1,0,
61465,4,19,0,20,0,1,0,
61466,9,20,0,15,0,-1,1,
61467,A,21,0,15,0,-1,1,
61468,3,23,1,13,0,1,0,
61469,8,18,0,16,0,-1,1,
61470,3,20,0,13,0,-1,1,
61471,10,19,0,8,1,-1,0,
61472,J,20,0,13,0,-1,1,
61473,10,19,0,14,0,-1,1,
61474,10,25,1,15,0,1,0,
61475,Q,18,0,13,0,-1,1,
61476,5,17,0,18,0,1,0,
61477,K,20,0,17,0,-1,1,
61478,2,17,0,13,0,-1,1,
61479,4,26,1,17,0,1,0,
61480,7,18,0,13,0,-1,1,
61481,J,20,0,20,0,0,0,
61482,8,18,0,20,0,1,0,
61483,4,22,1,19,0,1,0,
61484,J,22,1,16,0,1,0,
61485,K,18,0,18,0,0,0,
61486,2,21,0,15,0,-1,1,
61487,8,19,0,12,0,-1,1,
61488,A,20,0,12,0,-1,1,
61489,8,18,0,21,0,1,0,
61490,4,17,0,18,0,1,0,
61491,Q,20,0,14,0,-1,1,
61492,6,25,1,20,0,1,0,
61493,7,24,1,19,0,1,0,
61494,J,20,0,12,0,-1,1,
61495,8,25,1,13,0,1,0,
61496,4,20,0,16,0,-1,1,
61497,9,24,1,13,0,1,0,
61498,A,19,0,10,1,-1,0,
61499,4,23,1,8,1,1,1,
61500,5,19,0,12,0,-1,1,
61501,6,19,0,17,0,-1,1,
61502,3,23,1,19,0,1,0,
61503,J,23,1,10,1,1,1,
61504,A,20,0,13,0,-1,1,
61505,10,21,0,11,0,-1,1,
61506,9,22,1,18,0,1,0,
61507,2,24,1,20,0,1,0,
61508,3,26,1,16,0,1,0,
61509,6,17,0,12,0,-1,1,
61510,Q,24,1,15,0,1,0,
61511,10,26,1,21,0,1,0,
61512,3,23,1,12,0,1,0,
61513,9,20,0,20,0,0,0,
61514,7,17,0,16,0,-1,1,
61515,J,21,0,15,0,-1,1,
61516,4,18,0,14,0,-1,1,
61517,4,22,1,21,0,1,0,
61518,8,18,0,16,0,-1,1,
61519,5,24,1,10,1,1,1,
61520,8,17,0,21,0,1,0,
61521,10,19,0,11,1,1,1,
61522,7,23,1,18,0,1,0,
61523,K,24,1,15,0,1,0,
61524,K,20,0,8,1,-1,0,
61525,9,19,0,14,0,-1,1,
61526,10,20,0,12,0,-1,1,
61527,10,23,1,20,0,1,0,
61528,6,20,0,17,0,-1,1,
61529,7,17,0,5,1,1,1,
61530,8,24,1,19,0,1,0,
61531,Q,19,0,10,1,1,1,
61532,8,22,1,19,0,1,0,
61533,7,18,0,20,0,1,0,
61534,9,21,0,15,0,-1,1,
61535,10,20,0,21,0,1,0,
61536,10,21,0,15,0,-1,1,
61537,2,17,0,17,0,0,0,
61538,J,17,0,9,1,1,1,
61539,10,19,0,14,0,-1,1,
61540,J,20,0,14,0,-1,1,
61541,10,21,0,16,0,-1,1,
61542,2,21,0,12,0,-1,1,
61543,J,20,0,15,0,-1,1,
61544,J,23,1,9,1,1,1,
61545,9,17,0,10,1,1,1,
61546,8,17,0,13,0,-1,1,
61547,9,25,1,18,0,1,0,
61548,7,17,0,9,1,1,1,
61549,4,19,0,12,0,-1,1,
61550,5,24,1,19,0,1,0,
61551,K,23,1,13,0,1,0,
61552,6,25,1,20,0,1,0,
61553,10,17,0,14,0,-1,1,
61554,8,18,0,13,0,-1,1,
61555,2,19,0,9,1,0,1,
61556,7,23,1,8,1,1,1,
61557,9,19,0,12,0,-1,1,
61558,3,18,0,21,0,1,0,
61559,2,24,1,14,0,1,0,
61560,7,23,1,11,1,1,1,
61561,10,20,0,20,0,0,0,
61562,9,17,0,14,0,-1,1,
61563,Q,20,0,12,0,-1,1,
61564,J,20,0,15,0,-1,1,
61565,8,18,0,14,0,-1,1,
61566,K,19,0,16,0,-1,1,
61567,9,19,0,13,0,-1,1,
61568,4,19,0,9,1,-1,0,
61569,2,22,1,9,1,1,1,
61570,3,23,1,20,0,1,0,
61571,Q,20,0,21,0,1,0,
61572,Q,20,0,20,0,0,0,
61573,2,26,1,18,0,1,0,
61574,9,21,0,12,0,-1,1,
61575,3,22,1,10,1,1,1,
61576,6,20,0,5,1,-1,0,
61577,9,22,1,16,0,1,0,
61578,5,23,1,16,0,1,0,
61579,9,17,0,12,0,-1,1,
61580,K,18,0,13,0,-1,1,
61581,Q,24,1,18,0,1,0,
61582,2,23,1,20,0,1,0,
61583,A,18,0,20,0,1,0,
61584,3,24,1,15,0,1,0,
61585,10,20,0,7,1,-1,0,
61586,Q,20,0,14,0,-1,1,
61587,A,20,0,19,0,-1,1,
61588,9,25,1,14,0,1,0,
61589,A,21,0,20,0,-1,1,
61590,8,17,0,15,0,-1,1,
61591,3,22,1,21,0,1,0,
61592,A,21,0,19,0,-1,1,
61593,Q,18,0,14,0,-1,1,
61594,10,20,0,16,0,-1,1,
61595,4,17,0,12,0,-1,1,
61596,5,24,1,14,0,1,0,
61597,2,21,0,19,0,-1,1,
61598,A,17,0,16,0,-1,1,
61599,7,17,0,13,0,-1,1,
61600,5,25,1,19,0,1,0,
61601,2,24,1,21,0,1,0,
61602,5,19,0,13,0,-1,1,
61603,4,21,0,15,0,-1,1,
61604,Q,20,0,7,1,-1,0,
61605,7,17,0,14,0,-1,1,
61606,6,24,1,12,0,1,0,
61607,K,20,0,15,0,-1,1,
61608,7,17,0,14,0,-1,1,
61609,6,22,1,13,0,1,0,
61610,K,19,0,9,1,-1,0,
61611,8,26,1,4,1,1,1,
61612,5,17,0,8,1,1,1,
61613,8,19,0,11,1,1,1,
61614,10,24,1,6,1,1,1,
61615,7,26,1,20,0,1,0,
61616,4,20,0,11,1,1,1,
61617,A,21,0,16,0,-1,1,
61618,J,18,0,10,1,1,1,
61619,5,20,0,10,1,0,1,
61620,Q,19,0,20,0,1,0,
61621,3,21,0,14,0,-1,1,
61622,6,26,1,15,0,1,0,
61623,6,21,0,13,0,-1,1,
61624,7,18,0,7,1,-1,0,
61625,J,17,0,9,1,1,1,
61626,K,20,0,8,1,-1,0,
61627,Q,18,0,16,0,-1,1,
61628,9,18,0,14,0,-1,1,
61629,5,23,1,11,1,1,1,
61630,6,19,0,12,1,1,1,
61631,6,20,0,6,1,-1,0,
61632,2,22,1,20,0,1,0,
61633,3,26,1,11,1,1,1,
61634,9,19,0,17,0,-1,1,
61635,9,25,1,20,0,1,0,
61636,4,21,0,12,0,-1,1,
61637,5,21,0,19,0,-1,1,
61638,4,17,0,15,0,-1,1,
61639,5,22,1,20,0,1,0,
61640,9,18,0,20,0,1,0,
61641,4,18,0,14,0,-1,1,
61642,3,23,1,13,0,1,0,
61643,K,18,0,14,0,-1,1,
61644,4,19,0,14,0,-1,1,
61645,J,23,1,17,0,1,0,
61646,A,21,0,8,0,-1,1,
61647,A,17,0,15,0,-1,1,
61648,3,23,1,15,0,1,0,
61649,K,20,0,14,0,-1,1,
61650,6,24,1,20,0,1,0,
61651,A,18,0,14,0,-1,1,
61652,5,18,0,14,0,-1,1,
61653,5,24,1,12,0,1,0,
61654,K,20,0,10,1,-1,0,
61655,5,23,1,17,0,1,0,
61656,Q,20,0,15,0,-1,1,
61657,2,25,1,12,0,1,0,
61658,Q,22,1,12,0,1,0,
61659,5,19,0,9,1,1,1,
61660,9,17,0,13,0,-1,1,
61661,7,17,0,16,0,-1,1,
61662,10,22,1,21,0,1,0,
61663,9,20,0,7,1,-1,0,
61664,6,17,0,15,0,-1,1,
61665,3,17,0,20,0,1,0,
61666,Q,17,0,9,1,1,1,
61667,J,20,0,13,0,-1,1,
61668,3,19,0,15,0,-1,1,
61669,7,21,0,13,0,-1,1,
61670,K,20,0,5,1,-1,0,
61671,10,22,1,11,1,1,1,
61672,Q,20,0,16,0,-1,1,
61673,8,18,0,18,0,0,0,
61674,4,21,0,16,0,-1,1,
61675,7,18,0,6,1,-1,0,
61676,9,19,0,15,0,-1,1,
61677,2,17,0,16,0,-1,1,
61678,J,21,0,16,0,-1,1,
61679,A,18,0,12,0,-1,1,
61680,9,23,1,13,0,1,0,
61681,4,20,0,19,0,-1,1,
61682,6,21,0,13,0,-1,1,
61683,8,18,0,13,0,-1,1,
61684,5,18,0,13,0,-1,1,
61685,2,22,1,11,1,1,1,
61686,2,23,1,17,0,1,0,
61687,2,19,0,13,0,-1,1,
61688,K,20,0,19,0,-1,1,
61689,4,19,0,12,0,-1,1,
61690,10,17,0,9,1,1,1,
61691,3,17,0,11,1,-1,0,
61692,A,20,0,13,0,-1,1,
61693,6,23,1,19,0,1,0,
61694,J,20,0,9,1,-1,0,
61695,8,20,0,20,0,0,0,
61696,4,18,0,21,0,1,0,
61697,2,21,0,13,0,-1,1,
61698,4,18,0,13,0,-1,1,
61699,6,23,1,17,0,1,0,
61700,6,25,1,18,0,1,0,
61701,2,20,0,20,0,0,0,
61702,5,23,1,19,0,1,0,
61703,2,18,0,20,0,1,0,
61704,5,17,0,18,0,1,0,
61705,7,21,0,18,0,-1,1,
61706,5,18,0,19,0,1,0,
61707,J,20,0,10,1,-1,0,
61708,5,24,1,8,1,1,1,
61709,6,19,0,10,1,1,1,
61710,7,18,0,19,0,1,0,
61711,K,20,0,20,0,0,0,
61712,2,20,0,19,0,-1,1,
61713,2,20,0,21,0,1,0,
61714,Q,20,0,12,0,-1,1,
61715,3,18,0,13,0,-1,1,
61716,2,21,0,12,0,-1,1,
61717,J,20,0,16,0,-1,1,
61718,6,26,1,13,0,1,0,
61719,7,17,0,20,0,1,0,
61720,4,22,1,17,0,1,0,
61721,2,17,0,10,1,1,1,
61722,5,18,0,11,1,-1,0,
61723,3,17,0,20,0,1,0,
61724,7,21,0,13,0,-1,1,
61725,2,22,1,13,0,1,0,
61726,K,18,0,16,0,-1,1,
61727,6,24,1,16,0,1,0,
61728,J,19,0,17,0,-1,1,
61729,K,19,0,16,0,-1,1,
61730,7,17,0,21,0,1,0,
61731,Q,25,1,18,0,1,0,
61732,9,18,0,20,0,1,0,
61733,2,20,0,8,1,-1,0,
61734,A,18,0,9,1,1,1,
61735,10,26,1,16,0,1,0,
61736,A,17,0,16,0,-1,1,
61737,10,17,0,13,0,-1,1,
61738,5,25,1,18,0,1,0,
61739,4,22,1,13,0,1,0,
61740,6,20,0,18,0,-1,1,
61741,3,19,0,19,0,0,0,
61742,2,19,0,10,1,-1,0,
61743,5,21,0,15,0,-1,1,
61744,6,23,1,18,0,1,0,
61745,3,25,1,19,0,1,0,
61746,K,20,0,15,0,-1,1,
61747,J,19,0,10,1,-1,0,
61748,3,18,0,21,0,1,0,
61749,4,18,0,19,0,1,0,
61750,J,17,0,12,0,-1,1,
61751,K,22,1,13,0,1,0,
61752,9,19,0,6,1,-1,0,
61753,2,19,0,10,1,-1,0,
61754,3,17,0,13,0,-1,1,
61755,2,22,1,12,0,1,0,
61756,10,21,0,5,0,-1,1,
61757,10,19,0,10,1,1,1,
61758,8,18,0,15,0,-1,1,
61759,9,18,0,15,0,-1,1,
61760,6,19,0,9,1,1,1,
61761,8,22,1,14,0,1,0,
61762,A,21,0,19,0,-1,1,
61763,J,18,0,15,0,-1,1,
61764,4,19,0,8,1,-1,0,
61765,J,23,1,15,0,1,0,
61766,J,18,0,9,1,1,1,
61767,3,23,1,15,0,1,0,
61768,4,24,1,6,1,1,1,
61769,10,20,0,11,1,1,1,
61770,K,21,0,12,0,-1,1,
61771,5,21,0,9,1,-1,0,
61772,K,21,0,14,0,-1,1,
61773,A,26,1,17,0,1,0,
61774,A,21,0,21,0,0,0,
61775,J,17,0,7,1,1,1,
61776,7,20,0,19,0,-1,1,
61777,J,21,0,18,0,-1,1,
61778,4,18,0,19,0,1,0,
61779,A,21,0,10,0,-1,1,
61780,7,20,0,19,0,-1,1,
61781,9,18,0,15,0,-1,1,
61782,6,17,0,19,0,1,0,
61783,Q,18,0,17,0,-1,1,
61784,3,22,1,20,0,1,0,
61785,K,24,1,11,1,1,1,
61786,9,20,0,14,0,-1,1,
61787,5,21,0,18,0,-1,1,
61788,10,20,0,15,0,-1,1,
61789,J,21,0,14,0,-1,1,
61790,10,23,1,17,0,1,0,
61791,K,20,0,8,1,-1,0,
61792,9,17,0,13,0,-1,1,
61793,2,18,0,4,1,-1,0,
61794,A,21,0,13,0,-1,1,
61795,9,23,1,14,0,1,0,
61796,5,17,0,4,1,-1,0,
61797,2,17,0,17,0,0,0,
61798,4,19,0,16,0,-1,1,
61799,5,19,0,15,0,-1,1,
61800,3,18,0,15,0,-1,1,
61801,A,20,0,12,0,-1,1,
61802,K,20,0,18,0,-1,1,
61803,A,21,0,18,0,-1,1,
61804,5,18,0,19,0,1,0,
61805,3,19,0,9,1,-1,0,
61806,7,17,0,16,0,-1,1,
61807,J,20,0,20,0,0,0,
61808,K,20,0,20,0,0,0,
61809,7,25,1,9,1,1,1,
61810,6,20,0,18,0,-1,1,
61811,9,19,0,19,0,0,0,
61812,J,20,0,12,0,-1,1,
61813,6,18,0,19,0,1,0,
61814,9,22,1,18,0,1,0,
61815,3,17,0,12,0,-1,1,
61816,A,19,0,12,0,-1,1,
61817,4,23,1,14,0,1,0,
61818,3,25,1,16,0,1,0,
61819,10,21,0,14,0,-1,1,
61820,10,20,0,15,0,-1,1,
61821,K,21,0,14,0,-1,1,
61822,7,25,1,15,0,1,0,
61823,5,25,1,8,1,1,1,
61824,9,17,0,19,0,1,0,
61825,2,25,1,14,0,1,0,
61826,3,19,0,14,0,-1,1,
61827,Q,18,0,17,0,-1,1,
61828,5,19,0,11,1,1,1,
61829,4,24,1,13,0,1,0,
61830,7,22,1,17,0,1,0,
61831,K,18,0,13,0,-1,1,
61832,A,18,0,13,0,-1,1,
61833,6,25,1,19,0,1,0,
61834,3,19,0,18,0,-1,1,
61835,K,20,0,12,0,-1,1,
61836,9,18,0,18,0,0,0,
61837,7,18,0,9,1,-1,0,
61838,J,19,0,5,1,0,1,
61839,9,20,0,20,0,0,0,
61840,8,18,0,14,0,-1,1,
61841,K,18,0,19,0,1,0,
61842,7,24,1,14,0,1,0,
61843,6,24,1,11,1,1,1,
61844,5,24,1,17,0,1,0,
61845,9,19,0,10,1,1,1,
61846,6,26,1,21,0,1,0,
61847,K,20,0,11,1,1,1,
61848,10,20,0,10,1,-1,0,
61849,7,17,0,14,0,-1,1,
61850,A,20,0,15,0,-1,1,
61851,4,25,1,11,1,1,1,
61852,5,24,1,14,0,1,0,
61853,A,17,0,8,1,1,1,
61854,K,19,0,17,0,-1,1,
61855,Q,19,0,20,0,1,0,
61856,8,19,0,6,1,-1,0,
61857,J,20,0,16,0,-1,1,
61858,Q,20,0,10,1,0,1,
61859,6,26,1,21,0,1,0,
61860,6,17,0,12,0,-1,1,
61861,J,17,0,21,0,1,0,
61862,4,23,1,11,1,1,1,
61863,J,17,0,15,0,-1,1,
61864,4,23,1,11,1,1,1,
61865,2,19,0,16,0,-1,1,
61866,K,20,0,15,0,-1,1,
61867,9,19,0,15,0,-1,1,
61868,J,19,0,17,0,-1,1,
61869,3,19,0,7,1,-1,0,
61870,9,20,0,13,0,-1,1,
61871,8,21,0,17,0,-1,1,
61872,A,21,0,14,0,-1,1,
61873,6,26,1,7,1,1,1,
61874,6,21,0,6,1,-1,0,
61875,K,19,0,13,0,-1,1,
61876,5,21,0,20,0,-1,1,
61877,K,21,0,20,0,-1,1,
61878,3,24,1,18,0,1,0,
61879,6,24,1,19,0,1,0,
61880,J,26,1,9,1,1,1,
61881,2,21,0,12,0,-1,1,
61882,J,21,0,11,0,-1,1,
61883,J,17,0,5,1,-1,0,
61884,4,17,0,14,0,-1,1,
61885,J,18,0,17,0,-1,1,
61886,A,17,0,19,0,1,0,
61887,4,21,0,7,1,-1,0,
61888,J,24,1,21,0,1,0,
61889,6,23,1,16,0,1,0,
61890,J,20,0,7,1,-1,0,
61891,Q,21,0,18,0,-1,1,
61892,9,23,1,6,1,1,1,
61893,J,26,1,20,0,1,0,
61894,2,17,0,8,1,-1,0,
61895,7,24,1,14,0,1,0,
61896,4,24,1,7,1,1,1,
61897,K,25,1,13,0,1,0,
61898,Q,23,1,12,0,1,0,
61899,K,20,0,19,0,-1,1,
61900,10,18,0,13,0,-1,1,
61901,5,20,0,20,0,0,0,
61902,6,26,1,9,1,1,1,
61903,6,17,0,19,0,1,0,
61904,5,19,0,21,0,1,0,
61905,9,17,0,14,0,-1,1,
61906,3,20,0,8,1,-1,0,
61907,Q,20,0,17,0,-1,1,
61908,6,18,0,15,0,-1,1,
61909,A,21,0,20,0,-1,1,
61910,6,17,0,17,0,0,0,
61911,4,19,0,19,0,0,0,
61912,8,17,0,6,1,-1,0,
61913,10,20,0,14,0,-1,1,
61914,5,26,1,15,0,1,0,
61915,7,22,1,19,0,1,0,
61916,J,23,1,12,0,1,0,
61917,6,22,1,20,0,1,0,
61918,8,17,0,19,0,1,0,
61919,5,18,0,14,0,-1,1,
61920,4,21,0,14,0,-1,1,
61921,7,24,1,20,0,1,0,
61922,4,17,0,12,0,-1,1,
61923,4,18,0,12,0,-1,1,
61924,J,20,0,13,0,-1,1,
61925,4,17,0,21,0,1,0,
61926,9,25,1,18,0,1,0,
61927,5,17,0,13,0,-1,1,
61928,J,21,0,20,0,-1,1,
61929,4,18,0,18,0,0,0,
61930,3,21,0,16,0,-1,1,
61931,2,23,1,18,0,1,0,
61932,4,22,1,19,0,1,0,
61933,3,20,0,18,0,-1,1,
61934,3,23,1,20,0,1,0,
61935,5,25,1,17,0,1,0,
61936,7,18,0,20,0,1,0,
61937,J,26,1,16,0,1,0,
61938,6,24,1,13,0,1,0,
61939,Q,17,0,21,0,1,0,
61940,A,17,0,12,0,-1,1,
61941,2,21,0,19,0,-1,1,
61942,9,19,0,7,1,-1,0,
61943,Q,18,0,20,0,1,0,
61944,Q,25,1,8,1,1,1,
61945,K,20,0,12,0,-1,1,
61946,K,23,1,12,0,1,0,
61947,9,23,1,20,0,1,0,
61948,7,17,0,16,0,-1,1,
61949,A,19,0,11,1,-1,0,
61950,10,20,0,15,0,-1,1,
61951,9,19,0,14,0,-1,1,
61952,3,23,1,19,0,1,0,
61953,6,24,1,9,1,1,1,
61954,10,20,0,11,1,1,1,
61955,5,20,0,19,0,-1,1,
61956,9,17,0,14,0,-1,1,
61957,6,25,1,9,1,1,1,
61958,10,23,1,6,2,1,1,
61959,9,21,0,17,0,-1,1,
61960,2,19,0,9,1,-1,0,
61961,6,20,0,13,0,-1,1,
61962,K,17,0,20,0,1,0,
61963,9,19,0,19,0,0,0,
61964,4,25,1,21,0,1,0,
61965,J,18,0,10,1,-1,0,
61966,10,22,1,14,0,1,0,
61967,J,20,0,21,0,1,0,
61968,J,17,0,19,0,1,0,
61969,K,20,0,7,1,1,1,
61970,10,20,0,17,0,-1,1,
61971,K,17,0,14,0,-1,1,
61972,K,17,0,11,1,-1,0,
61973,5,20,0,18,0,-1,1,
61974,A,20,0,20,0,0,0,
61975,3,18,0,15,0,-1,1,
61976,4,18,0,10,1,-1,0,
61977,A,21,0,19,0,-1,1,
61978,8,26,1,14,0,1,0,
61979,7,17,0,13,0,-1,1,
61980,7,26,1,16,0,1,0,
61981,5,19,0,15,0,-1,1,
61982,10,21,0,13,0,-1,1,
61983,J,21,0,9,0,-1,1,
61984,10,21,0,17,0,-1,1,
61985,10,19,0,14,0,-1,1,
61986,J,21,0,15,0,-1,1,
61987,3,19,0,16,0,-1,1,
61988,K,19,0,21,0,1,0,
61989,9,19,0,13,0,-1,1,
61990,4,20,0,20,0,0,0,
61991,6,19,0,15,0,-1,1,
61992,10,21,0,15,0,-1,1,
61993,J,20,0,11,1,1,1,
61994,3,22,1,18,0,1,0,
61995,K,21,0,21,0,0,0,
61996,2,25,1,17,0,1,0,
61997,10,20,0,12,0,-1,1,
61998,A,21,0,6,0,-1,1,
61999,J,20,0,20,0,0,0,
62000,7,21,0,13,0,-1,1,
62001,6,17,0,18,0,1,0,
62002,5,19,0,13,0,-1,1,
62003,10,26,1,17,0,1,0,
62004,8,21,0,21,0,0,0,
62005,6,17,0,13,0,-1,1,
62006,J,20,0,12,0,-1,1,
62007,K,22,1,16,0,1,0,
62008,7,17,0,6,1,0,1,
62009,10,18,0,12,0,-1,1,
62010,8,19,0,8,1,-1,0,
62011,A,20,0,10,1,-1,0,
62012,6,17,0,18,0,1,0,
62013,K,21,0,14,0,-1,1,
62014,K,23,1,20,0,1,0,
62015,A,17,0,17,0,0,0,
62016,6,24,1,11,1,1,1,
62017,5,22,1,16,0,1,0,
62018,8,17,0,13,0,-1,1,
62019,2,24,1,20,0,1,0,
62020,A,24,1,15,0,1,0,
62021,2,19,0,12,0,-1,1,
62022,9,19,0,13,0,-1,1,
62023,2,21,0,19,0,-1,1,
62024,7,17,0,21,0,1,0,
62025,6,17,0,14,0,-1,1,
62026,4,24,1,14,0,1,0,
62027,10,17,0,13,0,-1,1,
62028,10,20,0,15,0,-1,1,
62029,Q,20,0,14,0,-1,1,
62030,3,23,1,16,0,1,0,
62031,5,25,1,10,1,1,1,
62032,2,18,0,19,0,1,0,
62033,3,23,1,19,0,1,0,
62034,8,18,0,11,1,1,1,
62035,6,26,1,17,0,1,0,
62036,2,26,1,16,0,1,0,
62037,3,17,0,19,0,1,0,
62038,Q,20,0,18,0,-1,1,
62039,4,22,1,17,0,1,0,
62040,10,22,1,12,0,1,0,
62041,6,26,1,13,0,1,0,
62042,Q,20,0,20,0,0,0,
62043,9,21,0,21,0,0,0,
62044,J,19,0,17,0,-1,1,
62045,Q,18,0,12,0,-1,1,
62046,7,23,1,18,0,1,0,
62047,K,19,0,21,0,1,0,
62048,Q,20,0,15,0,-1,1,
62049,J,21,0,17,0,-1,1,
62050,10,22,1,17,0,1,0,
62051,J,19,0,8,1,-1,0,
62052,3,17,0,10,1,-1,0,
62053,9,17,0,10,1,-1,0,
62054,2,18,0,16,0,-1,1,
62055,10,20,0,14,0,-1,1,
62056,2,22,1,14,0,1,0,
62057,4,18,0,21,0,1,0,
62058,A,18,0,15,0,-1,1,
62059,10,17,0,9,1,1,1,
62060,3,22,1,19,0,1,0,
62061,J,22,1,18,0,1,0,
62062,7,20,0,21,0,1,0,
62063,A,21,0,13,0,-1,1,
62064,4,20,0,17,0,-1,1,
62065,4,20,0,10,1,0,1,
62066,A,23,1,18,0,1,0,
62067,8,24,1,10,1,1,1,
62068,10,19,0,13,0,-1,1,
62069,A,18,0,16,0,-1,1,
62070,K,19,0,12,0,-1,1,
62071,10,21,0,12,0,-1,1,
62072,8,18,0,13,0,-1,1,
62073,3,17,0,21,0,1,0,
62074,4,20,0,13,0,-1,1,
62075,2,17,0,10,1,-1,0,
62076,8,17,0,12,0,-1,1,
62077,J,19,0,10,1,1,1,
62078,7,18,0,18,0,0,0,
62079,4,24,1,20,0,1,0,
62080,5,22,1,16,0,1,0,
62081,K,20,0,5,1,-1,0,
62082,Q,20,0,16,0,-1,1,
62083,4,21,0,20,0,-1,1,
62084,8,19,0,14,0,-1,1,
62085,10,20,0,12,0,-1,1,
62086,Q,23,1,13,0,1,0,
62087,3,26,1,17,0,1,0,
62088,J,24,1,13,0,1,0,
62089,5,18,0,19,0,1,0,
62090,K,23,1,15,0,1,0,
62091,J,25,1,16,0,1,0,
62092,5,17,0,15,0,-1,1,
62093,2,20,0,9,1,-1,0,
62094,A,21,0,20,0,-1,1,
62095,9,19,0,19,0,0,0,
62096,6,17,0,10,1,-1,0,
62097,10,24,1,17,0,1,0,
