,dealer_card,dealer_estimated_value,dealer_bust,init_hand,hit,result,outcome
2180,8,16,0,15,1,-1.0,0
2181,5,11,1,13,2,1.0,1
2182,J,16,0,15,2,-1.0,0
2183,7,9,0,21,0,1.0,0
2184,5,9,0,18,0,-1.0,1
2185,10,12,0,13,1,1.0,1
2186,6,7,1,14,1,1.0,1
2187,K,20,0,6,3,-1.0,0
2188,7,10,1,13,1,1.0,1
2189,A,22,0,7,0,-1.0,1
2190,10,12,1,18,0,1.0,0
2191,2,11,0,15,1,-1.0,0
2192,A,14,0,14,1,-1.0,0
2193,6,9,0,15,1,1.0,1
2194,A,15,0,17,1,-1.0,0
2195,10,16,0,10,1,1.0,1
2196,10,9,1,20,0,1.0,0
2197,2,6,0,9,1,1.0,1
2198,4,7,1,12,2,1.0,1
2199,9,13,0,14,1,1.0,1
2200,10,11,0,17,0,-1.0,1
2201,8,21,0,19,0,1.0,0
2202,K,22,0,20,0,-1.0,1
2203,7,18,0,21,0,1.0,0
2204,7,13,0,10,1,1.0,1
2205,5,13,0,6,1,-1.0,0
2206,6,9,1,6,2,-1.0,0
2207,7,16,0,17,1,1.0,1
2208,3,9,0,9,2,1.0,1
2209,3,4,0,19,0,1.0,0
2210,K,8,0,20,0,1.0,0
2211,5,10,1,16,1,1.0,1
2212,6,5,0,5,1,1.0,1
2213,2,6,0,10,1,-1.0,0
2214,7,11,0,14,1,1.0,1
2215,4,4,1,5,2,-1.0,0
2216,A,23,0,17,0,-1.0,1
2217,2,13,0,7,1,1.0,1
2218,4,11,0,18,0,-1.0,1
2219,3,6,0,9,1,1.0,1
2220,K,11,0,18,0,-1.0,1
2221,5,14,0,16,1,-1.0,0
2222,K,19,0,19,0,-1.0,1
2223,K,16,0,10,2,-1.0,0
2224,A,16,0,12,1,-1.0,0
2225,A,17,0,9,0,-1.0,1
2226,2,8,0,20,0,-1.0,1
2227,4,4,0,16,1,1.0,1
2228,6,8,1,18,0,1.0,0
2229,6,6,0,12,1,-1.0,0
2230,A,6,0,14,0,-1.0,1
2231,6,18,1,14,2,-1.0,0
2232,4,11,0,13,2,-1.0,0
2233,5,9,0,13,1,-1.0,0
2234,9,19,0,20,0,1.0,0
2235,3,12,0,13,1,1.0,1
2236,3,5,0,12,2,-1.0,0
2237,3,9,0,12,2,-1.0,0
2238,8,16,0,15,1,-1.0,0
2239,6,8,0,18,0,-1.0,1
2240,8,10,0,13,2,1.0,1
2241,9,8,0,18,0,-1.0,1
2242,5,11,0,12,1,1.0,1
2243,5,6,1,21,0,1.0,0
2244,3,6,1,10,2,1.0,1
2245,3,15,1,19,0,1.0,0
2246,3,14,1,12,2,-1.0,0
2247,9,13,1,12,2,-1.0,0
2248,2,11,0,13,2,-1.0,0
2249,K,11,0,20,0,1.0,0
2250,4,5,0,9,2,-1.0,0
2251,9,15,0,21,0,1.0,0
2252,8,13,0,19,0,1.0,0
2253,4,5,0,16,1,-1.0,0
2254,K,11,1,11,2,1.0,1
2255,A,11,0,8,1,-1.0,0
2256,6,10,1,6,2,1.0,1
2257,A,15,0,16,0,-1.0,1
2258,10,12,0,19,0,1.0,0
2259,5,15,0,20,0,1.0,0
2260,Q,17,1,13,1,1.0,1
2261,6,9,1,21,0,1.0,0
2262,3,10,0,18,0,-1.0,1
2263,8,18,0,14,1,-1.0,0
2264,5,9,0,14,1,-1.0,0
2265,10,12,0,7,1,1.0,1
2266,5,10,1,14,1,-1.0,0
2267,4,6,0,19,0,1.0,0
2268,6,13,0,12,2,-1.0,0
2269,3,2,1,18,0,1.0,0
2270,8,12,0,15,1,-1.0,0
2271,A,10,1,12,1,1.0,1
2272,J,12,0,7,2,1.0,1
2273,5,12,0,13,2,-1.0,0
2274,K,21,0,11,3,-1.0,0
2275,J,13,1,18,0,1.0,0
2276,5,9,0,19,0,1.0,0
2277,3,5,1,14,1,-1.0,0
2278,5,10,0,13,1,-1.0,0
2279,A,19,0,15,0,-1.0,1
2280,9,16,0,12,2,-1.0,0
2281,2,8,1,12,2,-1.0,0
2282,5,11,0,13,1,-1.0,0
2283,A,12,0,12,1,1.0,1
2284,2,6,1,14,1,1.0,1
2285,2,5,0,15,1,-1.0,0
2286,A,14,0,19,0,-1.0,1
2287,5,18,0,20,0,1.0,0
2288,10,18,0,13,3,-1.0,0
2289,5,13,0,14,1,-1.0,0
2290,5,7,0,13,1,1.0,1
2291,3,9,0,17,1,1.0,1
2292,3,6,0,15,1,-1.0,0
2293,2,5,0,21,0,1.0,0
2294,2,9,1,14,1,1.0,1
2295,J,18,0,20,0,-1.0,1
2296,9,11,1,12,2,1.0,1
2297,6,11,0,16,1,-1.0,0
2298,7,8,0,14,1,-1.0,0
2299,4,7,1,12,2,1.0,1
2300,4,4,0,12,1,-1.0,0
2301,K,18,1,16,2,-1.0,0
2302,Q,13,1,13,1,1.0,1
2303,Q,20,0,15,1,-1.0,0
2304,5,8,0,21,0,1.0,0
2305,2,8,0,19,0,1.0,0
2306,9,10,1,13,1,-1.0,0
2307,9,17,0,12,2,1.0,1
2308,6,10,1,15,1,-1.0,0
2309,8,7,1,13,0,1.0,0
2310,3,9,0,11,1,1.0,1
2311,8,13,0,17,1,-1.0,0
2312,K,14,0,15,2,-1.0,0
2313,Q,12,0,8,4,-1.0,0
2314,9,7,1,7,1,1.0,1
2315,Q,21,0,16,1,-1.0,0
2316,Q,14,0,15,2,-1.0,0
2317,10,20,0,14,1,-1.0,0
2318,6,11,0,14,1,-1.0,0
2319,9,18,0,8,2,1.0,1
2320,2,9,0,18,0,-1.0,1
2321,Q,12,1,20,0,1.0,0
2322,10,9,1,12,1,-1.0,0
2323,2,9,0,19,0,-1.0,1
2324,10,14,0,20,0,1.0,0
2325,8,14,0,20,0,1.0,0
2326,7,11,0,11,2,-1.0,0
2327,9,13,0,10,1,1.0,1
2328,5,2,0,21,0,1.0,0
2329,K,18,0,12,2,-1.0,0
2330,10,13,1,18,0,1.0,0
2331,K,22,0,9,0,-1.0,1
2332,J,20,0,19,1,-1.0,0
2333,10,13,0,20,0,1.0,0
2334,K,18,0,10,2,1.0,1
2335,9,13,1,19,0,1.0,0
2336,5,6,0,4,3,-1.0,0
2337,8,11,0,13,1,1.0,1
2338,5,11,0,8,1,1.0,1
2339,J,16,0,15,0,-1.0,1
2340,4,3,0,9,2,-1.0,0
2341,6,8,0,9,1,-1.0,0
2342,8,10,0,14,2,1.0,1
2343,7,19,0,16,1,-1.0,0
2344,J,21,0,14,1,-1.0,0
2345,J,16,1,13,2,-1.0,0
2346,8,16,1,10,2,1.0,1
2347,A,17,0,15,1,1.0,1
2348,10,18,0,15,1,1.0,1
2349,5,9,0,13,2,-1.0,0
2350,Q,17,0,10,1,1.0,1
2351,2,3,1,7,2,-1.0,0
2352,4,10,0,11,1,1.0,1
2353,K,7,0,21,0,1.0,0
2354,3,5,0,17,1,1.0,1
2355,4,8,0,12,2,-1.0,0
2356,9,13,1,6,2,-1.0,0
2357,A,19,0,13,1,-1.0,0
2358,6,17,0,12,1,-1.0,0
2359,2,9,0,19,0,-1.0,1
2360,9,18,0,17,1,-1.0,0
2361,K,17,0,13,1,-1.0,0
2362,J,14,1,14,1,-1.0,0
2363,9,16,0,14,2,-1.0,0
2364,Q,9,1,12,1,1.0,1
2365,2,8,1,21,0,1.0,0
2366,J,14,0,8,2,1.0,1
2367,2,-2,0,12,2,-1.0,0
2368,Q,6,0,14,0,-1.0,1
2369,8,8,1,17,0,1.0,0
2370,Q,20,0,13,2,-1.0,0
2371,4,9,0,15,1,-1.0,0
2372,8,18,0,8,2,-1.0,0
2373,A,21,0,15,0,-1.0,1
2374,5,14,1,19,0,1.0,0
2375,5,12,1,15,1,-1.0,0
2376,J,12,1,12,1,1.0,1
2377,7,11,1,19,0,1.0,0
2378,J,16,0,9,3,-1.0,0
2379,6,10,0,11,1,1.0,1
2380,9,7,1,18,0,1.0,0
2381,A,16,0,15,0,-1.0,1
2382,8,5,1,21,0,1.0,0
2383,6,7,0,8,1,-1.0,0
2384,10,5,0,15,0,-1.0,1
2385,J,17,1,13,3,-1.0,0
2386,Q,17,0,12,2,-1.0,0
2387,6,16,1,20,0,1.0,0
2388,3,4,1,7,2,-1.0,0
2389,8,17,0,14,1,-1.0,0
2390,5,11,1,17,0,1.0,0
2391,10,17,0,20,0,1.0,0
2392,3,1,1,11,1,1.0,1
2393,4,6,0,20,0,1.0,0
2394,2,7,0,17,1,1.0,1
2395,3,5,0,16,1,-1.0,0
2396,A,11,0,11,1,1.0,1
2397,K,11,0,11,2,1.0,1
2398,3,15,1,14,2,1.0,1
2399,4,11,1,13,1,1.0,1
2400,4,12,1,15,1,1.0,1
2401,3,11,0,14,1,1.0,1
2402,7,14,0,20,0,1.0,0
2403,5,12,1,21,0,1.0,0
2404,K,16,0,11,1,1.0,1
2405,K,15,0,17,1,1.0,1
2406,Q,16,0,13,3,-1.0,0
2407,9,13,0,7,2,-1.0,0
2408,K,8,1,9,1,1.0,1
2409,2,-2,0,20,0,1.0,0
2410,4,6,0,18,0,1.0,0
2411,10,9,0,14,0,-1.0,1
2412,6,17,0,20,0,1.0,0
2413,5,14,0,21,0,1.0,0
2414,8,15,0,12,2,-1.0,0
2415,10,15,1,18,1,1.0,1
2416,6,15,1,17,0,1.0,0
2417,8,16,0,5,3,1.0,1
2418,10,18,0,9,3,-1.0,0
2419,7,14,0,14,1,-1.0,0
2420,7,13,0,21,0,1.0,0
2421,2,5,0,11,3,1.0,1
2422,2,1,0,20,0,-1.0,1
2423,10,12,0,15,2,1.0,1
2424,7,11,0,20,0,1.0,0
2425,J,5,1,9,1,1.0,1
2426,2,14,1,15,2,-1.0,0
2427,K,15,1,4,2,1.0,1
2428,8,15,0,10,1,1.0,1
2429,3,8,0,17,1,-1.0,0
2430,10,12,0,10,1,1.0,1
2431,8,16,0,10,1,1.0,1
2432,10,14,0,21,0,1.0,0
2433,8,15,0,16,1,-1.0,0
2434,A,17,0,13,0,-1.0,1
2435,3,2,0,17,1,-1.0,0
2436,Q,15,0,21,0,1.0,0
2437,6,10,1,21,0,1.0,0
2438,K,9,1,12,1,-1.0,0
2439,7,6,1,9,2,1.0,1
2440,K,15,1,21,0,1.0,0
2441,3,10,1,17,1,1.0,1
2442,8,15,1,20,0,1.0,0
2443,J,14,1,10,3,-1.0,0
2444,9,17,0,11,2,-1.0,0
2445,8,12,1,19,0,1.0,0
2446,4,12,0,17,0,1.0,0
2447,7,14,0,12,2,1.0,1
2448,9,15,0,9,3,-1.0,0
2449,J,15,0,21,0,1.0,0
2450,K,14,0,15,1,1.0,1
2451,4,6,1,15,1,-1.0,0
2452,K,9,1,20,0,1.0,0
2453,7,19,0,10,2,1.0,1
2454,A,18,0,14,1,1.0,1
2455,5,13,0,11,2,-1.0,0
2456,9,19,0,18,1,1.0,1
2457,J,11,1,16,0,1.0,0
2458,3,5,1,14,1,-1.0,0
2459,Q,16,0,11,2,-1.0,0
2460,2,4,0,15,1,-1.0,0
2461,K,12,1,7,2,1.0,1
2462,J,17,0,17,0,-1.0,1
2463,Q,7,0,6,1,-1.0,0
2464,2,0,0,14,2,-1.0,0
2465,3,7,1,10,2,-1.0,0
2466,A,14,0,16,0,-1.0,1
2467,2,10,1,13,1,-1.0,0
2468,9,21,0,17,2,-1.0,0
2469,5,8,0,15,2,-1.0,0
2470,J,12,1,14,2,1.0,1
2471,7,9,0,14,1,-1.0,0
2472,5,13,0,20,0,1.0,0
2473,K,10,0,20,0,1.0,0
2474,J,11,1,13,1,1.0,1
2475,10,9,1,16,0,1.0,0
2476,3,9,1,20,0,1.0,0
2477,Q,13,0,13,1,1.0,1
2478,A,8,0,18,0,1.0,0
2479,K,12,0,20,0,1.0,0
2480,7,10,0,20,0,1.0,0
2481,4,9,0,12,1,1.0,1
2482,K,21,0,16,1,-1.0,0
2483,Q,20,0,18,4,-1.0,0
2484,K,15,0,6,2,1.0,1
2485,8,17,0,20,0,1.0,0
2486,K,11,1,17,0,1.0,0
2487,6,12,1,19,0,1.0,0
2488,5,7,0,20,0,1.0,0
2489,5,12,0,10,2,-1.0,0
2490,Q,11,0,13,1,1.0,1
2491,A,14,0,20,0,1.0,0
2492,4,0,0,15,1,1.0,1
2493,9,8,1,20,0,1.0,0
2494,9,10,0,14,1,-1.0,0
2495,Q,18,0,15,1,-1.0,0
2496,4,9,0,14,2,1.0,1
2497,K,20,0,13,2,-1.0,0
2498,5,13,1,20,0,1.0,0
2499,Q,18,0,11,2,-1.0,0
2500,J,18,0,14,2,-1.0,0
2501,3,3,0,17,1,-1.0,0
2502,5,12,1,16,1,1.0,1
2503,Q,12,1,14,3,-1.0,0
2504,4,5,0,17,1,1.0,1
2505,5,4,1,20,0,1.0,0
2506,A,7,0,5,1,1.0,1
2507,7,7,0,20,0,1.0,0
2508,8,11,0,20,0,1.0,0
2509,K,14,1,20,0,1.0,0
2510,7,17,1,15,1,-1.0,0
2511,8,15,1,7,2,-1.0,0
2512,5,15,0,19,0,1.0,0
2513,6,15,0,13,2,1.0,1
2514,3,12,1,11,1,1.0,1
2515,7,12,0,21,0,1.0,0
2516,7,14,0,6,1,1.0,1
2517,3,3,0,20,0,1.0,0
2518,10,10,1,9,1,1.0,1
2519,A,13,0,15,2,-1.0,0
2520,8,13,0,8,2,-1.0,0
2521,5,6,0,13,1,-1.0,0
2522,5,0,0,19,0,1.0,0
2523,7,16,1,13,1,-1.0,0
2524,K,19,0,20,0,1.0,0
2525,J,16,1,4,1,1.0,1
2526,J,20,0,13,3,-1.0,0
2527,K,18,0,13,2,-1.0,0
2528,Q,10,0,13,1,-1.0,0
2529,J,16,0,9,2,1.0,1
2530,4,5,1,17,1,-1.0,0
2531,6,11,1,21,0,1.0,0
2532,8,11,0,12,2,-1.0,0
2533,3,6,1,21,0,1.0,0
2534,10,11,0,21,0,1.0,0
2535,2,-2,0,16,1,1.0,1
2536,K,22,0,19,1,1.0,1
2537,A,22,0,12,0,-1.0,1
2538,2,12,0,18,1,-1.0,0
2539,A,12,1,12,1,1.0,1
2540,J,18,0,15,1,-1.0,0
2541,Q,20,0,12,0,-1.0,1
2542,A,12,0,14,1,-1.0,0
2543,6,12,0,20,0,1.0,0
2544,4,3,0,14,1,1.0,1
2545,3,7,1,21,0,1.0,0
2546,8,10,1,19,0,1.0,0
2547,7,6,0,13,1,-1.0,0
2548,A,14,0,18,1,-1.0,0
2549,3,3,0,12,2,1.0,1
2550,K,18,1,10,2,-1.0,0
2551,K,21,0,10,3,-1.0,0
2552,6,16,0,8,1,1.0,1
2553,5,15,0,16,1,1.0,1
2554,6,10,0,17,0,-1.0,1
2555,2,12,0,16,1,-1.0,0
2556,4,13,0,12,2,1.0,1
2557,3,3,0,15,3,-1.0,0
2558,2,8,1,7,2,-1.0,0
2559,2,6,1,9,1,1.0,1
2560,5,2,0,18,0,1.0,0
2561,9,13,0,14,1,1.0,1
2562,6,5,0,19,0,-1.0,1
2563,10,6,1,8,1,1.0,1
2564,J,19,0,11,1,1.0,1
2565,K,14,0,21,0,1.0,0
2566,A,12,0,8,2,-1.0,0
2567,A,12,1,19,0,1.0,0
2568,3,11,0,5,1,1.0,1
2569,6,6,1,8,1,1.0,1
2570,5,10,0,8,1,1.0,1
2571,10,17,0,18,1,1.0,1
2572,Q,14,0,12,1,1.0,1
2573,K,16,0,11,1,1.0,1
2574,9,8,0,11,1,-1.0,0
2575,J,10,1,18,0,1.0,0
2576,4,1,0,11,1,1.0,1
2577,3,6,0,18,0,-1.0,1
2578,5,12,0,12,3,1.0,1
2579,7,18,0,20,0,1.0,0
2580,9,17,0,9,3,-1.0,0
2581,7,17,0,14,2,-1.0,0
2582,8,18,0,10,1,1.0,1
2583,3,3,0,17,1,-1.0,0
2584,6,7,0,19,0,1.0,0
2585,7,14,0,12,2,-1.0,0
2586,9,15,0,13,1,1.0,1
2587,A,13,0,20,0,1.0,0
2588,4,9,1,9,2,-1.0,0
2589,10,14,0,11,3,-1.0,0
2590,4,8,0,8,1,-1.0,0
2591,4,1,0,14,2,-1.0,0
2592,3,16,1,15,2,-1.0,0
2593,8,15,0,17,1,-1.0,0
2594,2,8,1,13,1,-1.0,0
2595,4,13,1,20,0,1.0,0
2596,4,8,0,10,1,1.0,1
2597,8,16,0,17,1,-1.0,0
2598,8,16,0,15,1,-1.0,0
2599,10,11,0,17,0,-1.0,1
2600,K,16,0,8,3,-1.0,0
2601,7,11,0,18,0,1.0,0
2602,4,9,0,13,2,1.0,1
2603,10,6,0,6,1,-1.0,0
2604,3,1,0,15,1,-1.0,0
2605,Q,8,0,17,0,1.0,0
2606,3,15,0,12,1,-1.0,0
2607,8,20,0,6,2,-1.0,0
2608,4,13,0,14,1,-1.0,0
2609,8,18,0,13,1,-1.0,0
2610,8,12,0,19,0,1.0,0
2611,6,14,0,12,1,-1.0,0
2612,3,11,1,17,1,-1.0,0
2613,2,4,1,16,1,-1.0,0
2614,9,15,0,13,1,-1.0,0
2615,2,6,0,9,2,1.0,1
2616,7,13,0,20,0,1.0,0
2617,8,11,0,12,2,1.0,1
2618,7,10,0,11,2,-1.0,0
2619,2,5,1,13,1,1.0,1
2620,10,22,0,16,1,-1.0,0
2621,4,14,1,20,0,1.0,0
2622,6,9,0,21,0,1.0,0
2623,6,16,0,17,0,1.0,0
2624,8,15,1,11,1,1.0,1
2625,J,18,0,9,4,-1.0,0
2626,K,19,0,10,0,-1.0,1
2627,8,8,0,14,1,-1.0,0
2628,9,16,0,16,1,-1.0,0
2629,6,6,0,9,2,-1.0,0
2630,2,4,0,8,2,1.0,1
2631,A,12,0,15,1,-1.0,0
2632,10,15,0,9,0,-1.0,1
2633,2,-2,1,12,1,-1.0,0
2634,5,9,0,17,1,-1.0,0
2635,9,14,1,20,0,1.0,0
2636,7,15,1,14,1,-1.0,0
2637,J,18,0,8,2,-1.0,0
2638,A,14,0,7,2,-1.0,0
2639,Q,11,0,13,1,-1.0,0
2640,K,11,1,15,1,-1.0,0
2641,A,15,0,20,0,1.0,0
2642,3,9,0,15,1,-1.0,0
2643,5,9,0,8,1,1.0,1
2644,A,15,0,13,2,-1.0,0
2645,5,3,0,15,1,1.0,1
2646,8,4,1,13,0,1.0,0
2647,9,12,0,20,0,1.0,0
2648,4,10,1,13,2,1.0,1
2649,9,20,0,19,1,-1.0,0
2650,J,15,1,20,0,1.0,0
2651,3,11,1,17,1,-1.0,0
2652,2,11,0,13,1,-1.0,0
2653,6,9,0,17,0,1.0,0
2654,K,15,0,9,2,1.0,1
2655,6,7,0,20,0,1.0,0
2656,6,10,1,13,1,-1.0,0
2657,9,14,0,10,1,1.0,1
2658,J,10,1,12,1,1.0,1
2659,8,12,0,16,2,-1.0,0
2660,7,10,0,20,0,1.0,0
2661,8,15,0,17,2,-1.0,0
2662,4,12,0,20,0,-1.0,1
2663,Q,20,0,14,2,-1.0,0
2664,7,11,1,20,0,1.0,0
2665,2,10,0,6,3,1.0,1
2666,A,12,0,19,0,1.0,0
2667,9,13,1,15,1,-1.0,0
2668,K,18,0,8,0,-1.0,1
2669,8,9,0,19,0,-1.0,1
2670,10,8,1,21,0,1.0,0
2671,3,7,1,9,1,1.0,1
2672,8,13,0,12,1,-1.0,0
2673,4,4,1,19,0,1.0,0
2674,J,10,0,10,1,1.0,1
2675,5,17,0,20,0,1.0,0
2676,10,13,1,20,0,1.0,0
2677,J,15,0,15,2,1.0,1
2678,2,11,0,7,2,-1.0,0
2679,10,19,0,13,2,-1.0,0
2680,4,9,0,18,0,-1.0,1
2681,8,14,0,14,1,-1.0,0
2682,Q,15,0,20,0,1.0,0
2683,6,9,1,11,1,1.0,1
2684,A,12,0,12,2,-1.0,0
2685,3,6,0,13,1,-1.0,0
2686,J,14,0,12,1,1.0,1
2687,7,2,0,18,0,-1.0,1
2688,J,22,0,17,1,-1.0,0
2689,9,16,0,5,2,-1.0,0
2690,J,13,0,19,0,1.0,0
2691,4,15,0,13,1,-1.0,0
2692,K,13,1,18,0,1.0,0
2693,9,17,0,20,0,1.0,0
2694,10,18,0,16,1,-1.0,0
2695,7,15,0,18,0,1.0,0
2696,2,6,0,15,2,1.0,1
2697,8,8,1,5,1,1.0,1
2698,3,8,1,10,3,1.0,1
2699,A,7,0,16,0,-1.0,1
2700,6,2,0,14,2,-1.0,0
2701,5,8,1,13,1,-1.0,0
2702,Q,16,0,20,0,1.0,0
2703,8,19,0,4,1,1.0,1
2704,A,22,0,19,0,-1.0,1
2705,8,18,0,15,1,1.0,1
2706,3,5,0,13,1,-1.0,0
2707,J,14,1,18,1,1.0,1
2708,J,10,1,10,1,1.0,1
2709,9,16,0,20,0,1.0,0
2710,2,5,1,9,1,1.0,1
2711,4,2,0,20,0,1.0,0
2712,A,14,0,13,1,-1.0,0
2713,10,9,1,17,0,1.0,0
2714,K,14,0,16,1,1.0,1
2715,J,14,0,14,0,-1.0,1
2716,2,-2,1,13,1,1.0,1
2717,5,14,1,9,1,1.0,1
2718,10,18,0,4,3,-1.0,0
2719,5,9,1,12,2,-1.0,0
2720,8,17,0,16,1,-1.0,0
2721,6,15,0,12,1,1.0,1
2722,9,18,0,21,0,1.0,0
2723,5,13,0,13,2,-1.0,0
2724,K,17,0,19,1,1.0,1
2725,4,10,0,9,1,-1.0,0
2726,3,1,1,10,2,-1.0,0
2727,7,8,0,21,0,1.0,0
2728,4,0,1,16,1,1.0,1
2729,7,8,0,19,0,-1.0,1
2730,2,6,0,19,0,1.0,0
2731,10,15,1,12,1,-1.0,0
2732,10,17,1,14,1,-1.0,0
2733,2,9,0,17,1,-1.0,0
2734,2,11,0,20,0,1.0,0
2735,Q,20,0,13,0,-1.0,1
2736,4,5,1,17,1,-1.0,0
2737,7,12,1,8,2,-1.0,0
2738,4,11,1,13,1,-1.0,0
2739,2,4,0,16,1,1.0,1
2740,J,15,0,7,2,-1.0,0
2741,9,7,0,20,0,1.0,0
2742,A,9,0,14,0,-1.0,1
2743,10,7,0,6,1,-1.0,0
2744,7,5,0,18,0,1.0,0
2745,6,11,0,14,3,-1.0,0
2746,4,10,0,20,0,1.0,0
2747,A,17,0,21,0,1.0,0
2748,6,11,0,10,2,1.0,1
2749,8,13,0,12,2,-1.0,0
2750,J,20,0,7,0,-1.0,1
2751,K,18,0,13,1,1.0,1
2752,10,11,1,19,0,1.0,0
2753,A,18,0,18,0,-1.0,1
2754,7,11,1,18,0,1.0,0
2755,10,15,0,15,1,-1.0,0
2756,5,11,0,18,0,-1.0,1
2757,Q,7,0,18,0,1.0,0
2758,8,7,1,12,0,1.0,0
2759,6,2,0,12,1,-1.0,0
2760,6,10,0,14,1,-1.0,0
2761,9,20,0,19,1,-1.0,0
2762,8,10,0,13,1,-1.0,0
2763,6,13,0,17,0,-1.0,1
2764,Q,13,1,11,1,1.0,1
2765,K,20,0,21,0,1.0,0
2766,6,10,1,13,1,1.0,1
2767,3,4,0,17,1,-1.0,0
2768,A,17,0,20,1,-1.0,0
2769,J,11,0,12,1,-1.0,0
2770,4,3,0,14,1,1.0,1
2771,9,8,0,6,1,-1.0,0
2772,5,5,1,12,1,-1.0,0
2773,2,1,0,13,2,-1.0,0
2774,2,15,0,16,1,1.0,1
2775,7,18,0,20,0,1.0,0
2776,4,15,1,9,2,-1.0,0
2777,Q,19,0,20,0,1.0,0
2778,2,5,0,16,1,-1.0,0
2779,3,3,0,11,1,1.0,1
2780,7,16,0,20,0,1.0,0
2781,4,6,0,20,0,1.0,0
2782,6,6,1,14,1,1.0,1
2783,7,13,0,21,0,1.0,0
2784,A,11,0,13,1,1.0,1
2785,3,2,1,14,1,-1.0,0
2786,5,8,0,15,1,1.0,1
2787,4,3,0,12,1,-1.0,0
2788,Q,19,0,18,1,-1.0,0
2789,4,15,1,12,3,-1.0,0
2790,Q,22,0,8,0,-1.0,1
2791,A,21,0,21,0,1.0,0
2792,3,13,0,4,4,1.0,1
2793,Q,12,0,13,3,1.0,1
2794,2,9,1,8,1,1.0,1
2795,8,15,0,13,1,1.0,1
2796,3,10,1,20,0,1.0,0
2797,4,8,1,14,1,-1.0,0
2798,A,16,0,15,0,-1.0,1
2799,3,8,1,12,2,-1.0,0
2800,7,11,0,18,0,1.0,0
2801,8,7,1,14,1,1.0,1
2802,6,10,0,12,1,1.0,1
2803,Q,16,0,16,1,-1.0,0
2804,J,15,1,19,1,-1.0,0
2805,2,4,0,16,2,1.0,1
2806,7,13,0,14,2,-1.0,0
2807,9,16,0,9,1,1.0,1
2808,K,9,0,11,1,-1.0,0
2809,9,11,0,20,0,1.0,0
2810,J,8,1,18,0,1.0,0
2811,Q,13,0,8,1,1.0,1
2812,6,4,0,15,1,-1.0,0
2813,A,6,1,13,0,1.0,0
2814,7,9,1,12,1,1.0,1
2815,Q,5,1,20,0,1.0,0
2816,J,22,0,19,1,-1.0,0
2817,J,21,0,18,1,1.0,1
2818,J,20,0,20,0,1.0,0
2819,J,21,0,10,0,-1.0,1
2820,2,7,0,21,0,1.0,0
2821,4,6,0,13,2,1.0,1
2822,3,8,0,13,1,-1.0,0
2823,7,10,1,10,2,1.0,1
2824,5,12,1,4,1,1.0,1
2825,10,8,1,13,0,1.0,0
2826,J,13,0,5,2,-1.0,0
2827,5,2,1,14,1,1.0,1
2828,9,11,0,13,1,1.0,1
2829,3,-1,1,14,1,1.0,1
2830,5,11,0,12,2,-1.0,0
2831,6,9,0,13,2,-1.0,0
2832,3,13,1,11,2,-1.0,0
2833,A,21,0,15,0,-1.0,1
2834,8,17,0,16,1,1.0,1
2835,9,12,1,20,0,1.0,0
2836,7,15,0,14,4,-1.0,0
2837,J,9,1,14,0,1.0,0
2838,8,15,0,11,1,1.0,1
2839,3,10,0,18,0,-1.0,1
2840,2,7,0,15,2,-1.0,0
2841,7,7,1,13,1,1.0,1
2842,K,15,0,13,0,-1.0,1
2843,J,7,1,21,0,1.0,0
2844,9,9,1,12,1,1.0,1
2845,8,12,0,12,3,-1.0,0
2846,2,7,0,13,2,-1.0,0
2847,6,16,1,18,0,1.0,0
2848,6,14,0,12,1,-1.0,0
2849,8,16,0,20,0,1.0,0
2850,2,4,0,7,3,-1.0,0
2851,Q,19,0,8,0,-1.0,1
2852,7,15,0,7,2,-1.0,0
2853,4,7,0,13,1,-1.0,0
2854,Q,12,1,16,1,1.0,1
2855,A,17,0,12,0,-1.0,1
2856,10,14,0,11,2,-1.0,0
2857,9,7,0,13,0,-1.0,1
2858,A,15,0,16,0,-1.0,1
2859,3,7,1,7,2,1.0,1
2860,8,16,0,17,1,-1.0,0
2861,5,13,1,20,0,1.0,0
2862,J,18,0,21,0,1.0,0
2863,Q,12,1,14,3,1.0,1
2864,2,8,0,14,2,-1.0,0
2865,8,13,0,12,2,-1.0,0
2866,J,12,0,15,1,-1.0,0
2867,J,11,1,19,0,1.0,0
2868,4,9,0,13,1,-1.0,0
2869,10,8,1,12,0,1.0,0
2870,3,7,1,12,1,1.0,1
2871,7,12,0,10,1,1.0,1
2872,3,7,1,13,1,-1.0,0
2873,3,6,1,9,1,1.0,1
2874,6,10,0,19,0,1.0,0
2875,8,13,0,13,1,1.0,1
2876,4,12,0,19,0,-1.0,1
2877,7,12,1,10,2,-1.0,0
2878,4,11,1,16,2,1.0,1
2879,5,14,0,12,1,-1.0,0
2880,6,14,1,14,1,-1.0,0
2881,9,16,0,17,2,1.0,1
2882,3,10,1,11,1,1.0,1
2883,7,13,0,17,0,1.0,0
2884,Q,16,0,14,0,-1.0,1
2885,A,16,0,14,0,-1.0,1
2886,K,9,0,13,0,-1.0,1
2887,K,6,0,20,0,1.0,0
2888,Q,13,0,14,1,1.0,1
2889,8,20,0,12,1,-1.0,0
2890,2,9,0,14,1,-1.0,0
2891,7,18,0,19,0,1.0,0
2892,4,15,1,19,0,1.0,0
2893,9,15,1,17,1,-1.0,0
