,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
740,4,23,1,17,0,1.0,0
741,8,17,0,16,0,-1.0,1
742,8,19,0,18,0,-1.0,1
743,6,17,0,11,0,-1.0,1
744,4,23,1,12,0,1.0,0
745,8,17,0,20,0,1.0,0
746,Q,20,0,16,0,-1.0,1
747,A,21,0,11,0,-1.0,1
748,2,17,0,12,0,-1.0,1
749,10,18,0,16,0,-1.0,1
750,3,19,0,20,0,1.0,0
751,K,20,0,12,0,-1.0,1
752,4,23,1,9,0,1.0,0
753,A,21,0,15,0,-1.0,1
754,8,18,0,17,0,-1.0,1
755,5,18,0,15,0,-1.0,1
756,4,17,0,15,0,-1.0,1
757,K,24,1,19,0,1.0,0
758,10,20,0,12,0,-1.0,1
759,K,20,0,18,0,-1.0,1
760,J,21,0,20,0,-1.0,1
761,8,21,0,18,0,-1.0,1
762,J,22,1,10,0,1.0,0
763,10,20,0,19,0,-1.0,1
764,8,25,1,9,1,1.0,1
765,4,24,1,12,0,1.0,0
766,7,19,0,13,0,-1.0,1
767,K,19,0,5,1,-1.0,0
768,3,18,0,15,0,-1.0,1
769,10,17,0,9,0,-1.0,1
770,Q,20,0,14,0,-1.0,1
771,4,18,0,14,0,-1.0,1
772,8,18,0,11,1,1.0,1
773,3,17,0,11,1,-1.0,0
774,4,17,0,12,0,-1.0,1
775,10,18,0,17,0,-1.0,1
776,10,22,1,14,0,1.0,0
777,9,17,0,20,0,1.0,0
778,9,19,0,17,0,-1.0,1
779,J,21,0,13,0,-1.0,1
780,9,19,0,16,0,-1.0,1
781,5,25,1,10,0,1.0,0
782,8,19,0,21,0,1.0,0
783,K,17,0,12,0,-1.0,1
784,2,18,0,20,0,1.0,0
785,6,19,0,18,0,-1.0,1
786,Q,22,1,16,0,1.0,0
787,2,22,1,15,0,1.0,0
788,5,18,0,16,0,-1.0,1
789,K,18,0,14,0,-1.0,1
790,Q,20,0,20,0,0.0,0
791,10,24,1,18,0,1.0,0
792,3,18,0,17,0,-1.0,1
793,4,25,1,16,0,1.0,0
794,7,26,1,8,0,1.0,0
795,9,22,1,20,0,1.0,0
796,2,21,0,8,0,-1.0,1
797,6,17,0,15,0,-1.0,1
798,5,24,1,20,0,1.0,0
799,3,18,0,18,0,0.0,0
800,J,24,1,15,0,1.0,0
801,7,18,0,12,0,-1.0,1
802,2,23,1,20,0,1.0,0
803,6,22,1,16,0,1.0,0
804,K,19,0,10,0,-1.0,1
805,2,17,0,14,0,-1.0,1
806,7,21,0,20,0,-1.0,1
807,8,17,0,20,0,1.0,0
808,9,18,0,19,0,1.0,0
809,4,21,0,8,1,-1.0,0
810,A,17,0,14,0,-1.0,1
811,4,23,1,13,0,1.0,0
812,K,18,0,18,0,0.0,0
813,3,18,0,14,0,-1.0,1
814,Q,23,1,13,0,1.0,0
815,10,18,0,10,0,-1.0,1
816,2,22,1,18,0,1.0,0
817,3,23,1,12,0,1.0,0
818,J,20,0,17,0,-1.0,1
819,5,20,0,17,0,-1.0,1
820,7,18,0,9,1,-1.0,0
821,Q,26,1,8,0,1.0,0
822,6,21,0,17,0,-1.0,1
823,10,24,1,14,0,1.0,0
824,8,19,0,16,0,-1.0,1
825,9,25,1,12,0,1.0,0
826,7,17,0,17,0,0.0,0
827,7,17,0,15,0,-1.0,1
828,5,21,0,18,0,-1.0,1
829,9,19,0,15,0,-1.0,1
830,A,19,0,20,0,1.0,0
831,8,18,0,17,0,-1.0,1
832,4,17,0,20,0,1.0,0
833,10,19,0,10,1,1.0,1
834,A,19,0,7,1,-1.0,0
835,7,17,0,12,0,-1.0,1
836,Q,19,0,12,0,-1.0,1
837,Q,20,0,12,0,-1.0,1
838,6,24,1,13,0,1.0,0
839,2,24,1,12,0,1.0,0
840,Q,19,0,14,0,-1.0,1
841,9,20,0,20,0,0.0,0
842,7,17,0,19,0,1.0,0
843,Q,20,0,15,0,-1.0,1
844,6,26,1,16,0,1.0,0
845,6,17,0,10,1,1.0,1
846,2,17,0,8,0,-1.0,1
847,5,20,0,13,0,-1.0,1
848,A,21,0,11,1,-1.0,0
849,4,21,0,9,0,-1.0,1
850,7,18,0,21,0,1.0,0
851,K,22,1,10,0,1.0,0
852,6,21,0,17,0,-1.0,1
853,8,17,0,16,0,-1.0,1
854,4,20,0,18,0,-1.0,1
855,Q,19,0,21,0,1.0,0
856,Q,21,0,12,0,-1.0,1
857,9,19,0,16,0,-1.0,1
858,5,18,0,16,0,-1.0,1
859,6,18,0,12,0,-1.0,1
860,10,18,0,14,0,-1.0,1
861,2,20,0,16,0,-1.0,1
862,5,25,1,20,0,1.0,0
863,J,19,0,20,0,1.0,0
864,5,21,0,16,0,-1.0,1
865,5,18,0,10,1,-1.0,0
866,5,23,1,12,0,1.0,0
867,3,24,1,21,0,1.0,0
868,4,24,1,13,0,1.0,0
869,5,23,1,20,0,1.0,0
870,7,25,1,15,0,1.0,0
871,4,20,0,9,1,-1.0,0
872,K,21,0,21,0,0.0,0
873,A,19,0,12,0,-1.0,1
874,7,22,1,17,0,1.0,0
875,3,22,1,18,0,1.0,0
876,10,18,0,6,1,-1.0,0
877,9,19,0,12,0,-1.0,1
878,4,24,1,10,0,1.0,0
879,6,21,0,9,0,-1.0,1
880,10,18,0,16,0,-1.0,1
881,6,21,0,21,0,0.0,0
882,8,25,1,13,0,1.0,0
883,10,19,0,11,1,-1.0,0
884,8,17,0,8,1,1.0,1
885,6,17,0,18,0,1.0,0
886,A,24,1,13,0,1.0,0
887,A,21,0,20,0,-1.0,1
888,4,22,1,11,0,1.0,0
889,9,17,0,21,0,1.0,0
890,9,17,0,20,0,1.0,0
891,5,23,1,17,0,1.0,0
892,J,26,1,11,1,1.0,1
893,K,18,0,13,0,-1.0,1
894,4,19,0,15,0,-1.0,1
895,Q,18,0,20,0,1.0,0
896,4,19,0,12,0,-1.0,1
897,K,20,0,13,0,-1.0,1
898,5,19,0,16,0,-1.0,1
899,6,20,0,20,0,0.0,0
900,5,21,0,6,1,-1.0,0
901,Q,18,0,20,0,1.0,0
902,5,21,0,15,0,-1.0,1
903,K,19,0,17,0,-1.0,1
904,K,17,0,20,0,1.0,0
905,4,17,0,13,0,-1.0,1
906,K,19,0,21,0,1.0,0
907,K,22,1,21,0,1.0,0
908,8,20,0,20,0,0.0,0
909,3,23,1,20,0,1.0,0
910,3,17,0,20,0,1.0,0
911,J,21,0,16,0,-1.0,1
912,7,19,0,13,0,-1.0,1
913,3,24,1,18,0,1.0,0
914,4,19,0,12,0,-1.0,1
915,6,19,0,10,1,1.0,1
916,8,18,0,8,1,1.0,1
917,6,23,1,18,0,1.0,0
918,10,22,1,16,0,1.0,0
919,Q,24,1,12,0,1.0,0
920,2,22,1,21,0,1.0,0
921,A,24,1,7,0,1.0,0
922,8,18,0,16,0,-1.0,1
923,9,25,1,10,1,1.0,1
924,9,19,0,16,0,-1.0,1
925,J,21,0,16,0,-1.0,1
926,2,22,1,15,0,1.0,0
927,4,22,1,17,0,1.0,0
928,10,19,0,12,0,-1.0,1
929,8,25,1,10,0,1.0,0
930,Q,21,0,5,0,-1.0,1
931,9,19,0,12,0,-1.0,1
932,7,23,1,20,0,1.0,0
933,10,22,1,12,0,1.0,0
934,8,18,0,17,0,-1.0,1
935,10,20,0,5,0,-1.0,1
936,Q,19,0,17,0,-1.0,1
937,9,22,1,15,0,1.0,0
938,10,21,0,15,0,-1.0,1
939,2,19,0,10,0,-1.0,1
940,4,25,1,16,0,1.0,0
941,8,18,0,8,0,-1.0,1
942,7,17,0,18,0,1.0,0
943,2,18,0,13,0,-1.0,1
944,2,23,1,18,0,1.0,0
945,K,20,0,14,0,-1.0,1
946,9,18,0,10,0,-1.0,1
947,8,18,0,15,0,-1.0,1
948,9,19,0,13,0,-1.0,1
949,9,17,0,13,0,-1.0,1
950,9,20,0,17,0,-1.0,1
951,4,24,1,16,0,1.0,0
952,J,19,0,6,1,-1.0,0
953,8,18,0,7,1,-1.0,0
954,8,21,0,17,0,-1.0,1
955,A,20,0,18,0,-1.0,1
956,8,20,0,10,0,-1.0,1
957,6,21,0,20,0,-1.0,1
958,Q,18,0,12,0,-1.0,1
959,A,20,0,15,0,-1.0,1
960,8,18,0,18,0,0.0,0
961,A,21,0,16,0,-1.0,1
962,3,19,0,19,0,0.0,0
963,J,20,0,19,0,-1.0,1
964,9,21,0,19,0,-1.0,1
965,10,25,1,8,0,1.0,0
966,2,20,0,12,0,-1.0,1
967,J,21,0,20,0,-1.0,1
968,Q,20,0,20,0,0.0,0
969,4,20,0,13,0,-1.0,1
970,6,19,0,12,0,-1.0,1
971,2,19,0,14,0,-1.0,1
972,9,23,1,13,0,1.0,0
973,K,17,0,11,0,-1.0,1
974,4,21,0,17,0,-1.0,1
975,8,20,0,21,0,1.0,0
976,10,21,0,20,0,-1.0,1
977,10,20,0,5,1,-1.0,0
978,2,19,0,10,1,-1.0,0
979,4,22,1,8,0,1.0,0
980,4,20,0,16,0,-1.0,1
981,9,19,0,8,1,0.0,1
982,A,17,0,14,0,-1.0,1
983,8,21,0,19,0,-1.0,1
984,8,26,1,15,0,1.0,0
985,A,21,0,12,0,-1.0,1
986,7,18,0,20,0,1.0,0
987,J,26,1,15,0,1.0,0
988,8,21,0,14,0,-1.0,1
989,9,19,0,19,0,0.0,0
990,9,18,0,10,1,1.0,1
991,5,26,1,13,0,1.0,0
992,2,17,0,11,0,-1.0,1
993,A,17,0,15,0,-1.0,1
994,7,17,0,21,0,1.0,0
995,8,18,0,13,0,-1.0,1
996,Q,20,0,19,0,-1.0,1
997,9,19,0,7,0,-1.0,1
998,2,18,0,9,0,-1.0,1
999,4,25,1,11,0,1.0,0
1000,7,20,0,20,0,0.0,0
1001,10,20,0,10,1,-1.0,0
1002,2,18,0,12,0,-1.0,1
1003,10,20,0,14,0,-1.0,1
1004,5,19,0,13,0,-1.0,1
1005,6,24,1,21,0,1.0,0
1006,9,23,1,15,0,1.0,0
1007,Q,19,0,15,0,-1.0,1
1008,10,17,0,18,0,1.0,0
1009,5,17,0,15,0,-1.0,1
1010,K,19,0,20,0,1.0,0
1011,2,17,0,20,0,1.0,0
1012,5,25,1,8,0,1.0,0
1013,9,17,0,11,0,-1.0,1
1014,10,21,0,19,0,-1.0,1
1015,6,19,0,13,0,-1.0,1
1016,K,17,0,19,0,1.0,0
1017,5,19,0,21,0,1.0,0
1018,Q,17,0,12,0,-1.0,1
1019,2,22,1,15,0,1.0,0
1020,6,17,0,15,0,-1.0,1
1021,9,19,0,19,0,0.0,0
1022,7,24,1,12,0,1.0,0
1023,3,23,1,14,0,1.0,0
1024,5,23,1,15,0,1.0,0
1025,9,17,0,21,0,1.0,0
1026,3,19,0,12,0,-1.0,1
1027,10,20,0,21,0,1.0,0
1028,4,19,0,15,0,-1.0,1
1029,5,20,0,19,0,-1.0,1
1030,5,21,0,10,0,-1.0,1
1031,4,25,1,13,0,1.0,0
1032,4,19,0,16,0,-1.0,1
1033,J,21,0,16,0,-1.0,1
1034,10,18,0,11,0,-1.0,1
1035,K,19,0,8,0,-1.0,1
1036,10,19,0,17,0,-1.0,1
1037,K,20,0,14,0,-1.0,1
1038,9,18,0,14,0,-1.0,1
1039,Q,26,1,7,0,1.0,0
1040,9,19,0,15,0,-1.0,1
1041,K,17,0,21,0,1.0,0
1042,A,19,0,17,0,-1.0,1
1043,8,20,0,18,0,-1.0,1
1044,K,22,1,13,0,1.0,0
1045,Q,19,0,9,1,1.0,1
1046,J,23,1,14,0,1.0,0
1047,K,20,0,12,0,-1.0,1
1048,7,17,0,8,1,-1.0,0
1049,K,21,0,16,0,-1.0,1
1050,2,21,0,20,0,-1.0,1
1051,5,18,0,21,0,1.0,0
1052,A,20,0,17,0,-1.0,1
1053,6,17,0,14,0,-1.0,1
1054,9,20,0,12,0,-1.0,1
1055,6,20,0,15,0,-1.0,1
1056,4,23,1,20,0,1.0,0
1057,A,18,0,12,0,-1.0,1
1058,9,19,0,18,0,-1.0,1
1059,9,19,0,13,0,-1.0,1
1060,5,23,1,14,0,1.0,0
1061,5,23,1,13,0,1.0,0
1062,2,24,1,20,0,1.0,0
1063,7,19,0,11,1,-1.0,0
1064,9,19,0,6,0,-1.0,1
1065,K,17,0,15,0,-1.0,1
1066,5,21,0,6,0,-1.0,1
1067,A,21,0,14,0,-1.0,1
1068,4,19,0,4,1,-1.0,0
1069,9,19,0,21,0,1.0,0
1070,J,20,0,10,0,-1.0,1
1071,4,23,1,9,0,1.0,0
1072,K,20,0,16,0,-1.0,1
1073,7,17,0,18,0,1.0,0
1074,A,21,0,15,0,-1.0,1
1075,6,21,0,11,1,0.0,1
1076,Q,20,0,21,0,1.0,0
1077,7,18,0,20,0,1.0,0
1078,9,26,1,17,0,1.0,0
1079,10,25,1,14,0,1.0,0
1080,5,22,1,18,0,1.0,0
1081,10,17,0,10,0,-1.0,1
1082,6,17,0,7,1,-1.0,0
1083,4,17,0,12,0,-1.0,1
1084,2,20,0,10,0,-1.0,1
1085,J,20,0,21,0,1.0,0
1086,A,21,0,11,0,-1.0,1
1087,J,18,0,11,1,1.0,1
1088,10,21,0,5,0,-1.0,1
1089,K,17,0,20,0,1.0,0
1090,10,25,1,13,0,1.0,0
1091,6,18,0,8,1,0.0,1
1092,4,20,0,7,1,-1.0,0
1093,A,18,0,8,1,1.0,1
1094,9,19,0,11,1,1.0,1
1095,J,22,1,8,0,1.0,0
1096,10,19,0,9,1,-1.0,0
1097,6,25,1,17,0,1.0,0
1098,Q,25,1,17,0,1.0,0
1099,6,20,0,14,0,-1.0,1
1100,Q,21,0,21,0,0.0,0
1101,3,26,1,12,0,1.0,0
1102,K,18,0,20,0,1.0,0
1103,9,19,0,18,0,-1.0,1
1104,4,24,1,19,0,1.0,0
1105,8,24,1,14,0,1.0,0
1106,5,24,1,16,0,1.0,0
1107,2,17,0,19,0,1.0,0
1108,J,22,1,17,0,1.0,0
1109,5,20,0,12,0,-1.0,1
1110,2,25,1,15,0,1.0,0
1111,5,21,0,20,0,-1.0,1
1112,9,17,0,14,0,-1.0,1
1113,9,21,0,11,0,-1.0,1
1114,10,22,1,19,0,1.0,0
1115,8,21,0,20,0,-1.0,1
1116,5,25,1,20,0,1.0,0
1117,7,25,1,4,0,1.0,0
1118,4,21,0,12,0,-1.0,1
1119,7,26,1,9,1,1.0,1
1120,2,18,0,11,0,-1.0,1
1121,8,18,0,13,0,-1.0,1
1122,8,17,0,21,0,1.0,0
1123,A,20,0,12,0,-1.0,1
1124,K,20,0,15,0,-1.0,1
1125,10,26,1,16,0,1.0,0
1126,K,20,0,13,0,-1.0,1
1127,4,21,0,9,1,-1.0,0
1128,8,23,1,15,0,1.0,0
1129,K,21,0,20,0,-1.0,1
1130,3,18,0,19,0,1.0,0
1131,3,23,1,16,0,1.0,0
1132,7,19,0,15,0,-1.0,1
1133,K,24,1,6,0,1.0,0
1134,4,22,1,15,0,1.0,0
1135,6,22,1,19,0,1.0,0
1136,4,18,0,12,0,-1.0,1
1137,5,18,0,20,0,1.0,0
1138,2,20,0,13,0,-1.0,1
1139,A,22,1,19,0,1.0,0
1140,8,19,0,10,0,-1.0,1
1141,7,17,0,10,1,1.0,1
1142,7,18,0,20,0,1.0,0
1143,Q,21,0,18,0,-1.0,1
1144,2,19,0,13,0,-1.0,1
1145,K,20,0,14,0,-1.0,1
1146,K,22,1,21,0,1.0,0
1147,A,17,0,9,1,-1.0,0
1148,10,17,0,21,0,1.0,0
1149,10,17,0,19,0,1.0,0
1150,10,18,0,13,0,-1.0,1
1151,9,18,0,7,0,-1.0,1
1152,A,18,0,14,0,-1.0,1
1153,Q,20,0,16,0,-1.0,1
1154,K,20,0,16,0,-1.0,1
1155,2,21,0,6,0,-1.0,1
1156,2,17,0,20,0,1.0,0
1157,A,21,0,14,0,-1.0,1
1158,A,17,0,15,0,-1.0,1
1159,3,18,0,9,0,-1.0,1
1160,4,24,1,20,0,1.0,0
1161,8,20,0,18,0,-1.0,1
1162,A,20,0,19,0,-1.0,1
1163,10,20,0,17,0,-1.0,1
1164,4,17,0,17,0,0.0,0
1165,10,20,0,20,0,0.0,0
1166,10,21,0,14,0,-1.0,1
1167,9,17,0,17,0,0.0,0
1168,K,19,0,10,0,-1.0,1
1169,6,20,0,10,1,-1.0,0
1170,2,17,0,13,0,-1.0,1
1171,3,19,0,20,0,1.0,0
1172,7,17,0,14,0,-1.0,1
1173,Q,23,1,15,0,1.0,0
1174,7,18,0,15,0,-1.0,1
1175,9,19,0,18,0,-1.0,1
1176,K,24,1,21,0,1.0,0
1177,9,21,0,11,1,0.0,1
1178,K,20,0,14,0,-1.0,1
1179,J,18,0,17,0,-1.0,1
1180,8,26,1,15,0,1.0,0
1181,A,19,0,16,0,-1.0,1
1182,5,22,1,15,0,1.0,0
1183,A,21,0,10,1,-1.0,0
1184,4,21,0,18,0,-1.0,1
1185,4,20,0,8,1,-1.0,0
1186,10,20,0,12,0,-1.0,1
1187,6,21,0,11,1,-1.0,0
1188,4,22,1,12,0,1.0,0
1189,A,20,0,16,0,-1.0,1
1190,J,19,0,5,1,-1.0,0
1191,6,22,1,15,0,1.0,0
1192,5,18,0,8,1,-1.0,0
1193,7,17,0,7,1,0.0,1
1194,J,20,0,8,1,-1.0,0
1195,6,22,1,20,0,1.0,0
1196,K,20,0,13,0,-1.0,1
1197,4,19,0,17,0,-1.0,1
1198,K,19,0,15,0,-1.0,1
1199,6,18,0,12,0,-1.0,1
1200,J,20,0,12,0,-1.0,1
1201,10,17,0,14,0,-1.0,1
1202,5,18,0,21,0,1.0,0
1203,5,19,0,13,0,-1.0,1
1204,J,21,0,12,0,-1.0,1
1205,6,26,1,14,0,1.0,0
1206,3,24,1,12,0,1.0,0
1207,5,23,1,12,0,1.0,0
1208,7,17,0,14,0,-1.0,1
1209,J,17,0,20,0,1.0,0
1210,3,22,1,16,0,1.0,0
1211,7,17,0,12,0,-1.0,1
1212,5,26,1,21,0,1.0,0
1213,7,19,0,18,0,-1.0,1
1214,7,21,0,18,0,-1.0,1
1215,5,20,0,4,1,-1.0,0
1216,10,24,1,17,0,1.0,0
1217,3,19,0,11,1,-1.0,0
1218,5,24,1,17,0,1.0,0
1219,9,24,1,15,0,1.0,0
1220,5,22,1,15,0,1.0,0
1221,K,24,1,19,0,1.0,0
1222,8,18,0,14,0,-1.0,1
1223,K,20,0,14,0,-1.0,1
1224,9,22,1,14,0,1.0,0
1225,Q,21,0,10,0,-1.0,1
1226,9,20,0,20,0,0.0,0
1227,6,22,1,13,0,1.0,0
1228,8,17,0,12,0,-1.0,1
1229,K,20,0,13,0,-1.0,1
1230,3,19,0,18,0,-1.0,1
1231,Q,20,0,17,0,-1.0,1
1232,10,18,0,11,1,1.0,1
1233,7,22,1,9,1,1.0,1
1234,7,20,0,15,0,-1.0,1
1235,10,20,0,16,0,-1.0,1
1236,4,22,1,19,0,1.0,0
1237,10,20,0,20,0,0.0,0
1238,K,21,0,18,0,-1.0,1
1239,5,20,0,7,0,-1.0,1
1240,A,21,0,17,0,-1.0,1
1241,J,20,0,15,0,-1.0,1
1242,7,26,1,17,0,1.0,0
1243,3,21,0,9,0,-1.0,1
1244,Q,17,0,18,0,1.0,0
1245,J,20,0,8,0,-1.0,1
1246,4,26,1,21,0,1.0,0
1247,A,17,0,15,0,-1.0,1
1248,6,21,0,21,0,0.0,0
1249,Q,20,0,19,0,-1.0,1
1250,2,20,0,15,0,-1.0,1
1251,2,25,1,9,1,1.0,1
1252,3,20,0,11,1,0.0,1
1253,5,18,0,14,0,-1.0,1
1254,4,22,1,18,0,1.0,0
1255,9,19,0,12,0,-1.0,1
1256,3,26,1,20,0,1.0,0
1257,K,21,0,15,0,-1.0,1
1258,9,19,0,21,0,1.0,0
1259,7,21,0,10,0,-1.0,1
1260,2,21,0,11,1,-1.0,0
1261,5,23,1,15,0,1.0,0
1262,K,24,1,13,0,1.0,0
1263,6,20,0,13,0,-1.0,1
1264,3,23,1,10,1,1.0,1
1265,7,19,0,16,0,-1.0,1
1266,10,25,1,20,0,1.0,0
1267,5,17,0,14,0,-1.0,1
1268,8,19,0,12,0,-1.0,1
1269,J,18,0,15,0,-1.0,1
1270,10,20,0,14,0,-1.0,1
1271,3,26,1,11,1,1.0,1
1272,6,24,1,16,0,1.0,0
1273,5,26,1,9,1,1.0,1
1274,A,20,0,7,1,-1.0,0
1275,5,24,1,11,0,1.0,0
1276,A,21,0,14,0,-1.0,1
1277,5,23,1,13,0,1.0,0
1278,5,18,0,9,0,-1.0,1
1279,K,20,0,7,1,-1.0,0
1280,9,26,1,18,0,1.0,0
1281,2,22,1,19,0,1.0,0
1282,Q,20,0,21,0,1.0,0
1283,10,20,0,17,0,-1.0,1
1284,J,26,1,16,0,1.0,0
1285,8,21,0,10,1,-1.0,0
1286,9,17,0,19,0,1.0,0
1287,4,20,0,13,0,-1.0,1
1288,9,19,0,15,0,-1.0,1
1289,3,23,1,21,0,1.0,0
1290,K,20,0,18,0,-1.0,1
1291,A,21,0,12,0,-1.0,1
1292,Q,17,0,13,0,-1.0,1
1293,8,20,0,21,0,1.0,0
1294,Q,25,1,10,1,1.0,1
1295,Q,21,0,17,0,-1.0,1
1296,K,23,1,19,0,1.0,0
1297,6,18,0,15,0,-1.0,1
1298,5,23,1,21,0,1.0,0
1299,Q,20,0,9,0,-1.0,1
1300,10,20,0,12,0,-1.0,1
1301,J,18,0,16,0,-1.0,1
1302,K,17,0,18,0,1.0,0
1303,4,24,1,12,0,1.0,0
1304,8,17,0,15,0,-1.0,1
1305,Q,22,1,4,1,1.0,1
1306,2,19,0,20,0,1.0,0
1307,10,20,0,6,1,0.0,1
1308,10,25,1,21,0,1.0,0
1309,J,24,1,16,0,1.0,0
1310,5,24,1,16,0,1.0,0
1311,8,17,0,13,0,-1.0,1
1312,J,18,0,20,0,1.0,0
1313,2,20,0,13,0,-1.0,1
1314,9,18,0,9,1,-1.0,0
1315,A,21,0,11,0,-1.0,1
1316,Q,18,0,9,0,-1.0,1
1317,6,18,0,15,0,-1.0,1
1318,7,17,0,12,0,-1.0,1
1319,K,17,0,19,0,1.0,0
1320,6,19,0,10,0,-1.0,1
1321,10,18,0,13,0,-1.0,1
1322,6,19,0,13,0,-1.0,1
1323,4,23,1,14,0,1.0,0
1324,A,21,0,15,0,-1.0,1
1325,6,22,1,12,0,1.0,0
1326,3,20,0,20,0,0.0,0
1327,4,21,0,16,0,-1.0,1
1328,A,18,0,19,0,1.0,0
1329,3,24,1,21,0,1.0,0
1330,Q,18,0,15,0,-1.0,1
1331,2,21,0,19,0,-1.0,1
1332,5,23,1,16,0,1.0,0
1333,3,23,1,7,1,1.0,1
1334,A,19,0,16,0,-1.0,1
1335,8,17,0,18,0,1.0,0
1336,5,22,1,13,0,1.0,0
1337,K,18,0,6,0,-1.0,1
1338,Q,20,0,15,0,-1.0,1
1339,A,23,1,10,0,1.0,0
1340,7,18,0,17,0,-1.0,1
1341,9,17,0,21,0,1.0,0
1342,10,20,0,5,1,1.0,1
1343,Q,17,0,13,0,-1.0,1
1344,6,17,0,9,0,-1.0,1
1345,3,18,0,17,0,-1.0,1
1346,J,20,0,7,1,0.0,1
1347,8,18,0,16,0,-1.0,1
1348,5,24,1,20,0,1.0,0
1349,3,23,1,11,0,1.0,0
1350,8,24,1,16,0,1.0,0
1351,2,25,1,15,0,1.0,0
1352,9,19,0,21,0,1.0,0
1353,Q,18,0,12,0,-1.0,1
1354,A,20,0,18,0,-1.0,1
1355,10,22,1,15,0,1.0,0
1356,8,19,0,13,0,-1.0,1
1357,2,22,1,14,0,1.0,0
1358,2,22,1,17,0,1.0,0
1359,Q,20,0,11,1,1.0,1
1360,5,21,0,12,0,-1.0,1
1361,4,18,0,15,0,-1.0,1
1362,3,18,0,17,0,-1.0,1
1363,2,26,1,16,0,1.0,0
1364,5,20,0,13,0,-1.0,1
1365,J,19,0,9,0,-1.0,1
1366,6,26,1,14,0,1.0,0
1367,2,17,0,16,0,-1.0,1
1368,9,24,1,11,0,1.0,0
1369,7,20,0,6,1,-1.0,0
1370,3,22,1,20,0,1.0,0
1371,Q,25,1,13,0,1.0,0
1372,Q,20,0,13,0,-1.0,1
1373,K,20,0,14,0,-1.0,1
1374,5,25,1,12,0,1.0,0
1375,J,17,0,10,0,-1.0,1
1376,7,18,0,17,0,-1.0,1
1377,A,19,0,18,0,-1.0,1
1378,3,22,1,15,0,1.0,0
1379,8,19,0,5,0,-1.0,1
1380,J,20,0,12,0,-1.0,1
1381,Q,19,0,21,0,1.0,0
1382,2,26,1,21,0,1.0,0
1383,7,17,0,12,0,-1.0,1
1384,3,20,0,14,0,-1.0,1
1385,J,26,1,20,0,1.0,0
1386,K,19,0,20,0,1.0,0
1387,A,21,0,13,0,-1.0,1
1388,2,17,0,13,0,-1.0,1
1389,3,18,0,8,0,-1.0,1
1390,10,20,0,21,0,1.0,0
1391,K,24,1,11,1,1.0,1
1392,A,22,1,15,0,1.0,0
1393,K,20,0,15,0,-1.0,1
1394,K,17,0,13,0,-1.0,1
1395,9,17,0,20,0,1.0,0
1396,10,18,0,20,0,1.0,0
1397,7,17,0,13,0,-1.0,1
1398,Q,18,0,21,0,1.0,0
1399,8,18,0,8,1,1.0,1
1400,5,19,0,20,0,1.0,0
1401,K,21,0,12,0,-1.0,1
1402,5,17,0,13,0,-1.0,1
1403,5,20,0,16,0,-1.0,1
1404,5,18,0,8,1,1.0,1
1405,3,20,0,10,0,-1.0,1
1406,6,26,1,20,0,1.0,0
1407,8,18,0,16,0,-1.0,1
1408,7,25,1,20,0,1.0,0
1409,5,18,0,4,0,-1.0,1
1410,6,19,0,17,0,-1.0,1
1411,K,21,0,8,1,-1.0,0
1412,9,19,0,14,0,-1.0,1
1413,4,19,0,21,0,1.0,0
1414,7,25,1,16,0,1.0,0
1415,K,18,0,15,0,-1.0,1
1416,4,23,1,11,1,1.0,1
1417,9,19,0,18,0,-1.0,1
1418,9,26,1,9,1,1.0,1
1419,A,21,0,20,0,-1.0,1
1420,4,19,0,14,0,-1.0,1
1421,A,20,0,12,0,-1.0,1
1422,K,19,0,18,0,-1.0,1
1423,4,23,1,13,0,1.0,0
1424,4,22,1,15,0,1.0,0
1425,7,19,0,20,0,1.0,0
1426,5,20,0,13,0,-1.0,1
1427,7,21,0,13,0,-1.0,1
1428,3,20,0,15,0,-1.0,1
1429,7,25,1,19,0,1.0,0
1430,4,25,1,16,0,1.0,0
1431,A,21,0,15,0,-1.0,1
1432,K,18,0,17,0,-1.0,1
1433,A,21,0,19,0,-1.0,1
1434,6,19,0,10,0,-1.0,1
1435,5,24,1,12,0,1.0,0
1436,6,20,0,5,1,-1.0,0
1437,4,21,0,7,1,-1.0,0
1438,10,19,0,14,0,-1.0,1
1439,Q,20,0,5,1,-1.0,0
1440,A,17,0,17,0,0.0,0
1441,8,21,0,13,0,-1.0,1
1442,9,19,0,16,0,-1.0,1
1443,5,22,1,15,0,1.0,0
1444,4,22,1,12,0,1.0,0
1445,3,18,0,21,0,1.0,0
1446,9,19,0,18,0,-1.0,1
1447,7,19,0,13,0,-1.0,1
1448,5,18,0,12,0,-1.0,1
1449,2,19,0,20,0,1.0,0
1450,8,18,0,13,0,-1.0,1
1451,5,25,1,18,0,1.0,0
1452,9,17,0,10,0,-1.0,1
1453,K,19,0,20,0,1.0,0
1454,7,22,1,12,0,1.0,0
1455,10,24,1,15,0,1.0,0
1456,7,17,0,13,0,-1.0,1
1457,8,18,0,12,0,-1.0,1
1458,Q,24,1,15,0,1.0,0
1459,4,19,0,18,0,-1.0,1
1460,10,19,0,15,0,-1.0,1
1461,9,19,0,18,0,-1.0,1
1462,2,21,0,10,1,-1.0,0
1463,8,19,0,18,0,-1.0,1
